Slovo;Pád;Slovo2;Pád2
veľmi;;veľmi;
čakám;;čakám;
či;;či;
niekto;nominatív;niekto;nominatív
z;nominatív;z;
mienkotvorných;genitív;mienkotvorných;genitív
hláv;genitív;hláv;genitív
elektorátu;genitív;elektorátu;genitív
urobí;;urobí;
sebakritickú;akuzatív;sebakritickú;akuzatív
analýzu;akuzatív;analýzu;akuzatív
tohto;genitív;tohto;genitív
svojho;genitív;svojho;genitív
fatálneho;genitív;fatálneho;genitív
politického;genitív;politického;genitív
omylu;genitív;omylu;genitív
Že;;Že;
Mečiar;nominatív;Mečiar;nominatív
suverénny;nominatív;suverénny;nominatív
víťaz;nominatív;víťaz;nominatív
prvého;genitív;prvého;genitív
kola;nominatív;kola;genitív
v;akuzatív;v;
druhom;datív;druhom;lokál
kole;datív;kole;lokál
bol;genitív;bol;
odmietnutý;nominatív;odmietnutý;nominatív
je;;je;
spravodlivý;nominatív;spravodlivý;nominatív
trest;nominatív;trest;nominatív
za;genitív;za;
roky;nominatív;roky;akuzatív
jeho;nominatív;jeho;genitív
vládnutia;nominatív;vládnutia;genitív
Ľubomír;nominatív;Ľubomír;nominatív
profesor;nominatív;profesor;nominatív
slovanských;genitív;slovanských;genitív
jazykov;genitív;jazykov;genitív
Scenár;nominatív;Scenár;nominatív
Adam;nominatív;Adam;nominatív
Réžia;nominatív;Réžia;nominatív
Kamera;nominatív;Kamera;nominatív
Hudba;nominatív;Hudba;nominatív
najbohatší;nominatív;najbohatší;nominatív
muž;nominatív;muž;nominatív
sveta;genitív;sveta;genitív
je;;je;
majiteľom;datív;majiteľom;inštrumentál
počítačovej;genitív;počítačovej;genitív
spoločnosti;nominatív;spoločnosti;genitív
ktorá;nominatív;ktorá;nominatív
vyrába;;vyrába;
aj;;aj;
hračky;nominatív;hračky;akuzatív
pre;akuzatív;pre;
deti;nominatív;deti;akuzatív
tretieho;genitív;tretieho;genitív
tisícročia;nominatív;tisícročia;genitív
Dnes;;Dnes;
je;;je;
autogramiáda;nominatív;autogramiáda;nominatív
a;nominatív;a;
a;nominatív;a;
potom;;potom;
je;;je;
tlačová;nominatív;tlačová;nominatív
konferencia;nominatív;konferencia;nominatív
Paulom;datív;Paulom;inštrumentál
Večer;nominatív;Večer;
bude;;bude;
uvádzať;;uvádzať;
film;nominatív;film;akuzatív
Hlboký;nominatív;Hlboký;nominatív
spánok;nominatív;spánok;nominatív
Napokon;;Napokon;
zvíťazila;;zvíťazila;
láska;nominatív;láska;nominatív
kričal;;kričal;
z;nominatív;z;
pódia;genitív;pódia;genitív
nadšený;nominatív;nadšený;nominatív
Uvidíme;;Uvidíme;
ako;;ako;
do;;do;nominatív
celé;nominatív;celé;nominatív
dopadne;;dopadne;
Pôvodný;nominatív;Pôvodný;nominatív
scenár;nominatív;scenár;nominatív
Zamilovaný;nominatív;Zamilovaný;nominatív
Scenár;nominatív;Scenár;nominatív
adaptácia;nominatív;adaptácia;nominatív
Tenká;nominatív;Tenká;nominatív
červená;nominatív;červená;nominatív
čiara;nominatív;čiara;nominatív
Výprava;nominatív;Výprava;nominatív
Zamilovaný;nominatív;Zamilovaný;nominatív
Kostýmy;nominatív;Kostýmy;nominatív
Kráľovná;nominatív;Kráľovná;nominatív
Alžbeta;nominatív;Alžbeta;nominatív
Pôvodná;nominatív;Pôvodná;nominatív
hudba;nominatív;hudba;nominatív
k;nominatív;k;
muzikálu;genitív;muzikálu;datív
alebo;;alebo;
komédii;datív;komédii;datív
Princ;nominatív;Princ;nominatív
egyptský;nominatív;egyptský;nominatív
Krátkometrážny;nominatív;Krátkometrážny;nominatív
hraný;nominatív;hraný;nominatív
film;nominatív;film;nominatív
LA;;LA;
The;;The;
Zvuk;nominatív;Zvuk;nominatív
Zachráňte;;Zachráňte;
vojaka;genitív;vojaka;akuzatív
Vizuálne;;Vizuálne;nominatív
efekty;nominatív;efekty;nominatív
Tento;nominatív;Tento;nominatív
ročník;nominatív;ročník;nominatív
priniesol;;priniesol;
hneď;nominatív;hneď;
niekoľko;nominatív;niekoľko;akuzatív
prekvapení;genitív;prekvapení;genitív
Kompletný;nominatív;Kompletný;akuzatív
program;nominatív;program;akuzatív
Gay;nominatív;Gay;
Film;nominatív;Film;
Festivalu;genitív;Festivalu;genitív
Slovakia;;Slovakia;nominatív
nájdete;;nájdete;
na;;na;
Film;nominatív;Film;
Site;lokál;Site;
v;akuzatív;v;
rubrike;datív;rubrike;lokál
Ceny;nominatív;Ceny;nominatív
a;nominatív;a;
festivaly;nominatív;festivaly;nominatív
Americká;nominatív;Americká;nominatív
premiéra;nominatív;premiéra;nominatív
bola;nominatív;bola;
plánovaná;nominatív;plánovaná;nominatív
na;;na;
júl;nominatív;júl;akuzatív
a;nominatív;a;
v;akuzatív;v;
slovenských;genitív;slovenských;lokál
kinách;lokál;kinách;lokál
by;;by;
sa;akuzatív;sa;
mal;;mal;
objaviť;;objaviť;
pod;akuzatív;pod;
názvom;datív;názvom;inštrumentál
túžba;nominatív;túžba;nominatív
FOR;;FOR;
Zoberiem;;Zoberiem;
tú;;tú;akuzatív
funkciu;akuzatív;funkciu;akuzatív
ak;;ak;
to;nominatív;to;akuzatív
ľudia;nominatív;ľudia;nominatív
naozaj;;naozaj;
budú;;budú;
chcieť;;chcieť;
povedal;;povedal;
režisér;nominatív;režisér;nominatív
REŽISÉRKOU;inštrumentál;REŽISÉRKOU;inštrumentál
po;akuzatív;po;
úspechu;genitív;úspechu;lokál
albumu;genitív;albumu;genitív
of;;of;
odriekla;;odriekla;
herecké;nominatív;herecké;akuzatív
ponuky;nominatív;ponuky;akuzatív
Bude;;Bude;
to;nominatív;to;nominatív
filmové;nominatív;filmové;nominatív
spracovanie;nominatív;spracovanie;nominatív
románu;genitív;románu;genitív
ktorý;nominatív;ktorý;nominatív
vychádza;;vychádza;
v;akuzatív;v;
USA;;USA;
v;akuzatív;v;
týchto;genitív;týchto;lokál
dňoch;lokál;dňoch;lokál
AKO;;AKO;
F;;F;
W;;W;
Nakrúcanie;nominatív;Nakrúcanie;nominatív
by;;by;
sa;akuzatív;sa;
malo;;malo;
začať;;začať;
v;akuzatív;v;
apríli;lokál;apríli;lokál
v;akuzatív;v;
Luxemburgu;genitív;Luxemburgu;lokál
POZOR;;POZOR;
PÍŠE;;PÍŠE;
ROZPRÁVKU;akuzatív;ROZPRÁVKU;akuzatív
Ako;;Ako;
vyzerá;;vyzerá;
herec;nominatív;herec;nominatív
snov;genitív;snov;genitív
Telo;nominatív;Telo;nominatív
by;;by;
malo;;malo;
mať;nominatív;mať;
šiju;akuzatív;šiju;akuzatív
ramená;nominatív;ramená;akuzatív
Love;lokál;Love;genitív
zadok;nominatív;zadok;akuzatív
pupok;nominatív;pupok;akuzatív
a;nominatív;a;
nohy;nominatív;nohy;akuzatív
HVIEZDY;nominatív;HVIEZDY;nominatív
V;;V;
HOLANDSKU;datív;HOLANDSKU;lokál
Režíruje;;Režíruje;
ho;;ho;akuzatív
holandský;nominatív;holandský;nominatív
režisér;nominatív;režisér;nominatív
Premiéra;nominatív;Premiéra;nominatív
by;;by;
mala;;mala;
byť;;byť;
už;;už;
koncom;genitív;koncom;
roku;genitív;roku;genitív
Detektíva;genitív;Detektíva;akuzatív
hral;;hral;
Lord;nominatív;Lord;nominatív
CENY;nominatív;CENY;nominatív
ČASOPISU;genitív;ČASOPISU;genitív
KTO;nominatív;KTO;nominatív
PRÍDE;;PRÍDE;
Film;nominatív;Film;nominatív
bol;genitív;bol;
nakrútený;nominatív;nakrútený;nominatív
podľa;genitív;podľa;
skutočnej;genitív;skutočnej;genitív
udalosti;nominatív;udalosti;genitív
ZA;genitív;ZA;
VIZUÁLNE;;VIZUÁLNE;akuzatív
EFEKTY;nominatív;EFEKTY;akuzatív
OD;;OD;
K;;K;
by;;by;
si;datív;si;
mal;;mal;
v;akuzatív;v;
jednom;lokál;jednom;lokál
z;nominatív;z;
nich;genitív;nich;genitív
zahrať;;zahrať;
hlavnú;akuzatív;hlavnú;akuzatív
úlohu;akuzatív;úlohu;akuzatív
OPäŤ;;OPäŤ;
SPIEVA;;SPIEVA;
Úspešný;nominatív;Úspešný;nominatív
film;nominatív;film;nominatív
Tentoraz;;Tentoraz;
na;;na;
televízne;nominatív;televízne;akuzatív
obrazovky;nominatív;obrazovky;akuzatív
v;akuzatív;v;
podobe;datív;podobe;lokál
seriálu;genitív;seriálu;genitív
na;;na;
DIVOKOM;lokál;DIVOKOM;lokál
ZÁPADE;lokál;ZÁPADE;lokál
Bude;;Bude;
mať;nominatív;mať;
názov;nominatív;názov;akuzatív
a;nominatív;a;
režisérom;datív;režisérom;inštrumentál
bude;;bude;
Tom;lokál;Tom;nominatív
si;datív;si;
zahrá;;zahrá;
Číňana;genitív;Číňana;akuzatív
ktorý;nominatív;ktorý;nominatív
pricestuje;;pricestuje;
na;;na;
Divoký;nominatív;Divoký;akuzatív
západ;nominatív;západ;akuzatív
aby;;aby;
zachránil;;zachránil;
dcéru;akuzatív;dcéru;akuzatív
čínskeho;genitív;čínskeho;genitív
konzula;genitív;konzula;genitív
V;;V;
CIRKUSE;lokál;CIRKUSE;lokál
sa;akuzatív;sa;
vracia;;vracia;
k;nominatív;k;
filmu;genitív;filmu;datív
Tentoraz;;Tentoraz;
ako;;ako;
režisérka;nominatív;režisérka;nominatív
a;nominatív;a;
producentka;nominatív;producentka;nominatív
je;;je;
ľúbostný;nominatív;ľúbostný;nominatív
príbeh;nominatív;príbeh;nominatív
sa;akuzatív;sa;
počas;genitív;počas;
tridsiatych;genitív;tridsiatych;genitív
rokov;genitív;rokov;genitív
v;akuzatív;v;
prostredí;genitív;prostredí;lokál
cirkusu;genitív;cirkusu;genitív
Vlani;;Vlani;
získal;;získal;
toto;nominatív;toto;akuzatív
ocenenie;nominatív;ocenenie;akuzatív
režisér;nominatív;režisér;nominatív
ALAN;nominatív;ALAN;nominatív
V;;V;
TELEVÍZII;datív;TELEVÍZII;lokál
Alan;nominatív;Alan;nominatív
je;;je;
meno;nominatív;meno;nominatív
ktoré;nominatív;ktoré;nominatív
sa;akuzatív;sa;
používa;;používa;
v;akuzatív;v;
titulkoch;lokál;titulkoch;lokál
keď;;keď;
z;nominatív;z;
rôznych;genitív;rôznych;genitív
príčin;genitív;príčin;genitív
s;nominatív;s;
uvedením;inštrumentál;uvedením;inštrumentál
vlastného;genitív;vlastného;genitív
mena;nominatív;mena;genitív
Použitie;nominatív;Použitie;nominatív
tohto;genitív;tohto;genitív
mena;nominatív;mena;genitív
pri;lokál;pri;
televíznom;lokál;televíznom;lokál
uvedení;genitív;uvedení;lokál
hraného;genitív;hraného;genitív
filmu;genitív;filmu;genitív
známeho;genitív;známeho;genitív
z;nominatív;z;
kín;genitív;kín;genitív
je;;je;
nezvyčajné;nominatív;nezvyčajné;nominatív
HVIEZDY;nominatív;HVIEZDY;nominatív
STOROČIA;nominatív;STOROČIA;genitív
Kritérium;nominatív;Kritérium;nominatív
je;;je;
dosť;;dosť;
kontroverzné;nominatív;kontroverzné;nominatív
Sú;;Sú;
v;akuzatív;v;
ňom;lokál;ňom;lokál
i;nominatív;i;
Ball;;Ball;nominatív
Mary;;Mary;nominatív
a;nominatív;a;
Medzi;akuzatív;Medzi;
hereckými;inštrumentál;hereckými;inštrumentál
kandidátmi;inštrumentál;kandidátmi;inštrumentál
sú;;sú;
a;nominatív;a;
John;nominatív;John;nominatív
Stane;lokál;Stane;
sa;akuzatív;sa;
tak;;tak;
počas;genitív;počas;
slávnostného;genitív;slávnostného;genitív
ceremoniálu;genitív;ceremoniálu;genitív
teda;;teda;
dva;nominatív;dva;akuzatív
dni;;dni;akuzatív
pred;akuzatív;pred;
začiatkom;genitív;začiatkom;inštrumentál
MFF;;MFF;
v;akuzatív;v;
Berlíne;lokál;Berlíne;lokál
PREPUSTIL;;PREPUSTIL;
KAMERAMANA;genitív;KAMERAMANA;akuzatív
TRAKTOR;nominatív;TRAKTOR;nominatív
NAKRÚCA;;NAKRÚCA;
Jeho;nominatív;Jeho;nominatív
dej;nominatív;dej;nominatív
sa;akuzatív;sa;
odohráva;;odohráva;
vo;akuzatív;vo;
fiktívnom;lokál;fiktívnom;lokál
mužstve;lokál;mužstve;lokál
Dobrosrdečná;nominatív;Dobrosrdečná;nominatív
dievčina;nominatív;dievčina;nominatív
sa;akuzatív;sa;
mu;datív;mu;datív
však;;však;
neustála;nominatív;neustála;
snaží;;snaží;
dohodiť;;dohodiť;
nejakého;genitív;nejakého;akuzatív
priateľa;genitív;priateľa;akuzatív
Chcel;;Chcel;
by;;by;
sa;akuzatív;sa;
stať;nominatív;stať;
prezidentom;datív;prezidentom;inštrumentál
USA;;USA;
ZOMREL;;ZOMREL;
JOHN;nominatív;JOHN;nominatív
V;;V;
DIVADLE;lokál;DIVADLE;lokál
Jeho;nominatív;Jeho;akuzatív
slepú;akuzatív;slepú;akuzatív
obeť;nominatív;obeť;akuzatív
hrá;;hrá;
NAHÁČI;nominatív;NAHÁČI;nominatív
POTOPILI;;POTOPILI;
V;;V;
nedeľu;akuzatív;nedeľu;akuzatív
boli;;boli;
ceny;nominatív;ceny;nominatív
Skvelá;nominatív;Skvelá;nominatív
novinka;nominatív;novinka;nominatív
pre;akuzatív;pre;
fanúšikov;genitív;fanúšikov;akuzatív
klasiky;nominatív;klasiky;genitív
z;nominatív;z;
roku;genitív;roku;genitív
David;nominatív;David;nominatív
a;nominatív;a;
totiž;;totiž;
podpísali;;podpísali;
zmluvy;nominatív;zmluvy;akuzatív
na;;na;
a;nominatív;a;
sériu;akuzatív;sériu;akuzatív
úspešného;genitív;úspešného;genitív
televízneho;genitív;televízneho;genitív
seriálu;genitív;seriálu;genitív
Honoráre;nominatív;Honoráre;nominatív
oboch;genitív;oboch;genitív
hviezd;genitív;hviezd;genitív
vzrástli;;vzrástli;
Jednu;akuzatív;Jednu;akuzatív
z;nominatív;z;
epizód;genitív;epizód;genitív
napísal;;napísal;
spoločne;;spoločne;
s;nominatív;s;
i;nominatív;i;
A;;A;
ČAKAJÚ;;ČAKAJÚ;
a;nominatív;a;
jej;nominatív;jej;nominatív
priateľ;nominatív;priateľ;nominatív
očakávajú;;očakávajú;
v;akuzatív;v;
júni;lokál;júni;lokál
narodenie;nominatív;narodenie;akuzatív
dieťaťa;genitív;dieťaťa;genitív
sa;akuzatív;sa;
v;akuzatív;v;
roku;genitív;roku;lokál
rozviedla;;rozviedla;
po;akuzatív;po;
dvoch;genitív;dvoch;lokál
rokoch;lokál;rokoch;lokál
manželstva;genitív;manželstva;genitív
s;nominatív;s;
A;;A;
buďte;;buďte;
veľmi;;veľmi;
hladní;nominatív;hladní;nominatív
Jazz;nominatív;Jazz;nominatív
blues;nominatív;blues;nominatív
rock;nominatív;rock;nominatív
funk;nominatív;funk;nominatív
V;;V;
takýto;nominatív;takýto;akuzatív
večer;nominatív;večer;akuzatív
však;;však;
treba;;treba;
prísť;;prísť;
skôr;;skôr;
a;nominatív;a;
obsadiť;;obsadiť;
si;datív;si;
stôl;nominatív;stôl;akuzatív
Našťastie;;Našťastie;
sa;akuzatív;sa;
veľmi;;veľmi;
rozpisovať;;rozpisovať;
lebo;;lebo;
má;;má;
svoju;akuzatív;svoju;akuzatív
webovú;akuzatív;webovú;akuzatív
stránku;akuzatív;stránku;akuzatív
Na;;Na;
pitie;nominatív;pitie;akuzatív
tu;;tu;
dostanete;;dostanete;
všetky;nominatív;všetky;akuzatív
bežné;nominatív;bežné;akuzatív
alká;nominatív;alká;akuzatív
a;nominatív;a;
nealká;nominatív;nealká;akuzatív
Tie;nominatív;Tie;nominatív
sú;;sú;
naozaj;;naozaj;
vynikajúce;nominatív;vynikajúce;nominatív
Dynamo;nominatív;Dynamo;nominatív
Praha;nominatív;Praha;nominatív
telefón;nominatív;telefón;nominatív
Kto;nominatív;Kto;nominatív
zažil;;zažil;
sparné;nominatív;sparné;akuzatív
pražské;nominatív;pražské;akuzatív
popoludnie;nominatív;popoludnie;akuzatív
vie;;vie;
veľmi;;veľmi;
dobre;;dobre;
čo;nominatív;čo;akuzatív
znamená;;znamená;
spojenie;nominatív;spojenie;nominatív
Celý;nominatív;Celý;nominatív
dojem;nominatív;dojem;nominatív
nie;;nie;
je;;je;
nijako;;nijako;
až;;až;
do;;do;
chvíle;nominatív;chvíle;genitív
keď;;keď;
požiadate;;požiadate;
o;;o;
jedálny;nominatív;jedálny;akuzatív
lístok;nominatív;lístok;akuzatív
Jedlo;nominatív;Jedlo;nominatív
je;;je;
na;;na;
stole;lokál;stole;lokál
za;genitív;za;
necelú;akuzatív;necelú;akuzatív
polhodinu;akuzatív;polhodinu;akuzatív
Mäso;nominatív;Mäso;nominatív
je;;je;
neuveriteľne;;neuveriteľne;
vynikajúco;;vynikajúco;
mäkké;nominatív;mäkké;nominatív
obloha;nominatív;obloha;nominatív
čerstvá;nominatív;čerstvá;nominatív
hranolky;nominatív;hranolky;nominatív
Odfukujeme;;Odfukujeme;
v;akuzatív;v;
spoločnosti;nominatív;spoločnosti;lokál
desiatky;nominatív;desiatky;genitív
Po;akuzatív;Po;
chvíli;datív;chvíli;lokál
štartujeme;;štartujeme;
automat;nominatív;automat;akuzatív
elektronických;genitív;elektronických;genitív
šípok;genitív;šípok;genitív
Záverečná;nominatív;Záverečná;nominatív
S;;S;
údivom;datív;údivom;inštrumentál
pozeráme;;pozeráme;
na;;na;
Včera;;Včera;
zas;;zas;
a;nominatív;a;
problémy;nominatív;problémy;
dodáva;;dodáva;
Stúpame;;Stúpame;
po;akuzatív;po;
schodíkoch;lokál;schodíkoch;lokál
ktoré;nominatív;ktoré;nominatív
jej;nominatív;jej;datív
dali;;dali;
meno;nominatív;meno;akuzatív
a;nominatív;a;
mierime;;mierime;
na;;na;
Snáď;;Snáď;
bude;;bude;
ešte;;ešte;
niečo;nominatív;niečo;nominatív
otvorené;nominatív;otvorené;nominatív
Tá;nominatív;Tá;nominatív
správa;nominatív;správa;nominatív
ma;genitív;ma;akuzatív
zastihla;;zastihla;
na;;na;
dovolenke;datív;dovolenke;lokál
Vieš;;Vieš;
o;;o;
tom;lokál;tom;lokál
že;;že;
Jaro;;Jaro;nominatív
zomrel;;zomrel;
Dozvedel;;Dozvedel;
som;;som;
sa;akuzatív;sa;
a;nominatív;a;
stále;;stále;
tomu;datív;tomu;datív
neviem;;neviem;
uveriť;;uveriť;
Niektoré;nominatív;Niektoré;akuzatív
úmrtia;nominatív;úmrtia;akuzatív
tak;;tak;
akosi;;akosi;
predpokladáme;;predpokladáme;
ľudia;nominatív;ľudia;nominatív
sa;akuzatív;sa;
k;nominatív;k;
nim;datív;nim;datív
systematicky;;systematicky;
Jaro;;Jaro;nominatív
bohém;nominatív;bohém;nominatív
Stále;;Stále;
v;akuzatív;v;
pohybe;lokál;pohybe;lokál
akumulátor;nominatív;akumulátor;nominatív
energie;nominatív;energie;genitív
a;nominatív;a;
nápadov;genitív;nápadov;genitív
Pozdravuj;;Pozdravuj;
Jaslovský;nominatív;Jaslovský;nominatív
Takže;;Takže;
ak;;ak;
sa;akuzatív;sa;
myšlienky;nominatív;myšlienky;genitív
zorganizovať;;zorganizovať;
rockový;nominatív;rockový;akuzatív
festival;nominatív;festival;akuzatív
chytí;;chytí;
skúsenejší;nominatív;skúsenejší;nominatív
organizátor;nominatív;organizátor;nominatív
veríme;;veríme;
že;;že;
festival;nominatív;festival;nominatív
ktorému;datív;ktorému;datív
je;;je;
dedina;nominatív;dedina;nominatív
a;nominatív;a;
ľudia;nominatív;ľudia;nominatív
v;akuzatív;v;
nej;genitív;nej;lokál
naklonení;nominatív;naklonení;nominatív
sa;akuzatív;sa;
bude;;bude;
znova;;znova;
konať;;konať;
však;;však;
verní;nominatív;verní;nominatív
fanúšikovia;nominatív;fanúšikovia;nominatív
skrátka;;skrátka;
Okrem;genitív;Okrem;
chuti;akuzatív;chuti;genitív
ma;genitív;ma;akuzatív
zaujal;;zaujal;
predovšetkým;;predovšetkým;
svojou;inštrumentál;svojou;inštrumentál
univerzálnosťou;inštrumentál;univerzálnosťou;inštrumentál
A;;A;
určite;;určite;
si;datív;si;
vyskúšajte;;vyskúšajte;
tento;nominatív;tento;akuzatív
recept;nominatív;recept;akuzatív
Vysypte;;Vysypte;
do;;do;
nej;genitív;nej;genitív
a;nominatív;a;
vypnite;;vypnite;
oheň;nominatív;oheň;akuzatív
Zakryte;;Zakryte;
nádobu;akuzatív;nádobu;akuzatív
pokrievkou;inštrumentál;pokrievkou;inštrumentál
a;nominatív;a;
nechajte;;nechajte;
vychladnúť;;vychladnúť;
na;;na;
izbovú;akuzatív;izbovú;akuzatív
teplotu;akuzatív;teplotu;akuzatív
V;;V;
šalátovej;genitív;šalátovej;lokál
mise;datív;mise;lokál
zmiešajte;;zmiešajte;
olej;nominatív;olej;akuzatív
korenie;nominatív;korenie;akuzatív
soľ;nominatív;soľ;akuzatív
uhorku;akuzatív;uhorku;akuzatív
cibuľu;akuzatív;cibuľu;akuzatív
petržlenovú;akuzatív;petržlenovú;akuzatív
vňať;nominatív;vňať;akuzatív
a;nominatív;a;
bazalku;akuzatív;bazalku;akuzatív
Taniere;nominatív;Taniere;akuzatív
obložte;;obložte;
hlávkovým;datív;hlávkovým;inštrumentál
šalátom;datív;šalátom;inštrumentál
na;;na;
ktorý;nominatív;ktorý;akuzatív
servírujte;;servírujte;
a;nominatív;a;
zeleninovú;akuzatív;zeleninovú;akuzatív
zmes;nominatív;zmes;akuzatív
Dobrú;akuzatív;Dobrú;akuzatív
chuť;nominatív;chuť;akuzatív
Samozrejmosťou;inštrumentál;Samozrejmosťou;inštrumentál
sú;;sú;
profily;nominatív;profily;nominatív
fotoaparátov;genitív;fotoaparátov;genitív
Johnovi;datív;Johnovi;datív
sa;akuzatív;sa;
toto;nominatív;toto;nominatív
všetko;nominatív;všetko;nominatív
podarilo;;podarilo;
Poznáte;;Poznáte;
to;nominatív;to;akuzatív
Noviny;nominatív;Noviny;akuzatív
ste;lokál;ste;
zabudli;;zabudli;
v;akuzatív;v;
kaviarni;datív;kaviarni;lokál
letáky;nominatív;letáky;akuzatív
To;nominatív;To;nominatív
je;;je;
zjednodušené;nominatív;zjednodušené;nominatív
a;nominatív;a;
