Slovo;Číslo;Slovo2;Číslo2
neposlednom;jednotné;neposlednom;jednotné
rade;jednotné;rade;jednotné
v;;v;
Mostoch;množné;Mostoch;množné
mnoho;;mnoho;jednotné
krásnych;množné;krásnych;množné
vzletných;množné;vzletných;množné
výkladov;množné;výkladov;množné
prečo;;prečo;
treba;;treba;
voliť;;voliť;
Martina;jednotné;Martina;jednotné
Takže;;Takže;
teraz;;teraz;
veľmi;;veľmi;
čakám;jednotné;čakám;jednotné
či;;či;
niekto;jednotné;niekto;jednotné
z;množné;z;
mienkotvorných;množné;mienkotvorných;množné
hláv;množné;hláv;množné
elektorátu;jednotné;elektorátu;jednotné
urobí;jednotné;urobí;jednotné
sebakritickú;jednotné;sebakritickú;jednotné
analýzu;jednotné;analýzu;jednotné
tohto;jednotné;tohto;jednotné
svojho;jednotné;svojho;jednotné
fatálneho;jednotné;fatálneho;jednotné
politického;jednotné;politického;jednotné
omylu;jednotné;omylu;jednotné
Že;;Že;
Mečiar;jednotné;Mečiar;jednotné
suverénny;jednotné;suverénny;jednotné
víťaz;jednotné;víťaz;jednotné
prvého;jednotné;prvého;jednotné
kola;jednotné;kola;jednotné
v;;v;
druhom;množné;druhom;jednotné
kole;jednotné;kole;jednotné
bol;množné;bol;jednotné
odmietnutý;jednotné;odmietnutý;jednotné
je;jednotné;je;jednotné
spravodlivý;jednotné;spravodlivý;jednotné
trest;jednotné;trest;jednotné
za;;za;
roky;množné;roky;množné
jeho;množné;jeho;jednotné
vládnutia;množné;vládnutia;jednotné
Ľubomír;jednotné;Ľubomír;jednotné
profesor;jednotné;profesor;jednotné
slovanských;množné;slovanských;množné
jazykov;množné;jazykov;množné
Scenár;jednotné;Scenár;jednotné
Adam;jednotné;Adam;jednotné
Réžia;jednotné;Réžia;jednotné
Kamera;jednotné;Kamera;jednotné
Hudba;jednotné;Hudba;jednotné
najbohatší;jednotné;najbohatší;jednotné
muž;jednotné;muž;jednotné
sveta;jednotné;sveta;jednotné
je;jednotné;je;jednotné
majiteľom;množné;majiteľom;jednotné
počítačovej;jednotné;počítačovej;jednotné
spoločnosti;množné;spoločnosti;jednotné
ktorá;jednotné;ktorá;jednotné
vyrába;jednotné;vyrába;jednotné
aj;;aj;
hračky;množné;hračky;množné
pre;;pre;
deti;množné;deti;množné
tretieho;jednotné;tretieho;jednotné
tisícročia;množné;tisícročia;jednotné
Dnes;;Dnes;
je;jednotné;je;jednotné
autogramiáda;jednotné;autogramiáda;jednotné
a;množné;a;
a;množné;a;
potom;;potom;
je;jednotné;je;jednotné
tlačová;jednotné;tlačová;jednotné
konferencia;jednotné;konferencia;jednotné
Paulom;množné;Paulom;jednotné
Večer;jednotné;Večer;
bude;jednotné;bude;jednotné
uvádzať;;uvádzať;
film;jednotné;film;jednotné
Hlboký;jednotné;Hlboký;jednotné
spánok;jednotné;spánok;jednotné
Napokon;;Napokon;
zvíťazila;jednotné;zvíťazila;jednotné
láska;jednotné;láska;jednotné
kričal;jednotné;kričal;jednotné
z;množné;z;
pódia;jednotné;pódia;jednotné
nadšený;jednotné;nadšený;jednotné
Uvidíme;množné;Uvidíme;množné
ako;;ako;
do;;do;jednotné
celé;množné;celé;jednotné
dopadne;jednotné;dopadne;jednotné
Pôvodný;jednotné;Pôvodný;jednotné
scenár;jednotné;scenár;jednotné
Zamilovaný;jednotné;Zamilovaný;jednotné
Scenár;jednotné;Scenár;jednotné
adaptácia;jednotné;adaptácia;jednotné
Tenká;jednotné;Tenká;jednotné
červená;jednotné;červená;jednotné
čiara;jednotné;čiara;jednotné
Výprava;jednotné;Výprava;jednotné
Zamilovaný;jednotné;Zamilovaný;jednotné
Kostýmy;množné;Kostýmy;množné
Kráľovná;jednotné;Kráľovná;jednotné
Alžbeta;jednotné;Alžbeta;jednotné
Pôvodná;jednotné;Pôvodná;jednotné
hudba;jednotné;hudba;jednotné
k;množné;k;
muzikálu;jednotné;muzikálu;jednotné
alebo;;alebo;
komédii;jednotné;komédii;jednotné
Princ;jednotné;Princ;jednotné
egyptský;jednotné;egyptský;jednotné
Krátkometrážny;jednotné;Krátkometrážny;jednotné
hraný;jednotné;hraný;jednotné
film;jednotné;film;jednotné
LA;;LA;
The;;The;
Zvuk;jednotné;Zvuk;jednotné
Zachráňte;množné;Zachráňte;množné
vojaka;jednotné;vojaka;jednotné
Vizuálne;;Vizuálne;množné
efekty;množné;efekty;množné
Tento;jednotné;Tento;jednotné
ročník;jednotné;ročník;jednotné
priniesol;jednotné;priniesol;jednotné
hneď;jednotné;hneď;
niekoľko;jednotné;niekoľko;jednotné
prekvapení;množné;prekvapení;množné
Kompletný;jednotné;Kompletný;jednotné
program;jednotné;program;jednotné
Gay;jednotné;Gay;
Film;jednotné;Film;
Festivalu;jednotné;Festivalu;jednotné
Slovakia;;Slovakia;jednotné
nájdete;množné;nájdete;množné
na;;na;
Film;jednotné;Film;
Site;jednotné;Site;
v;;v;
rubrike;jednotné;rubrike;jednotné
Ceny;množné;Ceny;množné
a;množné;a;
festivaly;množné;festivaly;množné
Americká;jednotné;Americká;jednotné
premiéra;jednotné;premiéra;jednotné
bola;jednotné;bola;jednotné
plánovaná;jednotné;plánovaná;jednotné
na;;na;
júl;jednotné;júl;jednotné
a;množné;a;
v;;v;
slovenských;množné;slovenských;množné
kinách;množné;kinách;množné
by;jednotné;by;
sa;;sa;
mal;;mal;jednotné
objaviť;;objaviť;
pod;;pod;
názvom;množné;názvom;jednotné
túžba;jednotné;túžba;jednotné
FOR;;FOR;
Zoberiem;jednotné;Zoberiem;jednotné
tú;;tú;jednotné
funkciu;jednotné;funkciu;jednotné
ak;;ak;
to;jednotné;to;jednotné
ľudia;množné;ľudia;množné
naozaj;;naozaj;
budú;množné;budú;množné
chcieť;;chcieť;
povedal;jednotné;povedal;jednotné
režisér;jednotné;režisér;jednotné
REŽISÉRKOU;jednotné;REŽISÉRKOU;jednotné
po;;po;
úspechu;jednotné;úspechu;jednotné
albumu;jednotné;albumu;jednotné
of;;of;
odriekla;jednotné;odriekla;jednotné
herecké;množné;herecké;množné
ponuky;množné;ponuky;množné
Bude;jednotné;Bude;jednotné
to;jednotné;to;jednotné
filmové;množné;filmové;jednotné
spracovanie;jednotné;spracovanie;jednotné
románu;jednotné;románu;jednotné
ktorý;jednotné;ktorý;jednotné
vychádza;jednotné;vychádza;jednotné
v;;v;
USA;;USA;
v;;v;
týchto;množné;týchto;množné
dňoch;množné;dňoch;množné
AKO;;AKO;
F;;F;
W;;W;
Nakrúcanie;jednotné;Nakrúcanie;jednotné
by;jednotné;by;
sa;;sa;
malo;;malo;jednotné
začať;;začať;
v;;v;
apríli;jednotné;apríli;jednotné
v;;v;
Luxemburgu;jednotné;Luxemburgu;jednotné
POZOR;;POZOR;
PÍŠE;jednotné;PÍŠE;jednotné
ROZPRÁVKU;jednotné;ROZPRÁVKU;jednotné
Ako;;Ako;
vyzerá;jednotné;vyzerá;jednotné
herec;jednotné;herec;jednotné
snov;množné;snov;množné
Telo;jednotné;Telo;jednotné
by;jednotné;by;
malo;;malo;jednotné
mať;jednotné;mať;
šiju;jednotné;šiju;jednotné
ramená;množné;ramená;množné
Love;jednotné;Love;jednotné
zadok;jednotné;zadok;jednotné
pupok;jednotné;pupok;jednotné
a;množné;a;
nohy;množné;nohy;množné
HVIEZDY;množné;HVIEZDY;množné
V;;V;
HOLANDSKU;jednotné;HOLANDSKU;jednotné
Režíruje;jednotné;Režíruje;jednotné
ho;;ho;jednotné
holandský;jednotné;holandský;jednotné
režisér;jednotné;režisér;jednotné
Premiéra;jednotné;Premiéra;jednotné
by;jednotné;by;
mala;;mala;jednotné
byť;;byť;
už;;už;
koncom;;koncom;
roku;jednotné;roku;jednotné
Detektíva;jednotné;Detektíva;jednotné
hral;jednotné;hral;jednotné
Lord;jednotné;Lord;jednotné
CENY;množné;CENY;množné
ČASOPISU;jednotné;ČASOPISU;jednotné
KTO;jednotné;KTO;jednotné
PRÍDE;jednotné;PRÍDE;jednotné
Film;jednotné;Film;jednotné
bol;množné;bol;jednotné
nakrútený;jednotné;nakrútený;jednotné
podľa;;podľa;
skutočnej;jednotné;skutočnej;jednotné
udalosti;množné;udalosti;jednotné
ZA;;ZA;
VIZUÁLNE;;VIZUÁLNE;množné
EFEKTY;množné;EFEKTY;množné
OD;;OD;
K;;K;
by;jednotné;by;
si;;si;
mal;;mal;jednotné
v;;v;
jednom;jednotné;jednom;jednotné
z;množné;z;
nich;množné;nich;množné
zahrať;;zahrať;
hlavnú;jednotné;hlavnú;jednotné
úlohu;jednotné;úlohu;jednotné
OPäŤ;;OPäŤ;
SPIEVA;jednotné;SPIEVA;jednotné
Úspešný;jednotné;Úspešný;jednotné
film;jednotné;film;jednotné
Tentoraz;;Tentoraz;
na;;na;
televízne;množné;televízne;množné
obrazovky;množné;obrazovky;množné
v;;v;
podobe;jednotné;podobe;jednotné
seriálu;jednotné;seriálu;jednotné
na;;na;
DIVOKOM;jednotné;DIVOKOM;jednotné
ZÁPADE;jednotné;ZÁPADE;jednotné
Bude;jednotné;Bude;jednotné
mať;jednotné;mať;
názov;jednotné;názov;jednotné
a;množné;a;
režisérom;množné;režisérom;jednotné
bude;jednotné;bude;jednotné
Tom;jednotné;Tom;jednotné
si;;si;
zahrá;jednotné;zahrá;jednotné
Číňana;jednotné;Číňana;jednotné
ktorý;jednotné;ktorý;jednotné
pricestuje;jednotné;pricestuje;jednotné
na;;na;
Divoký;jednotné;Divoký;jednotné
západ;jednotné;západ;jednotné
aby;jednotné;aby;
zachránil;jednotné;zachránil;jednotné
dcéru;jednotné;dcéru;jednotné
čínskeho;jednotné;čínskeho;jednotné
konzula;jednotné;konzula;jednotné
V;;V;
CIRKUSE;jednotné;CIRKUSE;jednotné
sa;;sa;
vracia;jednotné;vracia;jednotné
k;množné;k;
filmu;jednotné;filmu;jednotné
Tentoraz;;Tentoraz;
ako;;ako;
režisérka;jednotné;režisérka;jednotné
a;množné;a;
producentka;jednotné;producentka;jednotné
je;jednotné;je;jednotné
ľúbostný;jednotné;ľúbostný;jednotné
príbeh;jednotné;príbeh;jednotné
sa;;sa;
počas;;počas;
tridsiatych;množné;tridsiatych;množné
rokov;množné;rokov;množné
v;;v;
prostredí;množné;prostredí;jednotné
cirkusu;jednotné;cirkusu;jednotné
Vlani;;Vlani;
získal;jednotné;získal;jednotné
toto;jednotné;toto;jednotné
ocenenie;jednotné;ocenenie;jednotné
režisér;jednotné;režisér;jednotné
ALAN;jednotné;ALAN;jednotné
V;;V;
TELEVÍZII;jednotné;TELEVÍZII;jednotné
Alan;jednotné;Alan;jednotné
je;jednotné;je;jednotné
meno;jednotné;meno;jednotné
ktoré;množné;ktoré;jednotné
sa;;sa;
používa;jednotné;používa;jednotné
v;;v;
titulkoch;množné;titulkoch;množné
keď;;keď;
z;množné;z;
rôznych;množné;rôznych;množné
príčin;množné;príčin;množné
s;množné;s;
uvedením;jednotné;uvedením;jednotné
vlastného;jednotné;vlastného;jednotné
mena;jednotné;mena;jednotné
Použitie;jednotné;Použitie;jednotné
tohto;jednotné;tohto;jednotné
mena;jednotné;mena;jednotné
pri;;pri;
televíznom;jednotné;televíznom;jednotné
uvedení;množné;uvedení;jednotné
hraného;jednotné;hraného;jednotné
filmu;jednotné;filmu;jednotné
známeho;jednotné;známeho;jednotné
z;množné;z;
kín;množné;kín;množné
je;jednotné;je;jednotné
nezvyčajné;množné;nezvyčajné;jednotné
HVIEZDY;množné;HVIEZDY;množné
STOROČIA;množné;STOROČIA;jednotné
Kritérium;jednotné;Kritérium;jednotné
je;jednotné;je;jednotné
dosť;;dosť;
kontroverzné;množné;kontroverzné;jednotné
Sú;množné;Sú;množné
v;;v;
ňom;jednotné;ňom;jednotné
i;množné;i;
Ball;;Ball;jednotné
Mary;;Mary;jednotné
a;množné;a;
Medzi;;Medzi;
hereckými;množné;hereckými;množné
kandidátmi;množné;kandidátmi;množné
sú;množné;sú;množné
a;množné;a;
John;jednotné;John;jednotné
Stane;jednotné;Stane;jednotné
sa;;sa;
tak;;tak;
počas;;počas;
slávnostného;jednotné;slávnostného;jednotné
ceremoniálu;jednotné;ceremoniálu;jednotné
teda;;teda;
dva;množné;dva;množné
dni;jednotné;dni;množné
pred;;pred;
začiatkom;;začiatkom;jednotné
MFF;;MFF;
v;;v;
Berlíne;jednotné;Berlíne;jednotné
PREPUSTIL;jednotné;PREPUSTIL;jednotné
KAMERAMANA;jednotné;KAMERAMANA;jednotné
TRAKTOR;jednotné;TRAKTOR;jednotné
NAKRÚCA;jednotné;NAKRÚCA;jednotné
Jeho;množné;Jeho;jednotné
dej;jednotné;dej;jednotné
sa;;sa;
odohráva;jednotné;odohráva;jednotné
vo;;vo;
fiktívnom;jednotné;fiktívnom;jednotné
mužstve;jednotné;mužstve;jednotné
Dobrosrdečná;jednotné;Dobrosrdečná;jednotné
dievčina;jednotné;dievčina;jednotné
sa;;sa;
mu;jednotné;mu;jednotné
však;;však;
neustála;jednotné;neustála;
snaží;jednotné;snaží;jednotné
dohodiť;;dohodiť;
nejakého;jednotné;nejakého;jednotné
priateľa;jednotné;priateľa;jednotné
Chcel;jednotné;Chcel;jednotné
by;jednotné;by;
sa;;sa;
stať;jednotné;stať;
prezidentom;množné;prezidentom;jednotné
USA;;USA;
ZOMREL;jednotné;ZOMREL;jednotné
JOHN;jednotné;JOHN;jednotné
V;;V;
DIVADLE;jednotné;DIVADLE;jednotné
Jeho;množné;Jeho;jednotné
slepú;jednotné;slepú;jednotné
obeť;jednotné;obeť;jednotné
hrá;jednotné;hrá;jednotné
NAHÁČI;množné;NAHÁČI;množné
POTOPILI;množné;POTOPILI;množné
V;;V;
nedeľu;jednotné;nedeľu;jednotné
boli;množné;boli;množné
ceny;množné;ceny;množné
Skvelá;jednotné;Skvelá;jednotné
novinka;jednotné;novinka;jednotné
pre;;pre;
fanúšikov;množné;fanúšikov;množné
klasiky;množné;klasiky;jednotné
z;množné;z;
roku;jednotné;roku;jednotné
David;jednotné;David;jednotné
a;množné;a;
totiž;;totiž;
podpísali;množné;podpísali;množné
zmluvy;množné;zmluvy;množné
na;;na;
a;množné;a;
sériu;jednotné;sériu;jednotné
úspešného;jednotné;úspešného;jednotné
televízneho;jednotné;televízneho;jednotné
seriálu;jednotné;seriálu;jednotné
Honoráre;množné;Honoráre;množné
oboch;množné;oboch;množné
hviezd;množné;hviezd;množné
vzrástli;množné;vzrástli;množné
Jednu;jednotné;Jednu;jednotné
z;množné;z;
epizód;množné;epizód;množné
napísal;jednotné;napísal;jednotné
spoločne;;spoločne;
s;množné;s;
i;množné;i;
A;;A;
ČAKAJÚ;množné;ČAKAJÚ;množné
a;množné;a;
jej;množné;jej;jednotné
priateľ;jednotné;priateľ;jednotné
očakávajú;množné;očakávajú;množné
v;;v;
júni;jednotné;júni;jednotné
narodenie;jednotné;narodenie;jednotné
dieťaťa;jednotné;dieťaťa;jednotné
sa;;sa;
v;;v;
roku;jednotné;roku;jednotné
rozviedla;jednotné;rozviedla;jednotné
po;;po;
dvoch;množné;dvoch;množné
rokoch;množné;rokoch;množné
manželstva;jednotné;manželstva;jednotné
s;množné;s;
A;;A;
buďte;množné;buďte;množné
veľmi;;veľmi;
hladní;množné;hladní;množné
Jazz;jednotné;Jazz;jednotné
blues;jednotné;blues;jednotné
rock;jednotné;rock;jednotné
funk;jednotné;funk;jednotné
V;;V;
takýto;jednotné;takýto;jednotné
večer;jednotné;večer;jednotné
však;;však;
treba;;treba;
prísť;;prísť;
skôr;;skôr;
a;množné;a;
obsadiť;;obsadiť;
si;;si;
stôl;jednotné;stôl;jednotné
Našťastie;;Našťastie;
sa;;sa;
veľmi;;veľmi;
rozpisovať;;rozpisovať;
lebo;;lebo;
má;jednotné;má;jednotné
svoju;jednotné;svoju;jednotné
webovú;jednotné;webovú;jednotné
stránku;jednotné;stránku;jednotné
Na;;Na;
pitie;jednotné;pitie;jednotné
tu;;tu;
dostanete;množné;dostanete;množné
všetky;množné;všetky;množné
bežné;množné;bežné;množné
alká;množné;alká;množné
a;množné;a;
nealká;množné;nealká;množné
Tie;množné;Tie;množné
sú;množné;sú;množné
naozaj;;naozaj;
vynikajúce;množné;vynikajúce;množné
Dynamo;jednotné;Dynamo;jednotné
Praha;jednotné;Praha;jednotné
telefón;jednotné;telefón;jednotné
Kto;jednotné;Kto;jednotné
zažil;jednotné;zažil;jednotné
sparné;množné;sparné;jednotné
pražské;množné;pražské;jednotné
popoludnie;jednotné;popoludnie;jednotné
vie;jednotné;vie;jednotné
veľmi;;veľmi;
dobre;;dobre;
čo;jednotné;čo;jednotné
znamená;jednotné;znamená;jednotné
spojenie;jednotné;spojenie;jednotné
Celý;jednotné;Celý;jednotné
dojem;jednotné;dojem;jednotné
nie;;nie;
je;jednotné;je;jednotné
nijako;;nijako;
až;;až;
do;;do;
chvíle;množné;chvíle;jednotné
keď;;keď;
požiadate;množné;požiadate;množné
o;;o;
jedálny;jednotné;jedálny;jednotné
lístok;jednotné;lístok;jednotné
Jedlo;jednotné;Jedlo;jednotné
je;jednotné;je;jednotné
na;;na;
stole;jednotné;stole;jednotné
za;;za;
necelú;jednotné;necelú;jednotné
polhodinu;jednotné;polhodinu;jednotné
Mäso;jednotné;Mäso;jednotné
je;jednotné;je;jednotné
neuveriteľne;;neuveriteľne;
vynikajúco;;vynikajúco;
mäkké;množné;mäkké;jednotné
obloha;jednotné;obloha;jednotné
čerstvá;jednotné;čerstvá;jednotné
hranolky;množné;hranolky;množné
Odfukujeme;množné;Odfukujeme;množné
v;;v;
spoločnosti;množné;spoločnosti;jednotné
desiatky;množné;desiatky;jednotné
Po;;Po;
chvíli;jednotné;chvíli;jednotné
štartujeme;množné;štartujeme;množné
automat;jednotné;automat;jednotné
elektronických;množné;elektronických;množné
šípok;množné;šípok;množné
Záverečná;jednotné;Záverečná;jednotné
S;;S;
údivom;množné;údivom;jednotné
pozeráme;množné;pozeráme;množné
na;;na;
Včera;;Včera;
zas;;zas;
a;množné;a;
problémy;množné;problémy;
dodáva;jednotné;dodáva;jednotné
Stúpame;množné;Stúpame;množné
po;;po;
schodíkoch;množné;schodíkoch;množné
ktoré;množné;ktoré;množné
jej;množné;jej;jednotné
dali;množné;dali;množné
meno;jednotné;meno;jednotné
a;množné;a;
mierime;množné;mierime;množné
na;;na;
Snáď;;Snáď;
bude;jednotné;bude;jednotné
ešte;;ešte;
niečo;jednotné;niečo;jednotné
otvorené;množné;otvorené;jednotné
Tá;jednotné;Tá;jednotné
správa;jednotné;správa;jednotné
ma;jednotné;ma;jednotné
zastihla;jednotné;zastihla;jednotné
na;;na;
dovolenke;jednotné;dovolenke;jednotné
Vieš;jednotné;Vieš;jednotné
o;;o;
tom;jednotné;tom;jednotné
že;;že;
Jaro;;Jaro;jednotné
zomrel;jednotné;zomrel;jednotné
Dozvedel;jednotné;Dozvedel;jednotné
som;jednotné;som;jednotné
sa;;sa;
a;množné;a;
stále;;stále;
tomu;jednotné;tomu;jednotné
neviem;;neviem;jednotné
uveriť;;uveriť;
Niektoré;množné;Niektoré;množné
úmrtia;množné;úmrtia;množné
tak;;tak;
akosi;;akosi;
predpokladáme;množné;predpokladáme;množné
ľudia;množné;ľudia;množné
sa;;sa;
k;množné;k;
nim;množné;nim;množné
systematicky;;systematicky;
Jaro;;Jaro;jednotné
bohém;jednotné;bohém;jednotné
Stále;;Stále;
v;;v;
pohybe;jednotné;pohybe;jednotné
akumulátor;jednotné;akumulátor;jednotné
energie;množné;energie;jednotné
a;množné;a;
nápadov;množné;nápadov;množné
Pozdravuj;jednotné;Pozdravuj;jednotné
Jaslovský;jednotné;Jaslovský;jednotné
Takže;;Takže;
ak;;ak;
sa;;sa;
myšlienky;množné;myšlienky;jednotné
zorganizovať;;zorganizovať;
rockový;jednotné;rockový;jednotné
festival;jednotné;festival;jednotné
chytí;jednotné;chytí;jednotné
skúsenejší;jednotné;skúsenejší;jednotné
organizátor;jednotné;organizátor;jednotné
veríme;množné;veríme;množné
že;;že;
festival;jednotné;festival;jednotné
ktorému;jednotné;ktorému;jednotné
je;jednotné;je;jednotné
dedina;jednotné;dedina;jednotné
a;množné;a;
ľudia;množné;ľudia;množné
v;;v;
nej;jednotné;nej;jednotné
naklonení;množné;naklonení;množné
sa;;sa;
bude;jednotné;bude;jednotné
znova;;znova;
konať;;konať;
však;;však;
verní;množné;verní;množné
fanúšikovia;množné;fanúšikovia;množné
skrátka;;skrátka;
Okrem;;Okrem;
chuti;množné;chuti;jednotné
ma;jednotné;ma;jednotné
zaujal;jednotné;zaujal;jednotné
