;Slovo;Slovný druh-Majka;Slovo2;Slovný druh-SNK;Jazykový štýl
442;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
443;doma;Príslovka;doma;Príslovka;naucny_historia
444;povedalo;Sloveso;povedalo;Sloveso;naucny_historia
445;napríklad;Častice;napríklad;Častica;naucny_historia
446;pri;Predložka;pri;Predložka;naucny_historia
447;stole;Podstatné meno;stole;Podstatné meno;naucny_historia
448;Otec;Podstatné meno;Otec;Podstatné meno;naucny_historia
449;veľa;Príslovka;veľa;Príslovka;naucny_historia
450;rozprával;Sloveso;rozprával;Sloveso;naucny_historia
451;o;Citoslovce;o;Predložka;naucny_historia
452;svojom;Zámeno;svojom;Zámeno;naucny_historia
453;literárnovednom;Prídavné meno;literárnovednom;Prídavné meno;naucny_historia
454;výskume;Podstatné meno;výskume;Podstatné meno;naucny_historia
455;ale;Spojka;ale;Spojka;naucny_historia
456;samozrejme;Príslovka;samozrejme;Častica;naucny_historia
457;ani;Spojka;ani;Častica;naucny_historia
458;súčasným;Prídavné meno;súčasným;Prídavné meno;naucny_historia
459;problémom;Podstatné meno;problémom;Podstatné meno;naucny_historia
460;Vtedy;Príslovka;Vtedy;Zámeno;naucny_historia
461;mi;Zámeno;mi;Zámeno;naucny_historia
462;utkveli;Sloveso;utkveli;Sloveso;naucny_historia
463;v;Predložka;v;Predložka;naucny_historia
464;pamäti;Podstatné meno;pamäti;Podstatné meno;naucny_historia
465;dátumy;Podstatné meno;dátumy;Podstatné meno;naucny_historia
466;mená;Podstatné meno;mená;Podstatné meno;naucny_historia
467;i;Spojka;i;Spojka;naucny_historia
468;dôležité;Prídavné meno;dôležité;Prídavné meno;naucny_historia
469;udalosti;Podstatné meno;udalosti;Podstatné meno;naucny_historia
470;z;Podstatné meno;z;Predložka;naucny_historia
471;minulosti;Podstatné meno;minulosti;Podstatné meno;naucny_historia
472;medzi;Predložka;medzi;Predložka;naucny_historia
473;ktoré;Zámeno;ktoré;Zámeno;naucny_historia
474;bolo;Sloveso;bolo;Sloveso;naucny_historia
475;neskôr;Príslovka;neskôr;Príslovka;naucny_historia
476;ľahšie;Príslovka;ľahšie;Príslovka;naucny_historia
477;dokladať;Sloveso;dokladať;Sloveso;naucny_historia
478;nové;Prídavné meno;nové;Prídavné meno;naucny_historia
479;dátumy;Podstatné meno;dátumy;Podstatné meno;naucny_historia
480;mená;Podstatné meno;mená;Podstatné meno;naucny_historia
481;i;Spojka;i;Spojka;naucny_historia
482;vzťahy;Podstatné meno;vzťahy;Podstatné meno;naucny_historia
483;Mama;Podstatné meno;Mama;Podstatné meno;naucny_historia
484;pochádzala;Sloveso;pochádzala;Sloveso;naucny_historia
485;z;Podstatné meno;z;Predložka;naucny_historia
486;rodiny;Podstatné meno;rodiny;Podstatné meno;naucny_historia
487;s;Podstatné meno;s;Predložka;naucny_historia
488;generáciami;Podstatné meno;generáciami;Podstatné meno;naucny_historia
489;evanjelických;Prídavné meno;evanjelických;Prídavné meno;naucny_historia
490;farárov;Podstatné meno;farárov;Podstatné meno;naucny_historia
491;Vzdelanecké;Prídavné meno;Vzdelanecké;Prídavné meno;naucny_historia
492;pozadie;Podstatné meno;pozadie;Podstatné meno;naucny_historia
493;rodiny;Podstatné meno;rodiny;Podstatné meno;naucny_historia
494;malo;Príslovka;malo;Sloveso;naucny_historia
495;pre;Predložka;pre;Predložka;naucny_historia
496;moju;Zámeno;moju;Zámeno;naucny_historia
497;budúcnosť;Podstatné meno;budúcnosť;Podstatné meno;naucny_historia
498;VEĽMI;Príslovka;VEĽMI;Príslovka;naucny_historia
499;DÔLEŽITÚ;Prídavné meno;DÔLEŽITÚ;Prídavné meno;naucny_historia
500;úlohu;Podstatné meno;úlohu;Podstatné meno;naucny_historia
501;Rešpektovali;Sloveso;Rešpektovali;Sloveso;naucny_historia
502;ste;Číslovka;ste;Sloveso;naucny_historia
503;otca;Podstatné meno;otca;Podstatné meno;naucny_historia
504;bezvýhradne;Príslovka;bezvýhradne;Príslovka;naucny_historia
505;Viera;Podstatné meno;Viera;Podstatné meno;naucny_historia
506;môže;Sloveso;môže;Sloveso;naucny_historia
507;dávať;Sloveso;dávať;Sloveso;naucny_historia
508;človeku;Podstatné meno;človeku;Podstatné meno;naucny_historia
509;životnú;Prídavné meno;životnú;Prídavné meno;naucny_historia
510;istotu;Podstatné meno;istotu;Podstatné meno;naucny_historia
511;mieni;Sloveso;mieni;Sloveso;naucny_historia
512;profesor;Podstatné meno;profesor;Podstatné meno;naucny_historia
513;že;Spojka;že;Spojka;naucny_historia
514;náboženský;Prídavné meno;náboženský;Prídavné meno;naucny_historia
515;fundamentalizmus;Podstatné meno;fundamentalizmus;Podstatné meno;naucny_historia
516;prežíva;Sloveso;prežíva;Sloveso;naucny_historia
517;svoju;Zámeno;svoju;Zámeno;naucny_historia
518;regeneráciu;Podstatné meno;regeneráciu;Podstatné meno;naucny_historia
519;Bavilo;Sloveso;Bavilo;Sloveso;naucny_historia
520;ma;Zámeno;ma;Zámeno;naucny_historia
521;písať;Sloveso;písať;Sloveso;naucny_historia
522;kompozície;Podstatné meno;kompozície;Podstatné meno;naucny_historia
523;a;Spojka;a;Spojka;naucny_historia
524;na;Citoslovce;na;Predložka;naucny_historia
525;vynikajúcom;Prídavné meno;vynikajúcom;Príčastie - Sloveso;naucny_historia
526;skalickom;Prídavné meno;skalickom;Prídavné meno;naucny_historia
527;gymnáziu;Podstatné meno;gymnáziu;Podstatné meno;naucny_historia
528;boli;Sloveso;boli;Sloveso;naucny_historia
529;veľmi;Príslovka;veľmi;Príslovka;naucny_historia
530;dobré;Podstatné meno;dobré;Prídavné meno;naucny_historia
531;podmienky;Podstatné meno;podmienky;Podstatné meno;naucny_historia
532;pre;Predložka;pre;Predložka;naucny_historia
533;kultúru;Podstatné meno;kultúru;Podstatné meno;naucny_historia
534;otec;Podstatné meno;otec;Podstatné meno;naucny_historia
535;po;Predložka;po;Predložka;naucny_historia
536;jeho;Zámeno;jeho;Zámeno;naucny_historia
537;rozpade;Podstatné meno;rozpade;Podstatné meno;naucny_historia
538;niekoľko;Číslovka;niekoľko;Zámeno;naucny_historia
539;týždňov;Podstatné meno;týždňov;Podstatné meno;naucny_historia
540;ZÁUJEM;Podstatné meno;ZÁUJEM;Podstatné meno;naucny_historia
541;BOLI;Sloveso;BOLI;Sloveso;naucny_historia
542;rozhovoriť;Sloveso;rozhovoriť;Sloveso;naucny_historia
543;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
544;o;Citoslovce;o;Predložka;naucny_historia
545;systéme;Podstatné meno;systéme;Podstatné meno;naucny_historia
546;v;Predložka;v;Predložka;naucny_historia
547;jazyku;Podstatné meno;jazyku;Podstatné meno;naucny_historia
548;prináša;Sloveso;prináša;Sloveso;naucny_historia
549;zdanlivo;Príslovka;zdanlivo;Príslovka;naucny_historia
550;nebezpečenstvo;Podstatné meno;nebezpečenstvo;Podstatné meno;naucny_historia
551;že;Spojka;že;Spojka;naucny_historia
552;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
553;vstúpi;Sloveso;vstúpi;Sloveso;naucny_historia
554;do;Citoslovce;do;Predložka;naucny_historia
555;sveta;Podstatné meno;sveta;Podstatné meno;naucny_historia
556;Ypsilon;Podstatné meno;Ypsilon;Podstatné meno;naucny_historia
557;ako;Spojka;ako;Spojka;naucny_historia
558;hláska;Podstatné meno;hláska;Podstatné meno;naucny_historia
559;nie;Častice;nie;Častica;naucny_historia
560;je;Sloveso;je;Sloveso;naucny_historia
561;funkčný;Prídavné meno;funkčný;Prídavné meno;naucny_historia
562;a;Spojka;a;Spojka;naucny_historia
563;v;Predložka;v;Predložka;naucny_historia
564;slovenskom;Prídavné meno;slovenskom;Prídavné meno;naucny_historia
565;jazyku;Podstatné meno;jazyku;Podstatné meno;naucny_historia
566;takej;Zámeno;takej;Zámeno;naucny_historia
567;hlásky;Podstatné meno;hlásky;Podstatné meno;naucny_historia
568;niet;Sloveso;niet;Sloveso;naucny_historia
569;Ale;Spojka;Ale;Častica;naucny_historia
570;takto;Príslovka;takto;Zámeno;naucny_historia
571;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
572;hovorí;Sloveso;hovorí;Sloveso;naucny_historia
573;v;Predložka;v;Predložka;naucny_historia
574;Mikuláši;Podstatné meno;Mikuláši;Podstatné meno;naucny_historia
575;Ukazuje;Sloveso;Ukazuje;Sloveso;naucny_historia
576;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
577;teda;Spojka;teda;Častica;naucny_historia
578;že;Spojka;že;Spojka;naucny_historia
579;tým;Zámeno;tým;Zámeno;naucny_historia
580;stredoslovenským;Prídavné meno;stredoslovenským;Prídavné meno;naucny_historia
581;nárečím;Podstatné meno;nárečím;Podstatné meno;naucny_historia
582;ktorÉ;Zámeno;ktorÉ;Zámeno;naucny_historia
583;Štúrovci;Podstatné meno;Štúrovci;Podstatné meno;naucny_historia
584;povýšili;Sloveso;povýšili;Sloveso;naucny_historia
585;na;Citoslovce;na;Predložka;naucny_historia
586;spisovný;Prídavné meno;spisovný;Prídavné meno;naucny_historia
587;JAZYK;Podstatné meno;JAZYK;Podstatné meno;naucny_historia
588;bol;Podstatné meno;bol;Sloveso;naucny_historia
589;prestížny;Prídavné meno;prestížny;Prídavné meno;naucny_historia
590;liptovský;Prídavné meno;liptovský;Prídavné meno;naucny_historia
591;mestský;Prídavné meno;mestský;Prídavné meno;naucny_historia
592;jazyk;Podstatné meno;jazyk;Podstatné meno;naucny_historia
593;Presvedčil;Sloveso;Presvedčil;Sloveso;naucny_historia
594;Záborského;Prídavné meno;Záborského;Podstatné meno;naucny_historia
595;že;Spojka;že;Spojka;naucny_historia
596;správna;Prídavné meno;správna;Prídavné meno;naucny_historia
597;slovenská;Prídavné meno;slovenská;Prídavné meno;naucny_historia
598;výslovnosť;Podstatné meno;výslovnosť;Podstatné meno;naucny_historia
599;je;Sloveso;je;Sloveso;naucny_historia
600;v;Predložka;v;Predložka;naucny_historia
601;Prahe;Podstatné meno;Prahe;Podstatné meno;naucny_historia
602;zažiadal;Sloveso;zažiadal;Sloveso;naucny_historia
603;o;Citoslovce;o;Predložka;naucny_historia
604;zahraničné;Prídavné meno;zahraničné;Prídavné meno;naucny_historia
605;štipendium;Podstatné meno;štipendium;Podstatné meno;naucny_historia
606;VEĽMI;Príslovka;VEĽMI;Príslovka;naucny_historia
607;KOMPLIKOVANOU;Prídavné meno;KOMPLIKOVANOU;Prídavné meno;naucny_historia
608;ZHODOU;Podstatné meno;ZHODOU;Podstatné meno;naucny_historia
609;OKOLNOSTÍ;Podstatné meno;OKOLNOSTÍ;Podstatné meno;naucny_historia
610;HO;Zámeno;HO;Zámeno;naucny_historia
611;PO;Skratka;PO;Predložka;naucny_historia
612;ROKU;Podstatné meno;ROKU;Podstatné meno;naucny_historia
613;dostal;Sloveso;dostal;Sloveso;naucny_historia
614;a;Spojka;a;Spojka;naucny_historia
615;odišiel;Sloveso;odišiel;Sloveso;naucny_historia
616;ROK;Podstatné meno;ROK;Podstatné meno;naucny_historia
617;do;Citoslovce;do;Predložka;naucny_historia
618;Nórska;Podstatné meno;Nórska;Podstatné meno;naucny_historia
619;Keď;Spojka;Keď;Spojka;naucny_historia
620;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
621;začal;Sloveso;začal;Sloveso;naucny_historia
622;semester;Podstatné meno;semester;Podstatné meno;naucny_historia
623;pustil;Sloveso;pustil;Sloveso;naucny_historia
624;som;Sloveso;som;Sloveso;naucny_historia
625;sa;Zámeno;sa;Zvratné zámeno;naucny_historia
626;pod;Predložka;pod;Predložka;naucny_historia
627;vedením;Podstatné meno;vedením;Podstatné meno;naucny_historia
628;profesora;Podstatné meno;profesora;Podstatné meno;naucny_historia
629;textov;Podstatné meno;textov;Podstatné meno;naucny_historia
630;Rozprávanie;Podstatné meno;Rozprávanie;Podstatné meno;naucny_historia
631;Ľubomíra;Podstatné meno;Ľubomíra;Podstatné meno;naucny_historia
632;vojna;Podstatné meno;vojna;Podstatné meno;naucny_historia
633;v;Predložka;v;Predložka;naucny_historia
634;Iraku;Podstatné meno;Iraku;Podstatné meno;naucny_historia
635;ktorú;Zámeno;ktorú;Zámeno;naucny_historia
636;rozpútala;Sloveso;rozpútala;Sloveso;naucny_historia
637;fundamentalistov;Podstatné meno;fundamentalistov;Podstatné meno;naucny_historia
638;výsmechom;Podstatné meno;výsmechom;Podstatné meno;naucny_historia
639;všetkých;Zámeno;všetkých;Zámeno;naucny_historia
640;hodnôt;Podstatné meno;hodnôt;Podstatné meno;naucny_historia
641;ktoré;Zámeno;ktoré;Zámeno;naucny_historia
642;naša;Zámeno;naša;Zámeno;naucny_historia
643;západná;Prídavné meno;západná;Prídavné meno;naucny_historia
644;civilizácia;Podstatné meno;civilizácia;Podstatné meno;naucny_historia
645;pokladá;Sloveso;pokladá;Sloveso;naucny_historia
646;za;Predložka;za;Predložka;naucny_historia
647;nedotknuteľné;Prídavné meno;nedotknuteľné;Prídavné meno;naucny_historia
648;Po;Predložka;Po;Predložka;naucny_historia
649;ukončení;Podstatné meno;ukončení;Podstatné meno;naucny_historia
650;tejto;Zámeno;tejto;Zámeno;naucny_historia
651;vojny;Podstatné meno;vojny;Podstatné meno;naucny_historia
652;nádejou;Podstatné meno;nádejou;Podstatné meno;naucny_historia
653;sveta;Podstatné meno;sveta;Podstatné meno;naucny_historia
654;je;Sloveso;je;Sloveso;naucny_historia
655;zmena;Podstatné meno;zmena;Podstatné meno;naucny_historia
656;Koruna;Podstatné meno;Koruna;Podstatné meno;naucny_historia
657;Sv;Skratka;Sv;Značky;naucny_historia
658;Štefana;Podstatné meno;Štefana;Podstatné meno;naucny_historia
659;a;Spojka;a;Spojka;naucny_historia
660;ostrihomský;Prídavné meno;ostrihomský;Prídavné meno;naucny_historia
661;Uhorského;Prídavné meno;Uhorského;Prídavné meno;naucny_historia
662;štátu;Podstatné meno;štátu;Podstatné meno;naucny_historia
663;Boja;Podstatné meno;Boja;Podstatné meno;naucny_historia
664;ktorého;Zámeno;ktorého;Zámeno;naucny_historia
665;medze;Podstatné meno;medze;Podstatné meno;naucny_historia
666;určovala;Sloveso;určovala;Sloveso;naucny_historia
667;Zlatá;Podstatné meno;Zlatá;Prídavné meno;naucny_historia
668;spisovný;Prídavné meno;spisovný;Prídavné meno;naucny_historia
669;jazyk;Podstatné meno;jazyk;Podstatné meno;naucny_historia
670;je;Sloveso;je;Sloveso;naucny_historia
671;skutočným;Prídavné meno;skutočným;Prídavné meno;naucny_historia
672;kompromisom;Podstatné meno;kompromisom;Podstatné meno;naucny_historia
673;medzi;Predložka;medzi;Predložka;naucny_historia
674;radikálnou;Prídavné meno;radikálnou;Prídavné meno;naucny_historia
675;normou;Podstatné meno;normou;Podstatné meno;naucny_historia
676;štúrovcov;Podstatné meno;štúrovcov;Podstatné meno;naucny_historia
677;a;Spojka;a;Spojka;naucny_historia
678;požiadavkami;Podstatné meno;požiadavkami;Podstatné meno;naucny_historia
679;českou;Prídavné meno;českou;Prídavné meno;naucny_historia
680;či;Spojka;či;Spojka;naucny_historia
681;československou;Prídavné meno;československou;Prídavné meno;naucny_historia
682;Starú;Podstatné meno;Starú;Prídavné meno;naucny_historia
683;meravú;Prídavné meno;meravú;Prídavné meno;naucny_historia
684;nekompromisnosť;Podstatné meno;nekompromisnosť;Podstatné meno;naucny_historia
685;a;Spojka;a;Spojka;naucny_historia
686;tisícročného;Prídavné meno;tisícročného;Prídavné meno;naucny_historia
687;Uhorska;Podstatné meno;Uhorska;Podstatné meno;naucny_historia
688;a;Spojka;a;Spojka;naucny_historia
689;najmä;Častice;najmä;Častica;naucny_historia
690;štátneho;Prídavné meno;štátneho;Prídavné meno;naucny_historia
691;spojenia;Podstatné meno;spojenia;Podstatné meno;naucny_historia
692;s;Podstatné meno;s;Predložka;naucny_historia
693;Čechmi;Podstatné meno;Čechmi;Podstatné meno;naucny_historia
694;Takže;Spojka;Takže;Častica;naucny_historia
695;by;Spojka;by;Kondicionálová morféma;naucny_historia
696;som;Sloveso;som;Sloveso;naucny_historia
697;prirodzeným;Prídavné meno;prirodzeným;Prídavné meno;naucny_historia
698;plodom;Podstatné meno;plodom;Podstatné meno;naucny_historia
699;stáročného;Prídavné meno;stáročného;Prídavné meno;naucny_historia
700;vývinu;Podstatné meno;vývinu;Podstatné meno;naucny_historia
701;slovenskej;Prídavné meno;slovenskej;Prídavné meno;naucny_historia
702;spoločnosti;Podstatné meno;spoločnosti;Podstatné meno;naucny_historia
703;Ľubomír;Podstatné meno;Ľubomír;Podstatné meno;naucny_historia
704;Záhorského;Prídavné meno;Záhorského;Prídavné meno;naucny_historia
705;múzea;Podstatné meno;múzea;Podstatné meno;naucny_historia
706;v;Predložka;v;Predložka;naucny_historia
707;Skalici;Podstatné meno;Skalici;Podstatné meno;naucny_historia
708;balenia;Podstatné meno;balenia;Podstatné meno;naucny_historia
709;potravín;Podstatné meno;potravín;Podstatné meno;naucny_historia
710;v;Predložka;v;Predložka;naucny_historia
711;Skalici;Podstatné meno;Skalici;Podstatné meno;naucny_historia
712;vec;Podstatné meno;vec;Podstatné meno;naucny_historia
713;Kto;Zámeno;Kto;Zámeno;naucny_historia
714;by;Spojka;by;Kondicionálová morféma;naucny_historia
715;to;Zámeno;to;Zámeno;naucny_historia
716;kupoval;Sloveso;kupoval;Sloveso;naucny_historia
717;A;Spojka;A;Spojka;naucny_historia
718;obchody;Podstatné meno;obchody;Podstatné meno;naucny_historia
719;ktoré;Zámeno;ktoré;Zámeno;naucny_historia
720;chcú;Sloveso;chcú;Sloveso;naucny_historia
721;predávať;Sloveso;predávať;Sloveso;naucny_historia
722;zaručene;Príslovka;zaručene;Príslovka;naucny_historia
723;čerstvý;Prídavné meno;čerstvý;Prídavné meno;naucny_historia
724;v;Predložka;v;Predložka;naucny_historia
725;noci;Podstatné meno;noci;Podstatné meno;naucny_historia
726;ho;Zámeno;ho;Zámeno;naucny_historia
727;držať;Sloveso;držať;Sloveso;naucny_historia
728;v;Predložka;v;Predložka;naucny_historia
729;osobitných;Prídavné meno;osobitných;Prídavné meno;naucny_historia
730;skôr;Príslovka;skôr;Príslovka;naucny_historia
731;Ľubomír;Podstatné meno;Ľubomír;Podstatné meno;naucny_historia
732;slovenskej;Prídavné meno;slovenskej;Prídavné meno;naucny_historia
733;inteligencie;Podstatné meno;inteligencie;Podstatné meno;naucny_historia
734;Pred;Predložka;Pred;Predložka;naucny_historia
735;voľbami;Podstatné meno;voľbami;Podstatné meno;naucny_historia
736;bolo;Sloveso;bolo;Sloveso;naucny_historia
737;v;Predložka;v;Predložka;naucny_historia
738;vzletných;Prídavné meno;vzletných;Prídavné meno;naucny_historia
739;výkladov;Podstatné meno;výkladov;Podstatné meno;naucny_historia
740;prečo;Príslovka;prečo;Zámeno;naucny_historia
741;treba;Príslovka;treba;Príslovka;naucny_historia
742;voliť;Sloveso;voliť;Sloveso;naucny_historia
743;Martina;Podstatné meno;Martina;Podstatné meno;naucny_historia
744;veľmi;Príslovka;veľmi;Príslovka;naucny_historia
745;čakám;Sloveso;čakám;Sloveso;naucny_historia
746;či;Spojka;či;Spojka;naucny_historia
747;niekto;Zámeno;niekto;Zámeno;naucny_historia
748;z;Podstatné meno;z;Predložka;naucny_historia
749;mienkotvorných;Prídavné meno;mienkotvorných;Prídavné meno;naucny_historia
750;hláv;Podstatné meno;hláv;Podstatné meno;naucny_historia
751;sebakritickú;Prídavné meno;sebakritickú;Prídavné meno;naucny_historia
752;analýzu;Podstatné meno;analýzu;Podstatné meno;naucny_historia
753;tohto;Zámeno;tohto;Zámeno;naucny_historia
754;svojho;Zámeno;svojho;Zámeno;naucny_historia
755;fatálneho;Prídavné meno;fatálneho;Prídavné meno;naucny_historia
756;politického;Prídavné meno;politického;Prídavné meno;naucny_historia
757;omylu;Podstatné meno;omylu;Podstatné meno;naucny_historia
758;Že;Spojka;Že;Spojka;naucny_historia
759;Mečiar;Podstatné meno;Mečiar;Podstatné meno;naucny_historia
760;suverénny;Prídavné meno;suverénny;Prídavné meno;naucny_historia
761;víťaz;Podstatné meno;víťaz;Podstatné meno;naucny_historia
