;Slovo;Slovný druh;Jazykový štýl
694;napríklad;Častica;naucny_historia
695;pri;Predložka;naucny_historia
696;stole;Podstatné meno;naucny_historia
697;.;Interpunkcia;naucny_historia
698;Otec;Podstatné meno;naucny_historia
699;veľa;Príslovka;naucny_historia
700;rozprával;Sloveso;naucny_historia
701;o;Predložka;naucny_historia
702;svojom;Zámeno;naucny_historia
703;literárnovednom;Prídavné meno;naucny_historia
704;výskume;Podstatné meno;naucny_historia
705;,;Interpunkcia;naucny_historia
706;ale;Spojka;naucny_historia
707;nevyhýbali;Sloveso;naucny_historia
708;sme;Sloveso;naucny_historia
709;sa;Zvratné zámeno;naucny_historia
710;,;Interpunkcia;naucny_historia
711;samozrejme;Častica;naucny_historia
712;,;Interpunkcia;naucny_historia
713;ani;Častica;naucny_historia
714;súčasným;Prídavné meno;naucny_historia
715;problémom;Podstatné meno;naucny_historia
716;.;Interpunkcia;naucny_historia
717;Vtedy;Zámeno;naucny_historia
718;mi;Zámeno;naucny_historia
719;utkveli;Sloveso;naucny_historia
720;v;Predložka;naucny_historia
721;pamäti;Podstatné meno;naucny_historia
722;dátumy;Podstatné meno;naucny_historia
723;,;Interpunkcia;naucny_historia
724;mená;Podstatné meno;naucny_historia
725;i;Spojka;naucny_historia
726;dôležité;Prídavné meno;naucny_historia
727;udalosti;Podstatné meno;naucny_historia
728;z;Predložka;naucny_historia
729;minulosti;Podstatné meno;naucny_historia
730;,;Interpunkcia;naucny_historia
731;medzi;Predložka;naucny_historia
732;ktoré;Zámeno;naucny_historia
733;bolo;Sloveso;naucny_historia
734;neskôr;Príslovka;naucny_historia
735;ľahšie;Príslovka;naucny_historia
736;dokladať;Sloveso;naucny_historia
737;nové;Prídavné meno;naucny_historia
738;dátumy;Podstatné meno;naucny_historia
739;,;Interpunkcia;naucny_historia
740;mená;Podstatné meno;naucny_historia
741;i;Spojka;naucny_historia
742;vzťahy;Podstatné meno;naucny_historia
743;.;Interpunkcia;naucny_historia
744;Mama;Podstatné meno;naucny_historia
745;pochádzala;Sloveso;naucny_historia
746;z;Predložka;naucny_historia
747;rodiny;Podstatné meno;naucny_historia
748;s;Predložka;naucny_historia
749;generáciami;Podstatné meno;naucny_historia
750;evanjelických;Prídavné meno;naucny_historia
751;farárov;Podstatné meno;naucny_historia
752;.;Interpunkcia;naucny_historia
753;Vzdelanecké;Prídavné meno;naucny_historia
754;pozadie;Podstatné meno;naucny_historia
755;rodiny;Podstatné meno;naucny_historia
756;malo;Sloveso;naucny_historia
757;pre;Predložka;naucny_historia
758;moju;Zámeno;naucny_historia
759;budúcnosť;Podstatné meno;naucny_historia
760;VEĽMI;Príslovka;naucny_historia
761;DÔLEŽITÚ;Prídavné meno;naucny_historia
762;úlohu;Podstatné meno;naucny_historia
763;.;Interpunkcia;naucny_historia
764;“;Interpunkcia;naucny_historia
765;Rešpektovali;Sloveso;naucny_historia
766;ste;Sloveso;naucny_historia
767;otca;Podstatné meno;naucny_historia
768;bezvýhradne;Príslovka;naucny_historia
769;?;Interpunkcia;naucny_historia
770;„;Interpunkcia;naucny_historia
771;Viera;Podstatné meno;naucny_historia
772;môže;Sloveso;naucny_historia
773;dávať;Sloveso;naucny_historia
774;človeku;Podstatné meno;naucny_historia
775;životnú;Prídavné meno;naucny_historia
776;istotu;Podstatné meno;naucny_historia
777;“;Interpunkcia;naucny_historia
778;,;Interpunkcia;naucny_historia
779;mieni;Sloveso;naucny_historia
780;profesor;Podstatné meno;naucny_historia
781;Ďurovič;Podstatné meno;naucny_historia
782;.;Interpunkcia;naucny_historia
783;Faktom;Podstatné meno;naucny_historia
784;je;Sloveso;naucny_historia
785;,;Interpunkcia;naucny_historia
786;že;Spojka;naucny_historia
787;náboženský;Prídavné meno;naucny_historia
788;fundamentalizmus;Podstatné meno;naucny_historia
789;prežíva;Sloveso;naucny_historia
790;svoju;Zámeno;naucny_historia
791;regeneráciu;Podstatné meno;naucny_historia
792;.;Interpunkcia;naucny_historia
793;“;Interpunkcia;naucny_historia
794;Bavilo;Sloveso;naucny_historia
795;ma;Zámeno;naucny_historia
796;písať;Sloveso;naucny_historia
797;kompozície;Podstatné meno;naucny_historia
798;a;Spojka;naucny_historia
799;na;Predložka;naucny_historia
800;vynikajúcom;Príčastie - Sloveso;naucny_historia
801;skalickom;Prídavné meno;naucny_historia
802;gymnáziu;Podstatné meno;naucny_historia
803;boli;Sloveso;naucny_historia
804;veľmi;Príslovka;naucny_historia
805;dobré;Prídavné meno;naucny_historia
806;podmienky;Podstatné meno;naucny_historia
807;pre;Predložka;naucny_historia
808;kultúru;Podstatné meno;naucny_historia
809;.;Interpunkcia;naucny_historia
810;Nevyhýbali;Sloveso;naucny_historia
811;sme;Sloveso;naucny_historia
812;sa;Zvratné zámeno;naucny_historia
813;ani;Častica;naucny_historia
814;politike;Podstatné meno;naucny_historia
815;.;Interpunkcia;naucny_historia
816;Môj;Zámeno;naucny_historia
817;otec;Podstatné meno;naucny_historia
818;po;Predložka;naucny_historia
819;jeho;Zámeno;naucny_historia
820;rozpade;Podstatné meno;naucny_historia
821;niekoľko;Zámeno;naucny_historia
822;týždňov;Podstatné meno;naucny_historia
823;nespal;Sloveso;naucny_historia
824;.;Interpunkcia;naucny_historia
825;.;Interpunkcia;naucny_historia
826;.;Interpunkcia;naucny_historia
827;.;Interpunkcia;naucny_historia
828;.;Interpunkcia;naucny_historia
829;.;Interpunkcia;naucny_historia
830;MÔJ;Zámeno;naucny_historia
831;PRIMÁRNY;Prídavné meno;naucny_historia
832;ZÁUJEM;Podstatné meno;naucny_historia
833;BOLI;Sloveso;naucny_historia
834;HUMANIÓRA;Podstatné meno;naucny_historia
835;.;Interpunkcia;naucny_historia
836;Umožniť;Sloveso;naucny_historia
837;jazykovedcovi;Podstatné meno;naucny_historia
838;rozhovoriť;Sloveso;naucny_historia
839;sa;Zvratné zámeno;naucny_historia
840;o;Predložka;naucny_historia
841;systéme;Podstatné meno;naucny_historia
842;v;Predložka;naucny_historia
843;jazyku;Podstatné meno;naucny_historia
844;,;Interpunkcia;naucny_historia
845;prináša;Sloveso;naucny_historia
846;zdanlivo;Príslovka;naucny_historia
847;nebezpečenstvo;Podstatné meno;naucny_historia
848;,;Interpunkcia;naucny_historia
849;že;Spojka;naucny_historia
850;sa;Zvratné zámeno;naucny_historia
851;vstúpi;Sloveso;naucny_historia
852;do;Predložka;naucny_historia
853;nezaujímavého;Prídavné meno;naucny_historia
854;a;Spojka;naucny_historia
855;nudného;Prídavné meno;naucny_historia
856;sveta;Podstatné meno;naucny_historia
857;.;Interpunkcia;naucny_historia
858;„;Interpunkcia;naucny_historia
859;Ypsilon;Podstatné meno;naucny_historia
860;ako;Spojka;naucny_historia
861;hláska;Podstatné meno;naucny_historia
862;nie;Častica;naucny_historia
863;je;Sloveso;naucny_historia
864;funkčný;Prídavné meno;naucny_historia
865;a;Spojka;naucny_historia
866;v;Predložka;naucny_historia
867;slovenskom;Prídavné meno;naucny_historia
868;jazyku;Podstatné meno;naucny_historia
869;takej;Zámeno;naucny_historia
870;hlásky;Podstatné meno;naucny_historia
871;niet;Sloveso;naucny_historia
872;.;Interpunkcia;naucny_historia
873;Ale;Častica;naucny_historia
874;takto;Zámeno;naucny_historia
875;sa;Zvratné zámeno;naucny_historia
876;hovorí;Sloveso;naucny_historia
877;v;Predložka;naucny_historia
878;Mikuláši;Podstatné meno;naucny_historia
879;!;Interpunkcia;naucny_historia
880;Ukazuje;Sloveso;naucny_historia
881;sa;Zvratné zámeno;naucny_historia
882;teda;Častica;naucny_historia
883;,;Interpunkcia;naucny_historia
884;že;Spojka;naucny_historia
885;tým;Zámeno;naucny_historia
886;stredoslovenským;Prídavné meno;naucny_historia
887;nárečím;Podstatné meno;naucny_historia
888;,;Interpunkcia;naucny_historia
889;ktorÉ;Zámeno;naucny_historia
890;Štúrovci;Podstatné meno;naucny_historia
891;povýšili;Sloveso;naucny_historia
892;na;Predložka;naucny_historia
893;spisovný;Prídavné meno;naucny_historia
894;JAZYK;Podstatné meno;naucny_historia
895;,;Interpunkcia;naucny_historia
896;bol;Sloveso;naucny_historia
897;prestížny;Prídavné meno;naucny_historia
898;liptovský;Prídavné meno;naucny_historia
899;mestský;Prídavné meno;naucny_historia
900;jazyk;Podstatné meno;naucny_historia
901;.;Interpunkcia;naucny_historia
902;Presvedčil;Sloveso;naucny_historia
903;Záborského;Podstatné meno;naucny_historia
904;,;Interpunkcia;naucny_historia
905;že;Spojka;naucny_historia
906;správna;Prídavné meno;naucny_historia
907;slovenská;Prídavné meno;naucny_historia
908;výslovnosť;Podstatné meno;naucny_historia
909;je;Sloveso;naucny_historia
910;„;Interpunkcia;naucny_historia
911;ľist;Citový výraz;naucny_historia
912;“;Interpunkcia;naucny_historia
913;.;Interpunkcia;naucny_historia
914;V;Predložka;naucny_historia
915;lete;Podstatné meno;naucny_historia
916;1948;Číslica;naucny_historia
917;v;Predložka;naucny_historia
918;Prahe;Podstatné meno;naucny_historia
919;zažiadal;Sloveso;naucny_historia
920;o;Predložka;naucny_historia
921;zahraničné;Prídavné meno;naucny_historia
922;štipendium;Podstatné meno;naucny_historia
923;.;Interpunkcia;naucny_historia
924;VEĽMI;Príslovka;naucny_historia
925;KOMPLIKOVANOU;Prídavné meno;naucny_historia
926;ZHODOU;Podstatné meno;naucny_historia
927;OKOLNOSTÍ;Podstatné meno;naucny_historia
928;HO;Zámeno;naucny_historia
929;PO;Predložka;naucny_historia
930;ROKU;Podstatné meno;naucny_historia
931;dostal;Sloveso;naucny_historia
932;a;Spojka;naucny_historia
933;odišiel;Sloveso;naucny_historia
934;ROK;Podstatné meno;naucny_historia
935;do;Predložka;naucny_historia
936;Nórska;Podstatné meno;naucny_historia
937;.;Interpunkcia;naucny_historia
938;Keď;Spojka;naucny_historia
939;sa;Zvratné zámeno;naucny_historia
940;začal;Sloveso;naucny_historia
941;semester;Podstatné meno;naucny_historia
942;,;Interpunkcia;naucny_historia
943;pustil;Sloveso;naucny_historia
944;som;Sloveso;naucny_historia
945;sa;Zvratné zámeno;naucny_historia
946;pod;Predložka;naucny_historia
947;vedením;Podstatné meno;naucny_historia
948;profesora;Podstatné meno;naucny_historia
949;SommerfelTa;Podstatné meno;naucny_historia
950;do;Predložka;naucny_historia
951;čítania;Podstatné meno;naucny_historia
952;textov;Podstatné meno;naucny_historia
953;.;Interpunkcia;naucny_historia
954;Rozprávanie;Podstatné meno;naucny_historia
955;Ľubomíra;Podstatné meno;naucny_historia
956;Ďuroviča;Podstatné meno;naucny_historia
957;PRIPRAVILA;Sloveso;naucny_historia
958;Kveta;Podstatné meno;naucny_historia
959;Škvarková;Podstatné meno;naucny_historia
960;.;Interpunkcia;naucny_historia
961;Protiprávna;Prídavné meno;naucny_historia
962;vojna;Podstatné meno;naucny_historia
963;v;Predložka;naucny_historia
964;Iraku;Podstatné meno;naucny_historia
965;,;Interpunkcia;naucny_historia
966;ktorú;Zámeno;naucny_historia
967;rozpútala;Sloveso;naucny_historia
968;nesvätá;Prídavné meno;naucny_historia
969;aliancia;Podstatné meno;naucny_historia
970;náboženských;Prídavné meno;naucny_historia
971;fundamentalistov;Podstatné meno;naucny_historia
972;,;Interpunkcia;naucny_historia
973;megalománov;Podstatné meno;naucny_historia
974;a;Spojka;naucny_historia
975;kšeftárov;Podstatné meno;naucny_historia
976;,;Interpunkcia;naucny_historia
977;je;Sloveso;naucny_historia
978;cynickým;Prídavné meno;naucny_historia
979;výsmechom;Podstatné meno;naucny_historia
980;všetkých;Zámeno;naucny_historia
981;hodnôt;Podstatné meno;naucny_historia
982;,;Interpunkcia;naucny_historia
983;ktoré;Zámeno;naucny_historia
984;naša;Zámeno;naucny_historia
985;západná;Prídavné meno;naucny_historia
986;civilizácia;Podstatné meno;naucny_historia
987;pokladá;Sloveso;naucny_historia
988;za;Predložka;naucny_historia
989;nedotknuteľné;Prídavné meno;naucny_historia
990;.;Interpunkcia;naucny_historia
991;Po;Predložka;naucny_historia
992;ukončení;Podstatné meno;naucny_historia
993;tejto;Zámeno;naucny_historia
994;vojny;Podstatné meno;naucny_historia
995;nádejou;Podstatné meno;naucny_historia
996;sveta;Podstatné meno;naucny_historia
997;je;Sloveso;naucny_historia
998;zmena;Podstatné meno;naucny_historia
999;.;Interpunkcia;naucny_historia
1000;Koruna;Podstatné meno;naucny_historia
1001;Sv;Značky;naucny_historia
1002;.;Interpunkcia;naucny_historia
1003;Štefana;Podstatné meno;naucny_historia
1004;a;Spojka;naucny_historia
1005;ostrihomský;Prídavné meno;naucny_historia
1006;Primas;Citový výraz;naucny_historia
1007;Hungariae;Citový výraz;naucny_historia
1008;sa;Zvratné zámeno;naucny_historia
1009;stali;Sloveso;naucny_historia
1010;symbolom;Podstatné meno;naucny_historia
1011;Uhorského;Prídavné meno;naucny_historia
1012;štátu;Podstatné meno;naucny_historia
1013;.;Interpunkcia;naucny_historia
1014;Boja;Podstatné meno;naucny_historia
1015;,;Interpunkcia;naucny_historia
1016;ktorého;Zámeno;naucny_historia
1017;medze;Podstatné meno;naucny_historia
1018;určovala;Sloveso;naucny_historia
1019;Zlatá;Prídavné meno;naucny_historia
1020;bulla;Podstatné meno;naucny_historia
1021;.;Interpunkcia;naucny_historia
1022;Náš;Zámeno;naucny_historia
1023;dnešný;Prídavné meno;naucny_historia
1024;spisovný;Prídavné meno;naucny_historia
1025;jazyk;Podstatné meno;naucny_historia
1026;je;Sloveso;naucny_historia
1027;skutočným;Prídavné meno;naucny_historia
1028;kompromisom;Podstatné meno;naucny_historia
1029;medzi;Predložka;naucny_historia
1030;radikálnou;Prídavné meno;naucny_historia
1031;normou;Podstatné meno;naucny_historia
1032;štúrovcov;Podstatné meno;naucny_historia
1033;a;Spojka;naucny_historia
1034;požiadavkami;Podstatné meno;naucny_historia
1035;bernolákovcov;Podstatné meno;naucny_historia
1036;i;Spojka;naucny_historia
1037;tradíciou;Podstatné meno;naucny_historia
1038;českou;Prídavné meno;naucny_historia
1039;či;Spojka;naucny_historia
1040;československou;Prídavné meno;naucny_historia
1041;.;Interpunkcia;naucny_historia
1042;Starú;Prídavné meno;naucny_historia
1043;meravú;Prídavné meno;naucny_historia
1044;nekompromisnosť;Podstatné meno;naucny_historia
1045;a;Spojka;naucny_historia
1046;nekomunikatívnosť;Podstatné meno;naucny_historia
1047;oživila;Sloveso;naucny_historia
1048;idea;Podstatné meno;naucny_historia
1049;odtrhnutia;Podstatné meno;naucny_historia
1050;Slovenska;Podstatné meno;naucny_historia
1051;od;Predložka;naucny_historia
1052;tisícročného;Prídavné meno;naucny_historia
1053;Uhorska;Podstatné meno;naucny_historia
1054;a;Spojka;naucny_historia
1055;najmä;Častica;naucny_historia
1056;štátneho;Prídavné meno;naucny_historia
1057;spojenia;Podstatné meno;naucny_historia
1058;s;Predložka;naucny_historia
1059;Čechmi;Podstatné meno;naucny_historia
1060;.;Interpunkcia;naucny_historia
1061;Takže;Častica;naucny_historia
1062;nacionalisticko;Neurčiteľný slovný druh;naucny_historia
1063;-;Interpunkcia;naucny_historia
1064;sociálny;Prídavné meno;naucny_historia
1065;populizmus;Podstatné meno;naucny_historia
1066;Mečiarov;Prídavné meno;naucny_historia
1067;je;Sloveso;naucny_historia
1068;,;Interpunkcia;naucny_historia
1069;povedal;Sloveso;naucny_historia
1070;by;Kondicionálová morféma;naucny_historia
1071;som;Sloveso;naucny_historia
1072;,;Interpunkcia;naucny_historia
1073;prirodzeným;Prídavné meno;naucny_historia
1074;plodom;Podstatné meno;naucny_historia
1075;stáročného;Prídavné meno;naucny_historia
1076;vývinu;Podstatné meno;naucny_historia
1077;slovenskej;Prídavné meno;naucny_historia
1078;spoločnosti;Podstatné meno;naucny_historia
1079;.;Interpunkcia;naucny_historia
1080;Ľubomír;Podstatné meno;naucny_historia
1081;Ďurovič;Podstatné meno;naucny_historia
1082;Pre;Predložka;naucny_historia
1083;časopis;Podstatné meno;naucny_historia
1084;Záhorského;Prídavné meno;naucny_historia
1085;múzea;Podstatné meno;naucny_historia
1086;v;Predložka;naucny_historia
1087;Skalici;Podstatné meno;naucny_historia
1088;„;Interpunkcia;naucny_historia
1089;Záhorie;Podstatné meno;naucny_historia
1090;Výstava;Podstatné meno;naucny_historia
1091;vzorného;Prídavné meno;naucny_historia
1092;balenia;Podstatné meno;naucny_historia
1093;potravín;Podstatné meno;naucny_historia
1094;v;Predložka;naucny_historia
1095;Skalici;Podstatné meno;naucny_historia
1096;Nemôžem;Sloveso;naucny_historia
1097;pritom;Príslovka;naucny_historia
1098;nespomenúť;Sloveso;naucny_historia
1099;ešte;Častica;naucny_historia
1100;jednu;Číslovka;naucny_historia
1101;vec;Podstatné meno;naucny_historia
1102;.;Interpunkcia;naucny_historia
1103;Kto;Zámeno;naucny_historia
1104;by;Kondicionálová morféma;naucny_historia
1105;to;Zámeno;naucny_historia
1106;kupoval;Sloveso;naucny_historia
1107;?;Interpunkcia;naucny_historia
1108;!;Interpunkcia;naucny_historia
1109;A;Spojka;naucny_historia
1110;obchody;Podstatné meno;naucny_historia
1111;,;Interpunkcia;naucny_historia
1112;ktoré;Zámeno;naucny_historia
1113;chcú;Sloveso;naucny_historia
1114;predávať;Sloveso;naucny_historia
1115;zaručene;Príslovka;naucny_historia
1116;čerstvý;Prídavné meno;naucny_historia
1117;,;Interpunkcia;naucny_historia
1118;v;Predložka;naucny_historia
1119;noci;Podstatné meno;naucny_historia
1120;upečený;Príčastie - Sloveso;naucny_historia
1121;a;Spojka;naucny_historia
1122;nezabalený;Príčastie - Sloveso;naucny_historia
1123;chlieb;Podstatné meno;naucny_historia
1124;,;Interpunkcia;naucny_historia
1125;musia;Sloveso;naucny_historia
1126;ho;Zámeno;naucny_historia
1127;držať;Sloveso;naucny_historia
1128;v;Predložka;naucny_historia
1129;osobitných;Prídavné meno;naucny_historia
1130;zasklených;Príčastie - Sloveso;naucny_historia
1131;policiach;Podstatné meno;naucny_historia
1132;,;Interpunkcia;naucny_historia
1133;takže;Spojka;naucny_historia
1134;skôr;Príslovka;naucny_historia
1135;nebalenie;Podstatné meno;naucny_historia
1136;chlieb;Podstatné meno;naucny_historia
1137;zdražuje;Sloveso;naucny_historia
1138;.;Interpunkcia;naucny_historia
1139;Ľubomír;Podstatné meno;naucny_historia
1140;Ďurovič;Podstatné meno;naucny_historia
1141;Vlastný;Prídavné meno;naucny_historia
1142;gól;Podstatné meno;naucny_historia
1143;slovenskej;Prídavné meno;naucny_historia
1144;inteligencie;Podstatné meno;naucny_historia
1145;Pred;Predložka;naucny_historia
1146;voľbami;Podstatné meno;naucny_historia
1147;bolo;Sloveso;naucny_historia
1148;–;Interpunkcia;naucny_historia
1149;v;Predložka;naucny_historia
1150;neposlednom;Prídavné meno;naucny_historia
1151;rade;Podstatné meno;naucny_historia
1152;v;Predložka;naucny_historia
1153;Mostoch;Podstatné meno;naucny_historia
1154;–;Interpunkcia;naucny_historia
1155;mnoho;Číslovka;naucny_historia
1156;krásnych;Prídavné meno;naucny_historia
1157;vzletných;Prídavné meno;naucny_historia
1158;výkladov;Podstatné meno;naucny_historia
1159;,;Interpunkcia;naucny_historia
1160;prečo;Zámeno;naucny_historia
1161;treba;Príslovka;naucny_historia
1162;voliť;Sloveso;naucny_historia
1163;Martina;Podstatné meno;naucny_historia
