Slovo;Pád;Slovo2;Pád2
symbolom;inštrumentál;symbolom;inštrumentál
Uhorského;genitív;Uhorského;genitív
štátu;genitív;štátu;genitív
.;;.;
Boja;genitív;Boja;genitív
,;;,;
ktorého;genitív;ktorého;genitív
medze;akuzatív;medze;akuzatív
určovala;;určovala;
Zlatá;nominatív;Zlatá;nominatív
bulla;nominatív;bulla;nominatív
.;;.;
Náš;nominatív;Náš;nominatív
dnešný;nominatív;dnešný;nominatív
spisovný;nominatív;spisovný;nominatív
jazyk;nominatív;jazyk;nominatív
je;;je;
skutočným;inštrumentál;skutočným;inštrumentál
kompromisom;inštrumentál;kompromisom;inštrumentál
medzi;;medzi;
radikálnou;inštrumentál;radikálnou;inštrumentál
normou;inštrumentál;normou;inštrumentál
štúrovcov;genitív;štúrovcov;genitív
a;;a;
požiadavkami;inštrumentál;požiadavkami;inštrumentál
bernolákovcov;genitív;bernolákovcov;genitív
i;;i;
tradíciou;inštrumentál;tradíciou;inštrumentál
českou;inštrumentál;českou;inštrumentál
či;;či;
československou;inštrumentál;československou;inštrumentál
.;;.;
Starú;akuzatív;Starú;akuzatív
meravú;akuzatív;meravú;akuzatív
nekompromisnosť;akuzatív;nekompromisnosť;akuzatív
a;;a;
nekomunikatívnosť;akuzatív;nekomunikatívnosť;akuzatív
oživila;;oživila;
idea;nominatív;idea;nominatív
odtrhnutia;genitív;odtrhnutia;genitív
Slovenska;genitív;Slovenska;genitív
od;;od;
tisícročného;genitív;tisícročného;genitív
Uhorska;genitív;Uhorska;genitív
a;;a;
najmä;;najmä;
štátneho;genitív;štátneho;genitív
spojenia;genitív;spojenia;genitív
s;;s;
Čechmi;inštrumentál;Čechmi;inštrumentál
.;;.;
Takže;;Takže;
nacionalisticko;;nacionalisticko;
-;;-;
sociálny;nominatív;sociálny;nominatív
populizmus;nominatív;populizmus;nominatív
Mečiarov;nominatív;Mečiarov;nominatív
je;;je;
,;;,;
povedal;;povedal;
by;;by;
som;;som;
,;;,;
prirodzeným;inštrumentál;prirodzeným;inštrumentál
plodom;inštrumentál;plodom;inštrumentál
stáročného;genitív;stáročného;genitív
vývinu;genitív;vývinu;genitív
slovenskej;genitív;slovenskej;genitív
spoločnosti;genitív;spoločnosti;genitív
.;;.;
Ľubomír;nominatív;Ľubomír;nominatív
Ďurovič;nominatív;Ďurovič;nominatív
Pre;;Pre;
časopis;akuzatív;časopis;akuzatív
Záhorského;genitív;Záhorského;genitív
múzea;genitív;múzea;genitív
v;;v;
Skalici;lokál;Skalici;lokál
„;;„;
Záhorie;nominatív;Záhorie;nominatív
“;;;
Výstava;nominatív;Výstava;nominatív
vzorného;genitív;vzorného;genitív
balenia;genitív;balenia;genitív
potravín;genitív;potravín;genitív
v;;v;
Skalici;lokál;Skalici;lokál
Nemôžem;;Nemôžem;
pritom;;pritom;
nespomenúť;;nespomenúť;
ešte;;ešte;
jednu;akuzatív;jednu;akuzatív
vec;akuzatív;vec;akuzatív
.;;.;
Kto;nominatív;Kto;nominatív
by;;by;
to;akuzatív;to;akuzatív
kupoval;;kupoval;
?;;?;
!;;!;
A;;A;
obchody;nominatív;obchody;nominatív
,;;,;
ktoré;nominatív;ktoré;nominatív
chcú;;chcú;
predávať;;predávať;
zaručene;;zaručene;
čerstvý;nominatív;čerstvý;akuzatív
,;;,;
v;;v;
noci;lokál;noci;lokál
upečený;akuzatív;upečený;akuzatív
a;;a;
nezabalený;akuzatív;nezabalený;akuzatív
chlieb;akuzatív;chlieb;akuzatív
,;;,;
musia;;musia;
ho;akuzatív;ho;akuzatív
držať;;držať;
v;;v;
osobitných;lokál;osobitných;lokál
zasklených;lokál;zasklených;lokál
policiach;lokál;policiach;lokál
,;;,;
takže;;takže;
skôr;;skôr;
nebalenie;nominatív;nebalenie;nominatív
chlieb;nominatív;chlieb;akuzatív
zdražuje;;zdražuje;
.;;.;
Ľubomír;nominatív;Ľubomír;nominatív
Ďurovič;nominatív;Ďurovič;nominatív
Vlastný;akuzatív;Vlastný;nominatív
gól;akuzatív;gól;nominatív
slovenskej;genitív;slovenskej;genitív
inteligencie;genitív;inteligencie;genitív
Pred;;Pred;
voľbami;inštrumentál;voľbami;inštrumentál
bolo;;bolo;
–;;–;
v;;v;
neposlednom;lokál;neposlednom;lokál
rade;lokál;rade;lokál
v;;v;
Mostoch;lokál;Mostoch;lokál
–;;–;
mnoho;akuzatív;mnoho;akuzatív
krásnych;genitív;krásnych;genitív
vzletných;genitív;vzletných;genitív
výkladov;genitív;výkladov;genitív
,;;,;
prečo;;prečo;
treba;;treba;
voliť;;voliť;
Martina;akuzatív;Martina;akuzatív
Bútoru;akuzatív;Bútoru;akuzatív
.;;.;
Takže;;Takže;
teraz;;teraz;
veľmi;;veľmi;
čakám;;čakám;
,;;,;
či;;či;
niekto;nominatív;niekto;nominatív
z;;z;
mienkotvorných;genitív;mienkotvorných;genitív
hláv;genitív;hláv;genitív
Bútorovho;genitív;Bútorovho;genitív
elektorátu;genitív;elektorátu;genitív
urobí;;urobí;
sebakritickú;akuzatív;sebakritickú;akuzatív
analýzu;akuzatív;analýzu;akuzatív
tohto;genitív;tohto;genitív
svojho;genitív;svojho;genitív
fatálneho;genitív;fatálneho;genitív
politického;genitív;politického;genitív
omylu;genitív;omylu;genitív
.;;.;
Že;;Že;
Mečiar;nominatív;Mečiar;nominatív
,;;,;
suverénny;nominatív;suverénny;nominatív
víťaz;nominatív;víťaz;nominatív
prvého;genitív;prvého;genitív
kola;genitív;kola;genitív
,;;,;
v;;v;
druhom;lokál;druhom;lokál
kole;lokál;kole;lokál
bol;;bol;
spektakulárne;;spektakulárne;
odmietnutý;nominatív;odmietnutý;nominatív
,;;,;
je;;je;
spravodlivý;nominatív;spravodlivý;nominatív
trest;nominatív;trest;nominatív
za;;za;
roky;akuzatív;roky;akuzatív
jeho;genitív;jeho;genitív
vládnutia;genitív;vládnutia;genitív
.;;.;
Ľubomír;nominatív;Ľubomír;nominatív
Ďurovič;nominatív;Ďurovič;nominatív
profesor;nominatív;profesor;nominatív
emeritus;nominatív;emeritus;
slovanských;genitív;slovanských;genitív
jazykov;genitív;jazykov;genitív
Scenár;nominatív;Scenár;nominatív
:;;:;
Adam;nominatív;Adam;nominatív
Rifkin;nominatív;Rifkin;nominatív
,;;,;
Gavin;nominatív;Gavin;nominatív
Scott;nominatív;Scott;nominatív
Réžia;nominatív;Réžia;nominatív
:;;:;
Joe;nominatív;Joe;nominatív
Dante;nominatív;Dante;nominatív
Kamera;nominatív;Kamera;nominatív
:;;:;
Jamie;nominatív;Jamie;nominatív
Anderson;nominatív;Anderson;nominatív
Hudba;nominatív;Hudba;nominatív
:;;:;
Jerry;nominatív;Jerry;nominatív
Goldsmith;nominatív;Goldsmith;nominatív
DOLBY;;DOLBY;
STERO;;STERO;
Gil;nominatív;Gil;nominatív
Mars;nominatív;Mars;nominatív
,;;,;
najbohatší;nominatív;najbohatší;nominatív
muž;nominatív;muž;nominatív
sveta;genitív;sveta;genitív
,;;,;
je;;je;
majiteľom;inštrumentál;majiteľom;inštrumentál
počítačovej;genitív;počítačovej;genitív
spoločnosti;genitív;spoločnosti;genitív
MarsTech;;MarsTech;
,;;,;
ktorá;nominatív;ktorá;nominatív
vyrába;;vyrába;
aj;;aj;
hračky;akuzatív;hračky;akuzatív
pre;;pre;
deti;akuzatív;deti;akuzatív
tretieho;genitív;tretieho;genitív
tisícročia;genitív;tisícročia;genitív
.;;.;
Dnes;;Dnes;
je;;je;
autogramiáda;nominatív;autogramiáda;nominatív
Ivy;genitív;Ivy;genitív
Janžurovej;genitív;Janžurovej;genitív
a;;a;
Markéty;genitív;Markéty;genitív
Hrubešovej;genitív;Hrubešovej;genitív
a;;a;
potom;;potom;
je;;je;
tlačová;nominatív;tlačová;nominatív
konferencia;nominatív;konferencia;nominatív
Paulom;inštrumentál;Paulom;inštrumentál
Morrisseyom;inštrumentál;Morrisseyom;inštrumentál
.;;.;
Večer;;Večer;
bude;;bude;
Lauren;nominatív;Lauren;nominatív
Bacall;nominatív;Bacall;nominatív
uvádzať;;uvádzať;
film;akuzatív;film;akuzatív
Hlboký;nominatív;Hlboký;nominatív
spánok;nominatív;spánok;nominatív
.;;.;
Napokon;;Napokon;
zvíťazila;;zvíťazila;
láska;nominatív;láska;nominatív
.;;.;
Grazie;;Grazie;
all;;all;
';;';
Italia;;Italia;
.;;.;
Grazie;;Grazie;
all;;all;
';;';
America;;America;
,;;,;
';;';
';;';
kričal;;kričal;
z;;z;
pódia;genitív;pódia;genitív
nadšený;nominatív;nadšený;nominatív
Benigni;nominatív;Benigni;nominatív
.;;.;
Uvidíme;;Uvidíme;
,;;,;
ako;;ako;
do;nominatív;do;nominatív
celé;nominatív;celé;nominatív
dopadne;;dopadne;
.;;.;
Pôvodný;nominatív;Pôvodný;nominatív
scenár;nominatív;scenár;nominatív
:;;:;
Zamilovaný;nominatív;Zamilovaný;nominatív
Shakespeare;nominatív;Shakespeare;nominatív
Scenár;nominatív;Scenár;nominatív
-;;-;
adaptácia;nominatív;adaptácia;nominatív
:;;:;
Tenká;nominatív;Tenká;nominatív
červená;nominatív;červená;nominatív
čiara;nominatív;čiara;nominatív
Výprava;nominatív;Výprava;nominatív
:;;:;
Zamilovaný;nominatív;Zamilovaný;nominatív
Shakespeare;nominatív;Shakespeare;nominatív
Kostýmy;nominatív;Kostýmy;nominatív
:;;:;
Kráľovná;nominatív;Kráľovná;nominatív
Alžbeta;nominatív;Alžbeta;nominatív
Pôvodná;nominatív;Pôvodná;nominatív
hudba;nominatív;hudba;nominatív
k;;k;
muzikálu;datív;muzikálu;datív
,;;,;
alebo;;alebo;
komédii;datív;komédii;datív
:;;:;
Princ;nominatív;Princ;nominatív
egyptský;nominatív;egyptský;nominatív
Krátkometrážny;nominatív;Krátkometrážny;nominatív
hraný;nominatív;hraný;nominatív
film;nominatív;film;nominatív
:;;:;
LA;;LA;
CARTE;;CARTE;
POSTALE;;POSTALE;
(;;(;
The;;The;
Postcard;;Postcard;
);;);
Zvuk;nominatív;Zvuk;nominatív
:;;:;
Zachráňte;;Zachráňte;
vojaka;akuzatív;vojaka;akuzatív
Ryana;akuzatív;Ryana;akuzatív
Vizuálne;nominatív;Vizuálne;nominatív
efekty;nominatív;efekty;nominatív
:;;:;
Armageddon;nominatív;Armageddon;nominatív
Tento;nominatív;Tento;nominatív
ročník;nominatív;ročník;nominatív
priniesol;;priniesol;
hneď;;hneď;
niekoľko;akuzatív;niekoľko;akuzatív
prekvapení;genitív;prekvapení;genitív
.;;.;
Kompletný;nominatív;Kompletný;akuzatív
program;nominatív;program;akuzatív
3;;3;
.;;.;
Gay;;Gay;
Film;;Film;
Festivalu;genitív;Festivalu;genitív
Slovakia;;Slovakia;nominatív
nájdete;;nájdete;
na;;na;
Film;;Film;
Site;;Site;
v;;v;
rubrike;lokál;rubrike;lokál
Ceny;nominatív;Ceny;nominatív
a;;a;
festivaly;nominatív;festivaly;nominatív
.;;.;
Americká;nominatív;Americká;nominatív
premiéra;nominatív;premiéra;nominatív
bola;;bola;
plánovaná;nominatív;plánovaná;nominatív
na;;na;
júl;akuzatív;júl;akuzatív
a;;a;
v;;v;
slovenských;lokál;slovenských;lokál
kinách;lokál;kinách;lokál
by;;by;
sa;;sa;
mal;;mal;
objaviť;;objaviť;
21;;21;
.;;.;
10;;10;
.;;.;
1999;;1999;
pod;;pod;
názvom;inštrumentál;názvom;inštrumentál
Spaľujúca;nominatív;Spaľujúca;nominatív
túžba;nominatív;túžba;nominatív
.;;.;
MICHALKOV;nominatív;MICHALKOV;nominatív
FOR;;FOR;
PRESIDENT;;PRESIDENT;
"""";;"""";
Zoberiem;;Zoberiem;
tú;akuzatív;tú;akuzatív
funkciu;akuzatív;funkciu;akuzatív
,;;,;
ak;;ak;
to;akuzatív;to;akuzatív
ľudia;nominatív;ľudia;nominatív
naozaj;;naozaj;
budú;;budú;
chcieť;;chcieť;
,;;,;
"""";;"""";
povedal;;povedal;
režisér;nominatív;režisér;nominatív
.;;.;
MADONNA;nominatív;MADONNA;nominatív
REŽISÉRKOU;inštrumentál;REŽISÉRKOU;inštrumentál
Madonna;nominatív;Madonna;nominatív
po;;po;
úspechu;lokál;úspechu;lokál
albumu;genitív;albumu;genitív
Ray;;Ray;
of;;of;
Light;;Light;
odriekla;;odriekla;
herecké;akuzatív;herecké;akuzatív
ponuky;akuzatív;ponuky;akuzatív
.;;.;
Bude;;Bude;
to;nominatív;to;nominatív
filmové;nominatív;filmové;nominatív
spracovanie;nominatív;spracovanie;nominatív
románu;genitív;románu;genitív
Rene;genitív;Rene;genitív
Steinkeho;genitív;Steinkeho;genitív
,;;,;
ktorý;nominatív;ktorý;nominatív
vychádza;;vychádza;
v;;v;
USA;;USA;
v;;v;
týchto;lokál;týchto;lokál
dňoch;lokál;dňoch;lokál
.;;.;
MALKOVICH;nominatív;MALKOVICH;nominatív
AKO;;AKO;
F;;F;
.;;.;
W;;W;
.;;.;
MURNAU;nominatív;MURNAU;nominatív
Nakrúcanie;nominatív;Nakrúcanie;nominatív
by;;by;
sa;;sa;
malo;;malo;
začať;;začať;
v;;v;
apríli;lokál;apríli;lokál
v;;v;
Luxemburgu;lokál;Luxemburgu;lokál
.;;.;
POZOR;;POZOR;
!;;!;
ŠULAJ;nominatív;ŠULAJ;nominatív
PÍŠE;;PÍŠE;
ROZPRÁVKU;akuzatív;ROZPRÁVKU;akuzatív
Ako;;Ako;
vyzerá;;vyzerá;
herec;nominatív;herec;nominatív
snov;genitív;snov;genitív
?;;?;
Telo;nominatív;Telo;nominatív
by;;by;
malo;;malo;
mať;;mať;
šiju;akuzatív;šiju;akuzatív
Jenny;genitív;Jenny;genitív
Elfman;genitív;Elfman;genitív
,;;,;
ramená;akuzatív;ramená;akuzatív
Courtney;genitív;Courtney;genitív
Love;genitív;Love;genitív
,;;,;
zadok;akuzatív;zadok;akuzatív
Jennifer;genitív;Jennifer;genitív
Lopez;genitív;Lopez;genitív
,;;,;
pupok;akuzatív;pupok;akuzatív
Sandry;genitív;Sandry;genitív
Bullock;genitív;Bullock;genitív
a;;a;
nohy;akuzatív;nohy;akuzatív
Miry;genitív;Miry;genitív
Sorvino;genitív;Sorvino;genitív
.;;.;
HVIEZDY;nominatív;HVIEZDY;nominatív
V;;V;
HOLANDSKU;lokál;HOLANDSKU;lokál
Režíruje;;Režíruje;
ho;akuzatív;ho;akuzatív
holandský;nominatív;holandský;nominatív
režisér;nominatív;režisér;nominatív
Dick;nominatív;Dick;nominatív
Maas;nominatív;Maas;nominatív
.;;.;
Premiéra;nominatív;Premiéra;nominatív
by;;by;
mala;;mala;
byť;;byť;
už;;už;
koncom;;koncom;
roku;genitív;roku;genitív
.;;.;
Detektíva;akuzatív;Detektíva;akuzatív
Steva;akuzatív;Steva;akuzatív
McGarretta;akuzatív;McGarretta;akuzatív
hral;;hral;
Jack;nominatív;Jack;nominatív
Lord;nominatív;Lord;nominatív
.;;.;
CENY;nominatív;CENY;nominatív
ČASOPISU;genitív;ČASOPISU;genitív
MOVIELINE;;MOVIELINE;
BERLINALE;nominatív;BERLINALE;nominatív
-;;-;
KTO;nominatív;KTO;nominatív
PRÍDE;;PRÍDE;
?;;?;
Film;nominatív;Film;nominatív
bol;;bol;
nakrútený;nominatív;nakrútený;nominatív
podľa;;podľa;
skutočnej;genitív;skutočnej;genitív
udalosti;genitív;udalosti;genitív
.;;.;
OSCAR;nominatív;OSCAR;nominatív
ZA;;ZA;
VIZUÁLNE;akuzatív;VIZUÁLNE;akuzatív
EFEKTY;akuzatív;EFEKTY;akuzatív
GIBSON;nominatív;GIBSON;nominatív
-;;-;
OD;;OD;
WB;;WB;
K;;K;
PARAMOUNTU;datív;PARAMOUNTU;datív
Gibsom;nominatív;Gibsom;nominatív
by;;by;
si;;si;
mal;;mal;
v;;v;
jednom;lokál;jednom;lokál
z;;z;
nich;genitív;nich;genitív
zahrať;;zahrať;
hlavnú;akuzatív;hlavnú;akuzatív
úlohu;akuzatív;úlohu;akuzatív
.;;.;
TRAVOLTA;nominatív;TRAVOLTA;nominatív
OPäŤ;;OPäŤ;
SPIEVA;;SPIEVA;
Úspešný;nominatív;Úspešný;nominatív
film;nominatív;film;nominatív
.;;.;
Tentoraz;;Tentoraz;
na;;na;
televízne;akuzatív;televízne;akuzatív
obrazovky;akuzatív;obrazovky;akuzatív
v;;v;
podobe;lokál;podobe;lokál
13;;13;
-;;-;
dielneho;;dielneho;
seriálu;genitív;seriálu;genitív
.;;.;
JACKIE;nominatív;JACKIE;nominatív
CHAN;nominatív;CHAN;nominatív
AN;;AN;
DIVOKOM;lokál;DIVOKOM;lokál
ZÁPADE;lokál;ZÁPADE;lokál
Bude;;Bude;
mať;;mať;
názov;nominatív;názov;akuzatív
Shanghai;;Shanghai;
Noon;;Noon;
a;;a;
režisérom;inštrumentál;režisérom;inštrumentál
bude;;bude;
debutujúci;nominatív;debutujúci;nominatív
Tom;nominatív;Tom;nominatív
Dey;nominatív;Dey;nominatív
.;;.;
Chan;nominatív;Chan;nominatív
si;;si;
zahrá;;zahrá;
Číňana;akuzatív;Číňana;akuzatív
,;;,;
ktorý;nominatív;ktorý;nominatív
pricestuje;;pricestuje;
na;;na;
Divoký;akuzatív;Divoký;akuzatív
západ;akuzatív;západ;akuzatív
,;;,;
aby;;aby;
zachránil;;zachránil;
unesenú;akuzatív;unesenú;akuzatív
dcéru;akuzatív;dcéru;akuzatív
čínskeho;genitív;čínskeho;genitív
konzula;genitív;konzula;genitív
.;;.;
JODIE;nominatív;JODIE;nominatív
FOSTER;nominatív;FOSTER;nominatív
V;;V;
CIRKUSE;lokál;CIRKUSE;lokál
Jodie;nominatív;Jodie;nominatív
Foster;nominatív;Foster;nominatív
sa;;sa;
vracia;;vracia;
k;;k;
filmu;datív;filmu;datív
.;;.;
Tentoraz;;Tentoraz;
ako;;ako;
režisérka;nominatív;režisérka;nominatív
a;;a;
producentka;nominatív;producentka;nominatív
.;;.;
Flora;;Flora;
Plum;;Plum;
je;;je;
ľúbostný;nominatív;ľúbostný;nominatív
príbeh;nominatív;príbeh;nominatív
,;;,;
odohrávajúci;nominatív;odohrávajúci;nominatív
sa;;sa;
počas;;počas;
tridsiatych;genitív;tridsiatych;genitív
rokov;genitív;rokov;genitív
v;;v;
prostredí;lokál;prostredí;lokál
cirkusu;genitív;cirkusu;genitív
.;;.;
Vlani;;Vlani;
získal;;získal;
toto;akuzatív;toto;akuzatív
ocenenie;akuzatív;ocenenie;akuzatív
režisér;nominatív;režisér;nominatív
Stanley;nominatív;Stanley;nominatív
Donen;nominatív;Donen;nominatív
.;;.;
ALAN;nominatív;ALAN;nominatív
SMITHEE;nominatív;SMITHEE;nominatív
V;;V;
TELEVÍZII;lokál;TELEVÍZII;lokál
Alan;nominatív;Alan;nominatív
Smithee;nominatív;Smithee;nominatív
je;;je;
meno;nominatív;meno;nominatív
,;;,;
ktoré;nominatív;ktoré;nominatív
sa;;sa;
používa;;používa;
v;;v;
titulkoch;lokál;titulkoch;lokál
,;;,;
keď;;keď;
ražisér;nominatív;ražisér;nominatív
z;;z;
rôznych;genitív;rôznych;genitív
príčin;genitív;príčin;genitív
nesúhlasí;;nesúhlasí;
s;;s;
uvedením;inštrumentál;uvedením;inštrumentál
vlastného;genitív;vlastného;genitív
mena;genitív;mena;genitív
.;;.;
Použitie;nominatív;Použitie;nominatív
tohto;genitív;tohto;genitív
mena;genitív;mena;genitív
pri;;pri;
televíznom;lokál;televíznom;lokál
uvedení;lokál;uvedení;lokál
hraného;genitív;hraného;genitív
filmu;genitív;filmu;genitív
známeho;genitív;známeho;genitív
z;;z;
kín;genitív;kín;genitív
je;;je;
nezvyčajné;nominatív;nezvyčajné;nominatív
.;;.;
HVIEZDY;nominatív;HVIEZDY;nominatív
STOROČIA;genitív;STOROČIA;genitív
Kritérium;nominatív;Kritérium;nominatív
je;;je;
dosť;;dosť;
kontroverzné;nominatív;kontroverzné;nominatív
.;;.;
Sú;;Sú;
v;;v;
ňom;lokál;ňom;lokál
i;;i;
Greta;nominatív;Greta;nominatív
Garbo;nominatív;Garbo;nominatív
,;;,;
Betty;nominatív;Betty;nominatív
Grable;nominatív;Grable;nominatív
,;;,;
Lucille;nominatív;Lucille;nominatív
Ball;nominatív;Ball;nominatív
,;;,;
Hedy;nominatív;Hedy;nominatív
Lamar;nominatív;Lamar;nominatív
,;;,;
Mary;nominatív;Mary;nominatív
Pickford;nominatív;Pickford;nominatív
,;;,;
Ruth;nominatív;Ruth;nominatív
Gordon;nominatív;Gordon;nominatív
a;;a;
Dinah;nominatív;Dinah;nominatív
Shore;nominatív;Shore;nominatív
.;;.;
Medzi;;Medzi;
hereckými;inštrumentál;hereckými;inštrumentál
kandidátmi;inštrumentál;kandidátmi;inštrumentál
sú;;sú;
Humphrey;nominatív;Humphrey;nominatív
Bogart;nominatív;Bogart;nominatív
,;;,;
Sidney;nominatív;Sidney;nominatív
Poitier;nominatív;Poitier;nominatív
,;;,;
Kirk;nominatív;Kirk;nominatív
Douglas;nominatív;Douglas;nominatív
,;;,;
Harold;nominatív;Harold;nominatív
Lloyd;nominatív;Lloyd;nominatív
,;;,;
Sir;nominatív;Sir;nominatív
Laurence;nominatív;Laurence;nominatív
Olivier;nominatív;Olivier;nominatív
a;;a;
John;nominatív;John;nominatív
Belushi;nominatív;Belushi;nominatív
.;;.;
Stane;;Stane;
sa;;sa;
tak;;tak;
počas;;počas;
slávnostného;genitív;slávnostného;genitív
ceremoniálu;genitív;ceremoniálu;genitív
9;;9;
.;;.;
2;;2;
.;;.;
1999;;1999;
,;;,;
teda;;teda;
dva;akuzatív;dva;akuzatív
dni;akuzatív;dni;akuzatív
pred;;pred;
začiatkom;inštrumentál;začiatkom;inštrumentál
MFF;;MFF;
v;;v;
Berlíne;lokál;Berlíne;lokál
.;;.;
SPIELBERG;nominatív;SPIELBERG;nominatív
PREPUSTIL;;PREPUSTIL;
KAMERAMANA;akuzatív;KAMERAMANA;akuzatív
TRAKTOR;nominatív;TRAKTOR;nominatív
NAKRÚCA;;NAKRÚCA;
Jeho;nominatív;Jeho;nominatív
dej;nominatív;dej;nominatív
sa;;sa;
odohráva;;odohráva;
vo;;vo;
fiktívnom;lokál;fiktívnom;lokál
mužstve;lokál;mužstve;lokál
Miami;;Miami;nominatív
Sharks;;Sharks;
.;;.;
Dobrosrdečná;nominatív;Dobrosrdečná;nominatív
dievčina;nominatív;dievčina;nominatív
sa;;sa;
mu;datív;mu;datív
však;;však;
neustála;;neustála;
snaží;;snaží;
dohodiť;;dohodiť;
nejakého;akuzatív;nejakého;akuzatív
priateľa;akuzatív;priateľa;akuzatív
.;;.;
Chcel;;Chcel;
by;;by;
sa;;sa;
stať;;stať;
prezidentom;inštrumentál;prezidentom;inštrumentál
USA;;USA;
.;;.;
ZOMREL;;ZOMREL;
JOHN;nominatív;JOHN;nominatív
ADDISON;nominatív;ADDISON;nominatív
TARANTINO;nominatív;TARANTINO;nominatív
V;;V;
DIVADLE;lokál;DIVADLE;lokál
Jeho;akuzatív;Jeho;akuzatív
slepú;akuzatív;slepú;akuzatív
obeť;akuzatív;obeť;akuzatív
hrá;;hrá;
Marisa;nominatív;Marisa;nominatív
Tomei;nominatív;Tomei;nominatív
.;;.;
NAHÁČI;nominatív;NAHÁČI;nominatív
POTOPILI;;POTOPILI;
TITANIC;akuzatív;TITANIC;akuzatív
V;;V;
nedeľu;akuzatív;nedeľu;akuzatív
boli;;boli;
udeľované;nominatív;udeľované;nominatív
ceny;nominatív;ceny;nominatív
Screen;;Screen;
Actors;;Actors;
Guild;;Guild;
Skvelá;nominatív;Skvelá;nominatív
novinka;nominatív;novinka;nominatív
pre;;pre;
fanúšikov;akuzatív;fanúšikov;akuzatív
hororej;genitív;hororej;genitív
klasiky;genitív;klasiky;genitív
z;;z;
roku;genitív;roku;genitív
1973;;1973;
.;;.;
David;nominatív;David;nominatív
Duchovny;nominatív;Duchovny;nominatív
a;;a;
Gillian;nominatív;Gillian;nominatív
Anderson;nominatív;Anderson;nominatív
totiž;;totiž;
podpísali;;podpísali;
zmluvy;nominatív;zmluvy;akuzatív
na;;na;
6;;6;
.;;.;
a;;a;
7;;7;
.;;.;
sériu;akuzatív;sériu;akuzatív
úspešného;genitív;úspešného;genitív
televízneho;genitív;televízneho;genitív
seriálu;genitív;seriálu;genitív
.;;.;
