Slovo;Číslo;Slovo2;Číslo2
nesvätá;jednotné;nesvätá;jednotné
aliancia;jednotné;aliancia;jednotné
náboženských;množné;náboženských;množné
fundamentalistov;množné;fundamentalistov;množné
,;;,;
megalománov;množné;megalománov;množné
a;;a;
kšeftárov;množné;kšeftárov;množné
,;;,;
je;jednotné;je;jednotné
cynickým;jednotné;cynickým;jednotné
výsmechom;jednotné;výsmechom;jednotné
všetkých;množné;všetkých;množné
hodnôt;množné;hodnôt;množné
,;;,;
ktoré;množné;ktoré;množné
naša;jednotné;naša;jednotné
západná;jednotné;západná;jednotné
civilizácia;jednotné;civilizácia;jednotné
pokladá;jednotné;pokladá;jednotné
za;;za;
nedotknuteľné;množné;nedotknuteľné;množné
.;;.;
Po;;Po;
ukončení;jednotné;ukončení;jednotné
tejto;jednotné;tejto;jednotné
vojny;jednotné;vojny;jednotné
nádejou;jednotné;nádejou;jednotné
sveta;jednotné;sveta;jednotné
je;jednotné;je;jednotné
zmena;jednotné;zmena;jednotné
.;;.;
Koruna;jednotné;Koruna;jednotné
Sv;;Sv;
.;;.;
Štefana;jednotné;Štefana;jednotné
a;;a;
ostrihomský;jednotné;ostrihomský;jednotné
Primas;;Primas;
Hungariae;;Hungariae;
sa;;sa;
stali;množné;stali;množné
symbolom;jednotné;symbolom;jednotné
Uhorského;jednotné;Uhorského;jednotné
štátu;jednotné;štátu;jednotné
.;;.;
Boja;jednotné;Boja;jednotné
,;;,;
ktorého;jednotné;ktorého;jednotné
medze;množné;medze;množné
určovala;jednotné;určovala;jednotné
Zlatá;jednotné;Zlatá;jednotné
bulla;jednotné;bulla;jednotné
.;;.;
Náš;jednotné;Náš;jednotné
dnešný;jednotné;dnešný;jednotné
spisovný;jednotné;spisovný;jednotné
jazyk;jednotné;jazyk;jednotné
je;jednotné;je;jednotné
skutočným;jednotné;skutočným;jednotné
kompromisom;jednotné;kompromisom;jednotné
medzi;;medzi;
radikálnou;jednotné;radikálnou;jednotné
normou;jednotné;normou;jednotné
štúrovcov;množné;štúrovcov;množné
a;;a;
požiadavkami;množné;požiadavkami;množné
bernolákovcov;množné;bernolákovcov;množné
i;;i;
tradíciou;jednotné;tradíciou;jednotné
českou;jednotné;českou;jednotné
či;;či;
československou;jednotné;československou;jednotné
.;;.;
Starú;jednotné;Starú;jednotné
meravú;jednotné;meravú;jednotné
nekompromisnosť;jednotné;nekompromisnosť;jednotné
a;;a;
nekomunikatívnosť;jednotné;nekomunikatívnosť;jednotné
oživila;jednotné;oživila;jednotné
idea;jednotné;idea;jednotné
odtrhnutia;jednotné;odtrhnutia;jednotné
Slovenska;jednotné;Slovenska;jednotné
od;;od;
tisícročného;jednotné;tisícročného;jednotné
Uhorska;jednotné;Uhorska;jednotné
a;;a;
najmä;;najmä;
štátneho;jednotné;štátneho;jednotné
spojenia;jednotné;spojenia;jednotné
s;;s;
Čechmi;množné;Čechmi;množné
.;;.;
Takže;;Takže;
nacionalisticko;;nacionalisticko;
-;;-;
sociálny;jednotné;sociálny;jednotné
populizmus;jednotné;populizmus;jednotné
Mečiarov;jednotné;Mečiarov;jednotné
je;jednotné;je;jednotné
,;;,;
povedal;jednotné;povedal;jednotné
by;;by;
som;jednotné;som;jednotné
,;;,;
prirodzeným;jednotné;prirodzeným;jednotné
plodom;jednotné;plodom;jednotné
stáročného;jednotné;stáročného;jednotné
vývinu;jednotné;vývinu;jednotné
slovenskej;jednotné;slovenskej;jednotné
spoločnosti;jednotné;spoločnosti;jednotné
.;;.;
Ľubomír;jednotné;Ľubomír;jednotné
Ďurovič;jednotné;Ďurovič;jednotné
Pre;;Pre;
časopis;jednotné;časopis;jednotné
Záhorského;jednotné;Záhorského;jednotné
múzea;jednotné;múzea;jednotné
v;;v;
Skalici;jednotné;Skalici;jednotné
„;;„;
Záhorie;jednotné;Záhorie;jednotné
“;;;
Výstava;jednotné;Výstava;jednotné
vzorného;jednotné;vzorného;jednotné
balenia;jednotné;balenia;jednotné
potravín;množné;potravín;množné
v;;v;
Skalici;jednotné;Skalici;jednotné
Nemôžem;jednotné;Nemôžem;jednotné
pritom;;pritom;
nespomenúť;;nespomenúť;
ešte;;ešte;
jednu;jednotné;jednu;jednotné
vec;jednotné;vec;jednotné
.;;.;
Kto;jednotné;Kto;jednotné
by;;by;
to;jednotné;to;jednotné
kupoval;jednotné;kupoval;jednotné
?;;?;
!;;!;
A;;A;
obchody;množné;obchody;množné
,;;,;
ktoré;množné;ktoré;množné
chcú;množné;chcú;množné
predávať;;predávať;
zaručene;;zaručene;
čerstvý;jednotné;čerstvý;jednotné
,;;,;
v;;v;
noci;jednotné;noci;jednotné
upečený;jednotné;upečený;jednotné
a;;a;
nezabalený;jednotné;nezabalený;jednotné
chlieb;jednotné;chlieb;jednotné
,;;,;
musia;množné;musia;množné
ho;jednotné;ho;jednotné
držať;;držať;
v;;v;
osobitných;množné;osobitných;množné
zasklených;množné;zasklených;množné
policiach;množné;policiach;množné
,;;,;
takže;;takže;
skôr;;skôr;
nebalenie;jednotné;nebalenie;jednotné
chlieb;jednotné;chlieb;jednotné
zdražuje;jednotné;zdražuje;jednotné
.;;.;
Ľubomír;jednotné;Ľubomír;jednotné
Ďurovič;jednotné;Ďurovič;jednotné
Vlastný;jednotné;Vlastný;jednotné
gól;jednotné;gól;jednotné
slovenskej;jednotné;slovenskej;jednotné
inteligencie;jednotné;inteligencie;jednotné
Pred;;Pred;
voľbami;množné;voľbami;množné
bolo;jednotné;bolo;jednotné
–;;–;
v;;v;
neposlednom;jednotné;neposlednom;jednotné
rade;jednotné;rade;jednotné
v;;v;
Mostoch;množné;Mostoch;množné
–;;–;
mnoho;jednotné;mnoho;jednotné
krásnych;množné;krásnych;množné
vzletných;množné;vzletných;množné
výkladov;množné;výkladov;množné
,;;,;
prečo;;prečo;
treba;;treba;
voliť;;voliť;
Martina;jednotné;Martina;jednotné
Bútoru;jednotné;Bútoru;jednotné
.;;.;
Takže;;Takže;
teraz;;teraz;
veľmi;;veľmi;
čakám;jednotné;čakám;jednotné
,;;,;
či;;či;
niekto;jednotné;niekto;jednotné
z;;z;
mienkotvorných;množné;mienkotvorných;množné
hláv;množné;hláv;množné
Bútorovho;jednotné;Bútorovho;jednotné
elektorátu;jednotné;elektorátu;jednotné
urobí;jednotné;urobí;jednotné
sebakritickú;jednotné;sebakritickú;jednotné
analýzu;jednotné;analýzu;jednotné
tohto;jednotné;tohto;jednotné
svojho;jednotné;svojho;jednotné
fatálneho;jednotné;fatálneho;jednotné
politického;jednotné;politického;jednotné
omylu;jednotné;omylu;jednotné
.;;.;
Že;;Že;
Mečiar;jednotné;Mečiar;jednotné
,;;,;
suverénny;jednotné;suverénny;jednotné
víťaz;jednotné;víťaz;jednotné
prvého;jednotné;prvého;jednotné
kola;jednotné;kola;jednotné
,;;,;
v;;v;
druhom;jednotné;druhom;jednotné
kole;jednotné;kole;jednotné
bol;jednotné;bol;jednotné
spektakulárne;;spektakulárne;
odmietnutý;jednotné;odmietnutý;jednotné
,;;,;
je;jednotné;je;jednotné
spravodlivý;jednotné;spravodlivý;jednotné
trest;jednotné;trest;jednotné
za;;za;
roky;množné;roky;množné
jeho;jednotné;jeho;jednotné
vládnutia;jednotné;vládnutia;jednotné
.;;.;
Ľubomír;jednotné;Ľubomír;jednotné
Ďurovič;jednotné;Ďurovič;jednotné
profesor;jednotné;profesor;jednotné
emeritus;;emeritus;
slovanských;množné;slovanských;množné
jazykov;množné;jazykov;množné
Scenár;jednotné;Scenár;jednotné
:;;:;
Adam;jednotné;Adam;jednotné
Rifkin;jednotné;Rifkin;jednotné
,;;,;
Gavin;jednotné;Gavin;jednotné
Scott;jednotné;Scott;jednotné
Réžia;jednotné;Réžia;jednotné
:;;:;
Joe;jednotné;Joe;jednotné
Dante;jednotné;Dante;jednotné
Kamera;jednotné;Kamera;jednotné
:;;:;
Jamie;jednotné;Jamie;jednotné
Anderson;jednotné;Anderson;jednotné
Hudba;jednotné;Hudba;jednotné
:;;:;
Jerry;jednotné;Jerry;jednotné
Goldsmith;jednotné;Goldsmith;jednotné
DOLBY;;DOLBY;
STERO;;STERO;
Gil;jednotné;Gil;jednotné
Mars;jednotné;Mars;jednotné
,;;,;
najbohatší;jednotné;najbohatší;jednotné
muž;jednotné;muž;jednotné
sveta;jednotné;sveta;jednotné
,;;,;
je;jednotné;je;jednotné
majiteľom;jednotné;majiteľom;jednotné
počítačovej;jednotné;počítačovej;jednotné
spoločnosti;jednotné;spoločnosti;jednotné
MarsTech;;MarsTech;
,;;,;
ktorá;jednotné;ktorá;jednotné
vyrába;jednotné;vyrába;jednotné
aj;;aj;
hračky;množné;hračky;množné
pre;;pre;
deti;množné;deti;množné
tretieho;jednotné;tretieho;jednotné
tisícročia;jednotné;tisícročia;jednotné
.;;.;
Dnes;;Dnes;
je;jednotné;je;jednotné
autogramiáda;jednotné;autogramiáda;jednotné
Ivy;jednotné;Ivy;jednotné
Janžurovej;jednotné;Janžurovej;jednotné
a;;a;
Markéty;jednotné;Markéty;jednotné
Hrubešovej;jednotné;Hrubešovej;jednotné
a;;a;
potom;;potom;
je;jednotné;je;jednotné
tlačová;jednotné;tlačová;jednotné
konferencia;jednotné;konferencia;jednotné
Paulom;jednotné;Paulom;jednotné
Morrisseyom;jednotné;Morrisseyom;jednotné
.;;.;
Večer;;Večer;
bude;jednotné;bude;jednotné
Lauren;jednotné;Lauren;jednotné
Bacall;jednotné;Bacall;jednotné
uvádzať;;uvádzať;
film;jednotné;film;jednotné
Hlboký;jednotné;Hlboký;jednotné
spánok;jednotné;spánok;jednotné
.;;.;
Napokon;;Napokon;
zvíťazila;jednotné;zvíťazila;jednotné
láska;jednotné;láska;jednotné
.;;.;
Grazie;;Grazie;
all;;all;
';;';
Italia;;Italia;
.;;.;
Grazie;;Grazie;
all;;all;
';;';
America;;America;
,;;,;
';;';
';;';
kričal;jednotné;kričal;jednotné
z;;z;
pódia;jednotné;pódia;jednotné
nadšený;jednotné;nadšený;jednotné
Benigni;jednotné;Benigni;jednotné
.;;.;
Uvidíme;množné;Uvidíme;množné
,;;,;
ako;;ako;
do;jednotné;do;jednotné
celé;jednotné;celé;jednotné
dopadne;jednotné;dopadne;jednotné
.;;.;
Pôvodný;jednotné;Pôvodný;jednotné
scenár;jednotné;scenár;jednotné
:;;:;
Zamilovaný;jednotné;Zamilovaný;jednotné
Shakespeare;jednotné;Shakespeare;jednotné
Scenár;jednotné;Scenár;jednotné
-;;-;
adaptácia;jednotné;adaptácia;jednotné
:;;:;
Tenká;jednotné;Tenká;jednotné
červená;jednotné;červená;jednotné
čiara;jednotné;čiara;jednotné
Výprava;jednotné;Výprava;jednotné
:;;:;
Zamilovaný;jednotné;Zamilovaný;jednotné
Shakespeare;jednotné;Shakespeare;jednotné
Kostýmy;množné;Kostýmy;množné
:;;:;
Kráľovná;jednotné;Kráľovná;jednotné
Alžbeta;jednotné;Alžbeta;jednotné
Pôvodná;jednotné;Pôvodná;jednotné
hudba;jednotné;hudba;jednotné
k;;k;
muzikálu;jednotné;muzikálu;jednotné
,;;,;
alebo;;alebo;
komédii;jednotné;komédii;jednotné
:;;:;
Princ;jednotné;Princ;jednotné
egyptský;jednotné;egyptský;jednotné
Krátkometrážny;jednotné;Krátkometrážny;jednotné
hraný;jednotné;hraný;jednotné
film;jednotné;film;jednotné
:;;:;
LA;;LA;
CARTE;;CARTE;
POSTALE;;POSTALE;
(;;(;
The;;The;
Postcard;;Postcard;
);;);
Zvuk;jednotné;Zvuk;jednotné
:;;:;
Zachráňte;množné;Zachráňte;množné
vojaka;jednotné;vojaka;jednotné
Ryana;jednotné;Ryana;jednotné
Vizuálne;množné;Vizuálne;množné
efekty;množné;efekty;množné
:;;:;
Armageddon;jednotné;Armageddon;jednotné
Tento;jednotné;Tento;jednotné
ročník;jednotné;ročník;jednotné
priniesol;jednotné;priniesol;jednotné
hneď;;hneď;
niekoľko;jednotné;niekoľko;jednotné
prekvapení;množné;prekvapení;množné
.;;.;
Kompletný;jednotné;Kompletný;jednotné
program;jednotné;program;jednotné
3;;3;
.;;.;
Gay;;Gay;
Film;;Film;
Festivalu;jednotné;Festivalu;jednotné
Slovakia;jednotné;Slovakia;jednotné
nájdete;množné;nájdete;množné
na;;na;
Film;;Film;
Site;;Site;
v;;v;
rubrike;jednotné;rubrike;jednotné
Ceny;množné;Ceny;množné
a;;a;
festivaly;množné;festivaly;množné
.;;.;
Americká;jednotné;Americká;jednotné
premiéra;jednotné;premiéra;jednotné
bola;jednotné;bola;jednotné
plánovaná;jednotné;plánovaná;jednotné
na;;na;
júl;jednotné;júl;jednotné
a;;a;
v;;v;
slovenských;množné;slovenských;množné
kinách;množné;kinách;množné
by;;by;
sa;;sa;
mal;jednotné;mal;jednotné
objaviť;;objaviť;
21;;21;
.;;.;
10;;10;
.;;.;
1999;;1999;
pod;;pod;
názvom;jednotné;názvom;jednotné
Spaľujúca;jednotné;Spaľujúca;jednotné
túžba;jednotné;túžba;jednotné
.;;.;
MICHALKOV;jednotné;MICHALKOV;jednotné
FOR;;FOR;
PRESIDENT;;PRESIDENT;
"""";;"""";
Zoberiem;jednotné;Zoberiem;jednotné
tú;jednotné;tú;jednotné
funkciu;jednotné;funkciu;jednotné
,;;,;
ak;;ak;
to;jednotné;to;jednotné
ľudia;množné;ľudia;množné
naozaj;;naozaj;
budú;množné;budú;množné
chcieť;;chcieť;
,;;,;
"""";;"""";
povedal;jednotné;povedal;jednotné
režisér;jednotné;režisér;jednotné
.;;.;
MADONNA;jednotné;MADONNA;jednotné
REŽISÉRKOU;jednotné;REŽISÉRKOU;jednotné
Madonna;jednotné;Madonna;jednotné
po;;po;
úspechu;jednotné;úspechu;jednotné
albumu;jednotné;albumu;jednotné
Ray;;Ray;
of;;of;
Light;;Light;
odriekla;jednotné;odriekla;jednotné
herecké;množné;herecké;množné
ponuky;množné;ponuky;množné
.;;.;
Bude;jednotné;Bude;jednotné
to;jednotné;to;jednotné
filmové;jednotné;filmové;jednotné
spracovanie;jednotné;spracovanie;jednotné
románu;jednotné;románu;jednotné
Rene;jednotné;Rene;jednotné
Steinkeho;jednotné;Steinkeho;jednotné
,;;,;
ktorý;jednotné;ktorý;jednotné
vychádza;jednotné;vychádza;jednotné
v;;v;
USA;;USA;
v;;v;
týchto;množné;týchto;množné
dňoch;množné;dňoch;množné
.;;.;
MALKOVICH;jednotné;MALKOVICH;jednotné
AKO;;AKO;
F;;F;
.;;.;
W;;W;
.;;.;
MURNAU;jednotné;MURNAU;jednotné
Nakrúcanie;jednotné;Nakrúcanie;jednotné
by;;by;
sa;;sa;
malo;jednotné;malo;jednotné
začať;;začať;
v;;v;
apríli;jednotné;apríli;jednotné
v;;v;
Luxemburgu;jednotné;Luxemburgu;jednotné
.;;.;
POZOR;;POZOR;
!;;!;
ŠULAJ;jednotné;ŠULAJ;jednotné
PÍŠE;jednotné;PÍŠE;jednotné
ROZPRÁVKU;jednotné;ROZPRÁVKU;jednotné
Ako;;Ako;
vyzerá;jednotné;vyzerá;jednotné
herec;jednotné;herec;jednotné
snov;množné;snov;množné
?;;?;
Telo;jednotné;Telo;jednotné
by;;by;
malo;jednotné;malo;jednotné
mať;;mať;
šiju;jednotné;šiju;jednotné
Jenny;jednotné;Jenny;jednotné
Elfman;jednotné;Elfman;jednotné
,;;,;
ramená;jednotné;ramená;množné
Courtney;jednotné;Courtney;jednotné
Love;jednotné;Love;jednotné
,;;,;
zadok;jednotné;zadok;jednotné
Jennifer;jednotné;Jennifer;jednotné
Lopez;jednotné;Lopez;jednotné
,;;,;
pupok;jednotné;pupok;jednotné
Sandry;jednotné;Sandry;jednotné
Bullock;jednotné;Bullock;jednotné
a;;a;
nohy;množné;nohy;množné
Miry;jednotné;Miry;jednotné
Sorvino;jednotné;Sorvino;jednotné
.;;.;
HVIEZDY;množné;HVIEZDY;množné
V;;V;
HOLANDSKU;jednotné;HOLANDSKU;jednotné
Režíruje;jednotné;Režíruje;jednotné
ho;jednotné;ho;jednotné
holandský;jednotné;holandský;jednotné
režisér;jednotné;režisér;jednotné
Dick;jednotné;Dick;jednotné
Maas;jednotné;Maas;jednotné
.;;.;
Premiéra;jednotné;Premiéra;jednotné
by;;by;
mala;jednotné;mala;jednotné
byť;;byť;
už;;už;
koncom;;koncom;
roku;jednotné;roku;jednotné
.;;.;
Detektíva;jednotné;Detektíva;jednotné
Steva;jednotné;Steva;jednotné
McGarretta;jednotné;McGarretta;jednotné
hral;jednotné;hral;jednotné
Jack;jednotné;Jack;jednotné
Lord;jednotné;Lord;jednotné
.;;.;
CENY;množné;CENY;množné
ČASOPISU;jednotné;ČASOPISU;jednotné
MOVIELINE;;MOVIELINE;
BERLINALE;;BERLINALE;jednotné
-;;-;
KTO;jednotné;KTO;jednotné
PRÍDE;jednotné;PRÍDE;jednotné
?;;?;
Film;jednotné;Film;jednotné
bol;jednotné;bol;jednotné
nakrútený;jednotné;nakrútený;jednotné
podľa;;podľa;
skutočnej;jednotné;skutočnej;jednotné
udalosti;jednotné;udalosti;jednotné
.;;.;
OSCAR;jednotné;OSCAR;jednotné
ZA;;ZA;
VIZUÁLNE;množné;VIZUÁLNE;množné
EFEKTY;množné;EFEKTY;množné
GIBSON;jednotné;GIBSON;jednotné
-;;-;
OD;;OD;
WB;;WB;
K;;K;
PARAMOUNTU;jednotné;PARAMOUNTU;jednotné
Gibsom;jednotné;Gibsom;jednotné
by;;by;
si;;si;
mal;jednotné;mal;jednotné
v;;v;
jednom;jednotné;jednom;jednotné
z;;z;
nich;množné;nich;množné
zahrať;;zahrať;
hlavnú;jednotné;hlavnú;jednotné
úlohu;jednotné;úlohu;jednotné
.;;.;
TRAVOLTA;jednotné;TRAVOLTA;jednotné
OPäŤ;;OPäŤ;
SPIEVA;jednotné;SPIEVA;jednotné
Úspešný;jednotné;Úspešný;jednotné
film;jednotné;film;jednotné
.;;.;
Tentoraz;;Tentoraz;
na;;na;
televízne;množné;televízne;množné
obrazovky;množné;obrazovky;množné
v;;v;
podobe;jednotné;podobe;jednotné
13;;13;
-;;-;
dielneho;;dielneho;
seriálu;jednotné;seriálu;jednotné
.;;.;
JACKIE;jednotné;JACKIE;jednotné
CHAN;jednotné;CHAN;jednotné
AN;;AN;
DIVOKOM;jednotné;DIVOKOM;jednotné
ZÁPADE;jednotné;ZÁPADE;jednotné
Bude;jednotné;Bude;jednotné
mať;;mať;
názov;jednotné;názov;jednotné
Shanghai;;Shanghai;
Noon;;Noon;
a;;a;
režisérom;jednotné;režisérom;jednotné
bude;jednotné;bude;jednotné
debutujúci;jednotné;debutujúci;jednotné
Tom;jednotné;Tom;jednotné
Dey;jednotné;Dey;jednotné
.;;.;
Chan;jednotné;Chan;jednotné
si;;si;
zahrá;jednotné;zahrá;jednotné
Číňana;jednotné;Číňana;jednotné
,;;,;
ktorý;jednotné;ktorý;jednotné
pricestuje;jednotné;pricestuje;jednotné
na;;na;
Divoký;jednotné;Divoký;jednotné
západ;jednotné;západ;jednotné
,;;,;
aby;;aby;
zachránil;jednotné;zachránil;jednotné
unesenú;jednotné;unesenú;jednotné
dcéru;jednotné;dcéru;jednotné
čínskeho;jednotné;čínskeho;jednotné
konzula;jednotné;konzula;jednotné
.;;.;
JODIE;jednotné;JODIE;jednotné
FOSTER;jednotné;FOSTER;jednotné
V;;V;
CIRKUSE;jednotné;CIRKUSE;jednotné
Jodie;jednotné;Jodie;jednotné
Foster;jednotné;Foster;jednotné
sa;;sa;
vracia;jednotné;vracia;jednotné
k;;k;
filmu;jednotné;filmu;jednotné
.;;.;
Tentoraz;;Tentoraz;
ako;;ako;
režisérka;jednotné;režisérka;jednotné
a;;a;
producentka;jednotné;producentka;jednotné
.;;.;
Flora;;Flora;
Plum;;Plum;
je;jednotné;je;jednotné
ľúbostný;jednotné;ľúbostný;jednotné
príbeh;jednotné;príbeh;jednotné
,;;,;
odohrávajúci;jednotné;odohrávajúci;jednotné
sa;;sa;
počas;;počas;
tridsiatych;množné;tridsiatych;množné
rokov;množné;rokov;množné
v;;v;
prostredí;jednotné;prostredí;jednotné
cirkusu;jednotné;cirkusu;jednotné
.;;.;
Vlani;;Vlani;
získal;jednotné;získal;jednotné
toto;jednotné;toto;jednotné
ocenenie;jednotné;ocenenie;jednotné
režisér;jednotné;režisér;jednotné
Stanley;jednotné;Stanley;jednotné
Donen;jednotné;Donen;jednotné
.;;.;
ALAN;jednotné;ALAN;jednotné
SMITHEE;jednotné;SMITHEE;jednotné
V;;V;
TELEVÍZII;jednotné;TELEVÍZII;jednotné
Alan;jednotné;Alan;jednotné
Smithee;jednotné;Smithee;jednotné
je;jednotné;je;jednotné
meno;jednotné;meno;jednotné
,;;,;
ktoré;jednotné;ktoré;jednotné
sa;;sa;
používa;jednotné;používa;jednotné
v;;v;
titulkoch;množné;titulkoch;množné
,;;,;
keď;;keď;
ražisér;jednotné;ražisér;jednotné
z;;z;
rôznych;množné;rôznych;množné
príčin;množné;príčin;množné
nesúhlasí;jednotné;nesúhlasí;jednotné
s;;s;
uvedením;jednotné;uvedením;jednotné
vlastného;jednotné;vlastného;jednotné
mena;jednotné;mena;jednotné
.;;.;
Použitie;jednotné;Použitie;jednotné
tohto;jednotné;tohto;jednotné
mena;jednotné;mena;jednotné
pri;;pri;
televíznom;jednotné;televíznom;jednotné
uvedení;jednotné;uvedení;jednotné
hraného;jednotné;hraného;jednotné
filmu;jednotné;filmu;jednotné
známeho;jednotné;známeho;jednotné
z;;z;
kín;množné;kín;množné
je;jednotné;je;jednotné
nezvyčajné;jednotné;nezvyčajné;jednotné
.;;.;
HVIEZDY;množné;HVIEZDY;množné
STOROČIA;jednotné;STOROČIA;jednotné
Kritérium;jednotné;Kritérium;jednotné
je;jednotné;je;jednotné
dosť;;dosť;
kontroverzné;jednotné;kontroverzné;jednotné
.;;.;
Sú;množné;Sú;množné
v;;v;
ňom;jednotné;ňom;jednotné
i;;i;
Greta;jednotné;Greta;jednotné
Garbo;jednotné;Garbo;jednotné
,;;,;
Betty;jednotné;Betty;jednotné
Grable;jednotné;Grable;jednotné
,;;,;
Lucille;jednotné;Lucille;jednotné
Ball;jednotné;Ball;jednotné
,;;,;
Hedy;jednotné;Hedy;jednotné
Lamar;jednotné;Lamar;jednotné
,;;,;
Mary;jednotné;Mary;jednotné
Pickford;jednotné;Pickford;jednotné
,;;,;
Ruth;jednotné;Ruth;jednotné
Gordon;jednotné;Gordon;jednotné
a;;a;
Dinah;jednotné;Dinah;jednotné
Shore;jednotné;Shore;jednotné
.;;.;
Medzi;;Medzi;
hereckými;množné;hereckými;množné
kandidátmi;množné;kandidátmi;množné
sú;množné;sú;množné
Humphrey;jednotné;Humphrey;jednotné
Bogart;jednotné;Bogart;jednotné
,;;,;
Sidney;jednotné;Sidney;jednotné
Poitier;jednotné;Poitier;jednotné
,;;,;
Kirk;jednotné;Kirk;jednotné
Douglas;jednotné;Douglas;jednotné
,;;,;
Harold;jednotné;Harold;jednotné
