Slovo;Slovný druh;Slovo2;Slovný druh2
dobré;Podstatné meno;dobré;Prídavné meno
podmienky;Podstatné meno;podmienky;Podstatné meno
pre;Predložka;pre;Predložka
kultúru;Podstatné meno;kultúru;Podstatné meno
sme;Sloveso;sme;Sloveso
sa;Zámeno;sa;Zvratné zámeno
ani;Spojka;ani;Častica
politike;Podstatné meno;politike;Podstatné meno
Môj;Zámeno;Môj;Zámeno
otec;Podstatné meno;otec;Podstatné meno
po;Predložka;po;Predložka
jeho;Zámeno;jeho;Zámeno
rozpade;Podstatné meno;rozpade;Podstatné meno
niekoľko;Číslovka;niekoľko;Zámeno
týždňov;Podstatné meno;týždňov;Podstatné meno
MÔJ;Zámeno;MÔJ;Zámeno
PRIMÁRNY;Prídavné meno;PRIMÁRNY;Prídavné meno
ZÁUJEM;Podstatné meno;ZÁUJEM;Podstatné meno
BOLI;Sloveso;BOLI;Sloveso
Umožniť;Sloveso;Umožniť;Sloveso
jazykovedcovi;Podstatné meno;jazykovedcovi;Podstatné meno
rozhovoriť;Sloveso;rozhovoriť;Sloveso
sa;Zámeno;sa;Zvratné zámeno
o;Citoslovce;o;Predložka
systéme;Podstatné meno;systéme;Podstatné meno
v;Predložka;v;Predložka
jazyku;Podstatné meno;jazyku;Podstatné meno
prináša;Sloveso;prináša;Sloveso
zdanlivo;Príslovka;zdanlivo;Príslovka
nebezpečenstvo;Podstatné meno;nebezpečenstvo;Podstatné meno
že;Spojka;že;Spojka
sa;Zámeno;sa;Zvratné zámeno
vstúpi;Sloveso;vstúpi;Sloveso
do;Citoslovce;do;Predložka
a;Spojka;a;Spojka
nudného;Prídavné meno;nudného;Prídavné meno
sveta;Podstatné meno;sveta;Podstatné meno
Ypsilon;Podstatné meno;Ypsilon;Podstatné meno
ako;Spojka;ako;Spojka
hláska;Podstatné meno;hláska;Podstatné meno
nie;Častice;nie;Častica
je;Sloveso;je;Sloveso
funkčný;Prídavné meno;funkčný;Prídavné meno
a;Spojka;a;Spojka
v;Predložka;v;Predložka
slovenskom;Prídavné meno;slovenskom;Prídavné meno
jazyku;Podstatné meno;jazyku;Podstatné meno
takej;Zámeno;takej;Zámeno
hlásky;Podstatné meno;hlásky;Podstatné meno
niet;Sloveso;niet;Sloveso
Ale;Spojka;Ale;Častica
takto;Príslovka;takto;Zámeno
sa;Zámeno;sa;Zvratné zámeno
hovorí;Sloveso;hovorí;Sloveso
v;Predložka;v;Predložka
Mikuláši;Podstatné meno;Mikuláši;Podstatné meno
Ukazuje;Sloveso;Ukazuje;Sloveso
sa;Zámeno;sa;Zvratné zámeno
teda;Spojka;teda;Častica
že;Spojka;že;Spojka
tým;Zámeno;tým;Zámeno
stredoslovenským;Prídavné meno;stredoslovenským;Prídavné meno
nárečím;Podstatné meno;nárečím;Podstatné meno
ktorÉ;Zámeno;ktorÉ;Zámeno
Štúrovci;Podstatné meno;Štúrovci;Podstatné meno
povýšili;Sloveso;povýšili;Sloveso
na;Citoslovce;na;Predložka
spisovný;Prídavné meno;spisovný;Prídavné meno
JAZYK;Podstatné meno;JAZYK;Podstatné meno
bol;Podstatné meno;bol;Sloveso
prestížny;Prídavné meno;prestížny;Prídavné meno
liptovský;Prídavné meno;liptovský;Prídavné meno
mestský;Prídavné meno;mestský;Prídavné meno
jazyk;Podstatné meno;jazyk;Podstatné meno
Presvedčil;Sloveso;Presvedčil;Sloveso
Záborského;Prídavné meno;Záborského;Podstatné meno
že;Spojka;že;Spojka
správna;Prídavné meno;správna;Prídavné meno
slovenská;Prídavné meno;slovenská;Prídavné meno
výslovnosť;Podstatné meno;výslovnosť;Podstatné meno
je;Sloveso;je;Sloveso
V;Skratka;V;Predložka
lete;Podstatné meno;lete;Podstatné meno
v;Predložka;v;Predložka
Prahe;Podstatné meno;Prahe;Podstatné meno
zažiadal;Sloveso;zažiadal;Sloveso
o;Citoslovce;o;Predložka
zahraničné;Prídavné meno;zahraničné;Prídavné meno
štipendium;Podstatné meno;štipendium;Podstatné meno
VEĽMI;Príslovka;VEĽMI;Príslovka
KOMPLIKOVANOU;Prídavné meno;KOMPLIKOVANOU;Prídavné meno
ZHODOU;Podstatné meno;ZHODOU;Podstatné meno
OKOLNOSTÍ;Podstatné meno;OKOLNOSTÍ;Podstatné meno
HO;Zámeno;HO;Zámeno
PO;Skratka;PO;Predložka
ROKU;Podstatné meno;ROKU;Podstatné meno
dostal;Sloveso;dostal;Sloveso
a;Spojka;a;Spojka
odišiel;Sloveso;odišiel;Sloveso
na;Skratka;na;Predložka
ROK;Podstatné meno;ROK;Podstatné meno
do;Citoslovce;do;Predložka
Nórska;Podstatné meno;Nórska;Podstatné meno
Keď;Spojka;Keď;Spojka
sa;Zámeno;sa;Zvratné zámeno
začal;Sloveso;začal;Sloveso
semester;Podstatné meno;semester;Podstatné meno
pustil;Sloveso;pustil;Sloveso
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
pod;Predložka;pod;Predložka
vedením;Podstatné meno;vedením;Podstatné meno
profesora;Podstatné meno;profesora;Podstatné meno
do;Citoslovce;do;Predložka
čítania;Podstatné meno;čítania;Podstatné meno
textov;Podstatné meno;textov;Podstatné meno
Rozprávanie;Podstatné meno;Rozprávanie;Podstatné meno
Ľubomíra;Podstatné meno;Ľubomíra;Podstatné meno
PRIPRAVILA;Sloveso;PRIPRAVILA;Sloveso
Škvarková;Prídavné meno;Škvarková;Podstatné meno
Protiprávna;Prídavné meno;Protiprávna;Prídavné meno
vojna;Podstatné meno;vojna;Podstatné meno
v;Predložka;v;Predložka
Iraku;Podstatné meno;Iraku;Podstatné meno
ktorú;Zámeno;ktorú;Zámeno
rozpútala;Sloveso;rozpútala;Sloveso
aliancia;Podstatné meno;aliancia;Podstatné meno
náboženských;Prídavné meno;náboženských;Prídavné meno
fundamentalistov;Podstatné meno;fundamentalistov;Podstatné meno
a;Spojka;a;Spojka
je;Sloveso;je;Sloveso
cynickým;Prídavné meno;cynickým;Prídavné meno
výsmechom;Podstatné meno;výsmechom;Podstatné meno
všetkých;Zámeno;všetkých;Zámeno
hodnôt;Podstatné meno;hodnôt;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
naša;Zámeno;naša;Zámeno
západná;Prídavné meno;západná;Prídavné meno
civilizácia;Podstatné meno;civilizácia;Podstatné meno
pokladá;Sloveso;pokladá;Sloveso
za;Predložka;za;Predložka
nedotknuteľné;Prídavné meno;nedotknuteľné;Prídavné meno
Po;Predložka;Po;Predložka
ukončení;Podstatné meno;ukončení;Podstatné meno
tejto;Zámeno;tejto;Zámeno
vojny;Podstatné meno;vojny;Podstatné meno
nádejou;Podstatné meno;nádejou;Podstatné meno
sveta;Podstatné meno;sveta;Podstatné meno
je;Sloveso;je;Sloveso
zmena;Podstatné meno;zmena;Podstatné meno
Koruna;Podstatné meno;Koruna;Podstatné meno
Sv;Skratka;Sv;Značky
Štefana;Podstatné meno;Štefana;Podstatné meno
a;Spojka;a;Spojka
ostrihomský;Prídavné meno;ostrihomský;Prídavné meno
sa;Zámeno;sa;Zvratné zámeno
stali;Sloveso;stali;Sloveso
symbolom;Podstatné meno;symbolom;Podstatné meno
Uhorského;Prídavné meno;Uhorského;Prídavné meno
štátu;Podstatné meno;štátu;Podstatné meno
Boja;Podstatné meno;Boja;Podstatné meno
ktorého;Zámeno;ktorého;Zámeno
medze;Podstatné meno;medze;Podstatné meno
určovala;Sloveso;určovala;Sloveso
Zlatá;Podstatné meno;Zlatá;Prídavné meno
Náš;Zámeno;Náš;Zámeno
dnešný;Prídavné meno;dnešný;Prídavné meno
spisovný;Prídavné meno;spisovný;Prídavné meno
jazyk;Podstatné meno;jazyk;Podstatné meno
je;Sloveso;je;Sloveso
skutočným;Prídavné meno;skutočným;Prídavné meno
kompromisom;Podstatné meno;kompromisom;Podstatné meno
medzi;Predložka;medzi;Predložka
radikálnou;Prídavné meno;radikálnou;Prídavné meno
normou;Podstatné meno;normou;Podstatné meno
štúrovcov;Podstatné meno;štúrovcov;Podstatné meno
a;Spojka;a;Spojka
požiadavkami;Podstatné meno;požiadavkami;Podstatné meno
i;Spojka;i;Spojka
tradíciou;Podstatné meno;tradíciou;Podstatné meno
českou;Prídavné meno;českou;Prídavné meno
či;Spojka;či;Spojka
československou;Prídavné meno;československou;Prídavné meno
Starú;Podstatné meno;Starú;Prídavné meno
meravú;Prídavné meno;meravú;Prídavné meno
nekompromisnosť;Podstatné meno;nekompromisnosť;Podstatné meno
a;Spojka;a;Spojka
oživila;Sloveso;oživila;Sloveso
idea;Podstatné meno;idea;Podstatné meno
Slovenska;Podstatné meno;Slovenska;Podstatné meno
od;Predložka;od;Predložka
tisícročného;Prídavné meno;tisícročného;Prídavné meno
Uhorska;Podstatné meno;Uhorska;Podstatné meno
a;Spojka;a;Spojka
najmä;Častice;najmä;Častica
štátneho;Prídavné meno;štátneho;Prídavné meno
spojenia;Podstatné meno;spojenia;Podstatné meno
s;Podstatné meno;s;Predložka
Čechmi;Podstatné meno;Čechmi;Podstatné meno
Takže;Spojka;Takže;Častica
sociálny;Prídavné meno;sociálny;Prídavné meno
populizmus;Podstatné meno;populizmus;Podstatné meno
je;Sloveso;je;Sloveso
povedal;Sloveso;povedal;Sloveso
by;Spojka;by;Kondicionálová morféma
som;Sloveso;som;Sloveso
prirodzeným;Prídavné meno;prirodzeným;Prídavné meno
plodom;Podstatné meno;plodom;Podstatné meno
stáročného;Prídavné meno;stáročného;Prídavné meno
vývinu;Podstatné meno;vývinu;Podstatné meno
slovenskej;Prídavné meno;slovenskej;Prídavné meno
spoločnosti;Podstatné meno;spoločnosti;Podstatné meno
Ľubomír;Podstatné meno;Ľubomír;Podstatné meno
Pre;Predložka;Pre;Predložka
časopis;Podstatné meno;časopis;Podstatné meno
Záhorského;Prídavné meno;Záhorského;Prídavné meno
múzea;Podstatné meno;múzea;Podstatné meno
v;Predložka;v;Predložka
Skalici;Podstatné meno;Skalici;Podstatné meno
Výstava;Podstatné meno;Výstava;Podstatné meno
vzorného;Prídavné meno;vzorného;Prídavné meno
balenia;Podstatné meno;balenia;Podstatné meno
potravín;Podstatné meno;potravín;Podstatné meno
v;Predložka;v;Predložka
Skalici;Podstatné meno;Skalici;Podstatné meno
pritom;Príslovka;pritom;Príslovka
ešte;Príslovka;ešte;Častica
jednu;Číslovka;jednu;Číslovka
vec;Podstatné meno;vec;Podstatné meno
Kto;Zámeno;Kto;Zámeno
by;Spojka;by;Kondicionálová morféma
to;Zámeno;to;Zámeno
kupoval;Sloveso;kupoval;Sloveso
A;Spojka;A;Spojka
obchody;Podstatné meno;obchody;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
chcú;Sloveso;chcú;Sloveso
predávať;Sloveso;predávať;Sloveso
zaručene;Príslovka;zaručene;Príslovka
čerstvý;Prídavné meno;čerstvý;Prídavné meno
v;Predložka;v;Predložka
noci;Podstatné meno;noci;Podstatné meno
a;Spojka;a;Spojka
chlieb;Podstatné meno;chlieb;Podstatné meno
musia;Sloveso;musia;Sloveso
ho;Zámeno;ho;Zámeno
držať;Sloveso;držať;Sloveso
v;Predložka;v;Predložka
osobitných;Prídavné meno;osobitných;Prídavné meno
policiach;Podstatné meno;policiach;Podstatné meno
takže;Spojka;takže;Spojka
skôr;Príslovka;skôr;Príslovka
chlieb;Podstatné meno;chlieb;Podstatné meno
zdražuje;Sloveso;zdražuje;Sloveso
Ľubomír;Podstatné meno;Ľubomír;Podstatné meno
Vlastný;Prídavné meno;Vlastný;Prídavné meno
gól;Podstatné meno;gól;Podstatné meno
slovenskej;Prídavné meno;slovenskej;Prídavné meno
inteligencie;Podstatné meno;inteligencie;Podstatné meno
Pred;Predložka;Pred;Predložka
voľbami;Podstatné meno;voľbami;Podstatné meno
bolo;Sloveso;bolo;Sloveso
v;Predložka;v;Predložka
neposlednom;Číslovka;neposlednom;Prídavné meno
rade;Podstatné meno;rade;Podstatné meno
v;Predložka;v;Predložka
Mostoch;Podstatné meno;Mostoch;Podstatné meno
mnoho;Príslovka;mnoho;Číslovka
krásnych;Prídavné meno;krásnych;Prídavné meno
vzletných;Prídavné meno;vzletných;Prídavné meno
výkladov;Podstatné meno;výkladov;Podstatné meno
prečo;Príslovka;prečo;Zámeno
treba;Príslovka;treba;Príslovka
voliť;Sloveso;voliť;Sloveso
Martina;Podstatné meno;Martina;Podstatné meno
Takže;Spojka;Takže;Častica
teraz;Príslovka;teraz;Príslovka
veľmi;Príslovka;veľmi;Príslovka
čakám;Sloveso;čakám;Sloveso
či;Spojka;či;Spojka
niekto;Zámeno;niekto;Zámeno
z;Podstatné meno;z;Predložka
mienkotvorných;Prídavné meno;mienkotvorných;Prídavné meno
hláv;Podstatné meno;hláv;Podstatné meno
elektorátu;Podstatné meno;elektorátu;Podstatné meno
urobí;Sloveso;urobí;Sloveso
sebakritickú;Prídavné meno;sebakritickú;Prídavné meno
analýzu;Podstatné meno;analýzu;Podstatné meno
tohto;Zámeno;tohto;Zámeno
svojho;Zámeno;svojho;Zámeno
fatálneho;Prídavné meno;fatálneho;Prídavné meno
politického;Prídavné meno;politického;Prídavné meno
omylu;Podstatné meno;omylu;Podstatné meno
Že;Spojka;Že;Spojka
Mečiar;Podstatné meno;Mečiar;Podstatné meno
suverénny;Prídavné meno;suverénny;Prídavné meno
víťaz;Podstatné meno;víťaz;Podstatné meno
prvého;Číslovka;prvého;Číslovka
kola;Podstatné meno;kola;Podstatné meno
v;Predložka;v;Predložka
druhom;Podstatné meno;druhom;Číslovka
kole;Podstatné meno;kole;Podstatné meno
bol;Podstatné meno;bol;Sloveso
odmietnutý;Prídavné meno;odmietnutý;Príčastie - Sloveso
je;Sloveso;je;Sloveso
spravodlivý;Prídavné meno;spravodlivý;Prídavné meno
trest;Podstatné meno;trest;Podstatné meno
za;Predložka;za;Predložka
roky;Podstatné meno;roky;Podstatné meno
jeho;Zámeno;jeho;Zámeno
vládnutia;Podstatné meno;vládnutia;Podstatné meno
Ľubomír;Podstatné meno;Ľubomír;Podstatné meno
profesor;Podstatné meno;profesor;Podstatné meno
slovanských;Prídavné meno;slovanských;Prídavné meno
jazykov;Podstatné meno;jazykov;Podstatné meno
Scenár;Podstatné meno;Scenár;Podstatné meno
Adam;Podstatné meno;Adam;Podstatné meno
Réžia;Podstatné meno;Réžia;Podstatné meno
Kamera;Podstatné meno;Kamera;Podstatné meno
Hudba;Podstatné meno;Hudba;Podstatné meno
najbohatší;Prídavné meno;najbohatší;Prídavné meno
muž;Podstatné meno;muž;Podstatné meno
sveta;Podstatné meno;sveta;Podstatné meno
je;Sloveso;je;Sloveso
majiteľom;Podstatné meno;majiteľom;Podstatné meno
počítačovej;Prídavné meno;počítačovej;Prídavné meno
spoločnosti;Podstatné meno;spoločnosti;Podstatné meno
ktorá;Zámeno;ktorá;Zámeno
vyrába;Sloveso;vyrába;Sloveso
aj;Citoslovce;aj;Častica
hračky;Podstatné meno;hračky;Podstatné meno
pre;Predložka;pre;Predložka
deti;Podstatné meno;deti;Podstatné meno
tretieho;Číslovka;tretieho;Číslovka
tisícročia;Podstatné meno;tisícročia;Podstatné meno
Dnes;Príslovka;Dnes;Príslovka
je;Sloveso;je;Sloveso
autogramiáda;Podstatné meno;autogramiáda;Podstatné meno
a;Spojka;a;Spojka
a;Spojka;a;Spojka
potom;Spojka;potom;Príslovka
je;Sloveso;je;Sloveso
tlačová;Prídavné meno;tlačová;Prídavné meno
konferencia;Podstatné meno;konferencia;Podstatné meno
Paulom;Podstatné meno;Paulom;Podstatné meno
Večer;Podstatné meno;Večer;Príslovka
bude;Sloveso;bude;Sloveso
uvádzať;Sloveso;uvádzať;Sloveso
film;Podstatné meno;film;Podstatné meno
Hlboký;Prídavné meno;Hlboký;Prídavné meno
spánok;Podstatné meno;spánok;Podstatné meno
Napokon;Príslovka;Napokon;Príslovka
zvíťazila;Sloveso;zvíťazila;Sloveso
láska;Podstatné meno;láska;Podstatné meno
kričal;Sloveso;kričal;Sloveso
z;Podstatné meno;z;Predložka
pódia;Podstatné meno;pódia;Podstatné meno
nadšený;Prídavné meno;nadšený;Prídavné meno
Uvidíme;Sloveso;Uvidíme;Sloveso
ako;Spojka;ako;Spojka
do;Citoslovce;do;Zámeno
celé;Podstatné meno;celé;Prídavné meno
dopadne;Sloveso;dopadne;Sloveso
Pôvodný;Prídavné meno;Pôvodný;Prídavné meno
scenár;Podstatné meno;scenár;Podstatné meno
Zamilovaný;Prídavné meno;Zamilovaný;Príčastie - Sloveso
Scenár;Podstatné meno;Scenár;Podstatné meno
adaptácia;Podstatné meno;adaptácia;Podstatné meno
Tenká;Prídavné meno;Tenká;Prídavné meno
červená;Podstatné meno;červená;Prídavné meno
čiara;Podstatné meno;čiara;Podstatné meno
Výprava;Podstatné meno;Výprava;Podstatné meno
Zamilovaný;Prídavné meno;Zamilovaný;Príčastie - Sloveso
Kostýmy;Podstatné meno;Kostýmy;Podstatné meno
Kráľovná;Podstatné meno;Kráľovná;Podstatné meno
Alžbeta;Podstatné meno;Alžbeta;Podstatné meno
Pôvodná;Prídavné meno;Pôvodná;Prídavné meno
hudba;Podstatné meno;hudba;Podstatné meno
k;Podstatné meno;k;Predložka
muzikálu;Podstatné meno;muzikálu;Podstatné meno
alebo;Spojka;alebo;Spojka
komédii;Podstatné meno;komédii;Podstatné meno
Princ;Podstatné meno;Princ;Podstatné meno
egyptský;Prídavné meno;egyptský;Prídavné meno
Krátkometrážny;Prídavné meno;Krátkometrážny;Prídavné meno
hraný;Prídavné meno;hraný;Prídavné meno
film;Podstatné meno;film;Podstatné meno
LA;Skratka;LA;Citový výraz
The;Častice;The;Citový výraz
Zvuk;Podstatné meno;Zvuk;Podstatné meno
Zachráňte;Sloveso;Zachráňte;Sloveso
vojaka;Podstatné meno;vojaka;Podstatné meno
Vizuálne;Príslovka;Vizuálne;Prídavné meno
efekty;Podstatné meno;efekty;Podstatné meno
Tento;Zámeno;Tento;Zámeno
ročník;Podstatné meno;ročník;Podstatné meno
priniesol;Sloveso;priniesol;Sloveso
hneď;Podstatné meno;hneď;Častica
niekoľko;Číslovka;niekoľko;Zámeno
prekvapení;Podstatné meno;prekvapení;Podstatné meno
Kompletný;Prídavné meno;Kompletný;Prídavné meno
program;Podstatné meno;program;Podstatné meno
Gay;Podstatné meno;Gay;Citový výraz
Film;Podstatné meno;Film;Citový výraz
Festivalu;Podstatné meno;Festivalu;Podstatné meno
Slovakia;Častice;Slovakia;Podstatné meno
nájdete;Sloveso;nájdete;Sloveso
na;Citoslovce;na;Predložka
Film;Podstatné meno;Film;Citový výraz
Site;Podstatné meno;Site;Citový výraz
v;Predložka;v;Predložka
rubrike;Podstatné meno;rubrike;Podstatné meno
Ceny;Podstatné meno;Ceny;Podstatné meno
a;Spojka;a;Spojka
festivaly;Podstatné meno;festivaly;Podstatné meno
Americká;Prídavné meno;Americká;Prídavné meno
premiéra;Podstatné meno;premiéra;Podstatné meno
bola;Podstatné meno;bola;Sloveso
plánovaná;Prídavné meno;plánovaná;Príčastie - Sloveso
na;Citoslovce;na;Predložka
júl;Podstatné meno;júl;Podstatné meno
a;Spojka;a;Spojka
v;Predložka;v;Predložka
slovenských;Prídavné meno;slovenských;Prídavné meno
kinách;Podstatné meno;kinách;Podstatné meno
by;Spojka;by;Kondicionálová morféma
sa;Zámeno;sa;Zvratné zámeno
mal;Skratka;mal;Sloveso
objaviť;Sloveso;objaviť;Sloveso
pod;Predložka;pod;Predložka
názvom;Podstatné meno;názvom;Podstatné meno
túžba;Podstatné meno;túžba;Podstatné meno
FOR;Častice;FOR;Citový výraz
Zoberiem;Sloveso;Zoberiem;Sloveso
tú;Zámeno;tú;Zámeno
funkciu;Podstatné meno;funkciu;Podstatné meno
ak;Príslovka;ak;Spojka
to;Zámeno;to;Zámeno
ľudia;Podstatné meno;ľudia;Podstatné meno
naozaj;Častice;naozaj;Častica
budú;Sloveso;budú;Sloveso
chcieť;Sloveso;chcieť;Sloveso
povedal;Sloveso;povedal;Sloveso
režisér;Podstatné meno;režisér;Podstatné meno
REŽISÉRKOU;Podstatné meno;REŽISÉRKOU;Podstatné meno
po;Predložka;po;Predložka
úspechu;Podstatné meno;úspechu;Podstatné meno
albumu;Podstatné meno;albumu;Podstatné meno
of;Častice;of;Citový výraz
odriekla;Sloveso;odriekla;Sloveso
herecké;Prídavné meno;herecké;Prídavné meno
ponuky;Podstatné meno;ponuky;Podstatné meno
Bude;Sloveso;Bude;Sloveso
to;Zámeno;to;Zámeno
filmové;Prídavné meno;filmové;Prídavné meno
spracovanie;Podstatné meno;spracovanie;Podstatné meno
románu;Podstatné meno;románu;Podstatné meno
ktorý;Zámeno;ktorý;Zámeno
vychádza;Sloveso;vychádza;Sloveso
v;Predložka;v;Predložka
USA;Skratka;USA;Značky
v;Predložka;v;Predložka
týchto;Zámeno;týchto;Zámeno
dňoch;Podstatné meno;dňoch;Podstatné meno
AKO;Spojka;AKO;Spojka
F;Skratka;F;Značky
W;Skratka;W;Značky
Nakrúcanie;Podstatné meno;Nakrúcanie;Podstatné meno
by;Spojka;by;Kondicionálová morféma
sa;Zámeno;sa;Zvratné zámeno
malo;Príslovka;malo;Sloveso
začať;Sloveso;začať;Sloveso
v;Predložka;v;Predložka
apríli;Podstatné meno;apríli;Podstatné meno
v;Predložka;v;Predložka
Luxemburgu;Podstatné meno;Luxemburgu;Podstatné meno
POZOR;Citoslovce;POZOR;Citoslovce
PÍŠE;Sloveso;PÍŠE;Sloveso
ROZPRÁVKU;Podstatné meno;ROZPRÁVKU;Podstatné meno
Ako;Spojka;Ako;Zámeno
vyzerá;Sloveso;vyzerá;Sloveso
herec;Podstatné meno;herec;Podstatné meno
snov;Podstatné meno;snov;Podstatné meno
Telo;Podstatné meno;Telo;Podstatné meno
by;Spojka;by;Kondicionálová morféma
malo;Príslovka;malo;Sloveso
mať;Podstatné meno;mať;Sloveso
šiju;Podstatné meno;šiju;Podstatné meno
ramená;Podstatné meno;ramená;Podstatné meno
Love;Podstatné meno;Love;Podstatné meno
zadok;Podstatné meno;zadok;Podstatné meno
pupok;Podstatné meno;pupok;Podstatné meno
a;Spojka;a;Spojka
nohy;Podstatné meno;nohy;Podstatné meno
HVIEZDY;Podstatné meno;HVIEZDY;Podstatné meno
V;Skratka;V;Predložka
HOLANDSKU;Podstatné meno;HOLANDSKU;Podstatné meno
Režíruje;Sloveso;Režíruje;Sloveso
ho;Zámeno;ho;Zámeno
holandský;Prídavné meno;holandský;Prídavné meno
režisér;Podstatné meno;režisér;Podstatné meno
Premiéra;Podstatné meno;Premiéra;Podstatné meno
by;Spojka;by;Kondicionálová morféma
mala;Príslovka;mala;Sloveso
byť;Sloveso;byť;Sloveso
už;Príslovka;už;Častica
koncom;Predložka;koncom;Predložka
roku;Podstatné meno;roku;Podstatné meno
Detektíva;Podstatné meno;Detektíva;Podstatné meno
