Slovo;Slovný druh;Slovo2;Slovný druh2
strany;Podstatné meno;strany;Podstatné meno
nevstúpil;Sloveso;nevstúpil;Sloveso
.;Interpunkcia;.;Interpunkcia
Piateho;Prídavné meno;Piateho;Prídavné meno
mája;Podstatné meno;mája;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
začalo;Sloveso;začalo;Sloveso
Pražské;Prídavné meno;Pražské;Prídavné meno
povstanie;Podstatné meno;povstanie;Podstatné meno
a;Spojka;a;Spojka
z;Predložka;z;Predložka
rádia;Podstatné meno;rádia;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
ozývala;Sloveso;ozývala;Sloveso
výzva;Podstatné meno;výzva;Podstatné meno
o;Predložka;o;Predložka
pomoc;Podstatné meno;pomoc;Podstatné meno
.;Interpunkcia;.;Interpunkcia
To;Zámeno;To;Zámeno
bola;Sloveso;bola;Sloveso
tá;Zámeno;tá;Zámeno
zločinecká;Prídavné meno;zločinecká;Prídavné meno
časť;Podstatné meno;časť;Podstatné meno
komunistickej;Prídavné meno;komunistickej;Prídavné meno
strany;Podstatné meno;strany;Podstatné meno
.;Interpunkcia;.;Interpunkcia
„;Interpunkcia;„;Interpunkcia
Môj;Zámeno;Môj;Zámeno
otec;Podstatné meno;otec;Podstatné meno
bol;Sloveso;bol;Sloveso
selfmademan;Podstatné meno;selfmademan;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Nedávno;Príslovka;Nedávno;Príslovka
som;Sloveso;som;Sloveso
odovzdal;Sloveso;odovzdal;Sloveso
do;Predložka;do;Predložka
skalického;Prídavné meno;skalického;Prídavné meno
Záhorského;Prídavné meno;Záhorského;Prídavné meno
múzea;Podstatné meno;múzea;Podstatné meno
otcove;Prídavné meno;otcove;Prídavné meno
denníky;Podstatné meno;denníky;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Je;Sloveso;Je;Sloveso
to;Zámeno;to;Zámeno
cenná;Prídavné meno;cenná;Prídavné meno
a;Spojka;a;Spojka
zaujímavá;Prídavné meno;zaujímavá;Prídavné meno
pamiatka;Podstatné meno;pamiatka;Podstatné meno
o;Predložka;o;Predložka
20;Číslica;20;Číslica
.;Interpunkcia;.;Interpunkcia
storočí;Podstatné meno;storočí;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Polovicu;Podstatné meno;Polovicu;Podstatné meno
zo;Predložka;zo;Predložka
všetkého;Zámeno;všetkého;Zámeno
,;Interpunkcia;,;Interpunkcia
čo;Zámeno;čo;Zámeno
vo;Predložka;vo;Predložka
mne;Zámeno;mne;Zámeno
je;Sloveso;je;Sloveso
,;Interpunkcia;,;Interpunkcia
mám;Sloveso;mám;Sloveso
z;Predložka;z;Predložka
domu;Podstatné meno;domu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
z;Predložka;z;Predložka
toho;Zámeno;toho;Zámeno
,;Interpunkcia;,;Interpunkcia
čo;Zámeno;čo;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
doma;Príslovka;doma;Príslovka
povedalo;Sloveso;povedalo;Sloveso
,;Interpunkcia;,;Interpunkcia
napríklad;Častica;napríklad;Častica
pri;Predložka;pri;Predložka
stole;Podstatné meno;stole;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Otec;Podstatné meno;Otec;Podstatné meno
veľa;Príslovka;veľa;Príslovka
rozprával;Sloveso;rozprával;Sloveso
o;Predložka;o;Predložka
svojom;Zámeno;svojom;Zámeno
literárnovednom;Prídavné meno;literárnovednom;Prídavné meno
výskume;Podstatné meno;výskume;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ale;Spojka;ale;Spojka
nevyhýbali;Sloveso;nevyhýbali;Sloveso
sme;Sloveso;sme;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
,;Interpunkcia;,;Interpunkcia
samozrejme;Častica;samozrejme;Častica
,;Interpunkcia;,;Interpunkcia
ani;Častica;ani;Častica
súčasným;Prídavné meno;súčasným;Prídavné meno
problémom;Podstatné meno;problémom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vtedy;Zámeno;Vtedy;Zámeno
mi;Zámeno;mi;Zámeno
utkveli;Sloveso;utkveli;Sloveso
v;Predložka;v;Predložka
pamäti;Podstatné meno;pamäti;Podstatné meno
dátumy;Podstatné meno;dátumy;Podstatné meno
,;Interpunkcia;,;Interpunkcia
mená;Podstatné meno;mená;Podstatné meno
i;Spojka;i;Spojka
dôležité;Prídavné meno;dôležité;Prídavné meno
udalosti;Podstatné meno;udalosti;Podstatné meno
z;Predložka;z;Predložka
minulosti;Podstatné meno;minulosti;Podstatné meno
,;Interpunkcia;,;Interpunkcia
medzi;Predložka;medzi;Predložka
ktoré;Zámeno;ktoré;Zámeno
bolo;Sloveso;bolo;Sloveso
neskôr;Príslovka;neskôr;Príslovka
ľahšie;Príslovka;ľahšie;Príslovka
dokladať;Sloveso;dokladať;Sloveso
nové;Prídavné meno;nové;Prídavné meno
dátumy;Podstatné meno;dátumy;Podstatné meno
,;Interpunkcia;,;Interpunkcia
mená;Podstatné meno;mená;Podstatné meno
i;Spojka;i;Spojka
vzťahy;Podstatné meno;vzťahy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mama;Podstatné meno;Mama;Podstatné meno
pochádzala;Sloveso;pochádzala;Sloveso
z;Predložka;z;Predložka
rodiny;Podstatné meno;rodiny;Podstatné meno
s;Predložka;s;Predložka
generáciami;Podstatné meno;generáciami;Podstatné meno
evanjelických;Prídavné meno;evanjelických;Prídavné meno
farárov;Podstatné meno;farárov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vzdelanecké;Prídavné meno;Vzdelanecké;Prídavné meno
pozadie;Podstatné meno;pozadie;Podstatné meno
rodiny;Podstatné meno;rodiny;Podstatné meno
malo;Sloveso;malo;Sloveso
pre;Predložka;pre;Predložka
moju;Zámeno;moju;Zámeno
budúcnosť;Podstatné meno;budúcnosť;Podstatné meno
VEĽMI;Príslovka;VEĽMI;Príslovka
DÔLEŽITÚ;Prídavné meno;DÔLEŽITÚ;Prídavné meno
úlohu;Podstatné meno;úlohu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
“;Interpunkcia;“;Interpunkcia
Rešpektovali;Sloveso;Rešpektovali;Sloveso
ste;Sloveso;ste;Sloveso
otca;Podstatné meno;otca;Podstatné meno
bezvýhradne;Príslovka;bezvýhradne;Príslovka
?;Interpunkcia;?;Interpunkcia
„;Interpunkcia;„;Interpunkcia
Viera;Podstatné meno;Viera;Podstatné meno
môže;Sloveso;môže;Sloveso
dávať;Sloveso;dávať;Sloveso
človeku;Podstatné meno;človeku;Podstatné meno
životnú;Prídavné meno;životnú;Prídavné meno
istotu;Podstatné meno;istotu;Podstatné meno
“;Interpunkcia;“;Interpunkcia
,;Interpunkcia;,;Interpunkcia
mieni;Sloveso;mieni;Sloveso
profesor;Podstatné meno;profesor;Podstatné meno
Ďurovič;Podstatné meno;Ďurovič;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Faktom;Podstatné meno;Faktom;Podstatné meno
je;Sloveso;je;Sloveso
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
náboženský;Prídavné meno;náboženský;Prídavné meno
fundamentalizmus;Podstatné meno;fundamentalizmus;Podstatné meno
prežíva;Sloveso;prežíva;Sloveso
svoju;Zámeno;svoju;Zámeno
regeneráciu;Podstatné meno;regeneráciu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
“;Interpunkcia;“;Interpunkcia
Bavilo;Sloveso;Bavilo;Sloveso
ma;Zámeno;ma;Zámeno
písať;Sloveso;písať;Sloveso
kompozície;Podstatné meno;kompozície;Podstatné meno
a;Spojka;a;Spojka
na;Predložka;na;Predložka
vynikajúcom;Príčastie - Sloveso;vynikajúcom;Príčastie - Sloveso
skalickom;Prídavné meno;skalickom;Prídavné meno
gymnáziu;Podstatné meno;gymnáziu;Podstatné meno
boli;Sloveso;boli;Sloveso
veľmi;Príslovka;veľmi;Príslovka
dobré;Prídavné meno;dobré;Prídavné meno
podmienky;Podstatné meno;podmienky;Podstatné meno
pre;Predložka;pre;Predložka
kultúru;Podstatné meno;kultúru;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Nevyhýbali;Sloveso;Nevyhýbali;Sloveso
sme;Sloveso;sme;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
ani;Častica;ani;Častica
politike;Podstatné meno;politike;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Môj;Zámeno;Môj;Zámeno
otec;Podstatné meno;otec;Podstatné meno
po;Predložka;po;Predložka
jeho;Zámeno;jeho;Zámeno
rozpade;Podstatné meno;rozpade;Podstatné meno
niekoľko;Zámeno;niekoľko;Zámeno
týždňov;Podstatné meno;týždňov;Podstatné meno
nespal;Sloveso;nespal;Sloveso
.;Interpunkcia;.;Interpunkcia
.;Interpunkcia;.;Interpunkcia
.;Interpunkcia;.;Interpunkcia
.;Interpunkcia;.;Interpunkcia
.;Interpunkcia;.;Interpunkcia
.;Interpunkcia;.;Interpunkcia
MÔJ;Zámeno;MÔJ;Zámeno
PRIMÁRNY;Prídavné meno;PRIMÁRNY;Prídavné meno
ZÁUJEM;Podstatné meno;ZÁUJEM;Podstatné meno
BOLI;Sloveso;BOLI;Sloveso
HUMANIÓRA;Podstatné meno;HUMANIÓRA;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Umožniť;Sloveso;Umožniť;Sloveso
jazykovedcovi;Podstatné meno;jazykovedcovi;Podstatné meno
rozhovoriť;Sloveso;rozhovoriť;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
o;Predložka;o;Predložka
systéme;Podstatné meno;systéme;Podstatné meno
v;Predložka;v;Predložka
jazyku;Podstatné meno;jazyku;Podstatné meno
,;Interpunkcia;,;Interpunkcia
prináša;Sloveso;prináša;Sloveso
zdanlivo;Príslovka;zdanlivo;Príslovka
nebezpečenstvo;Podstatné meno;nebezpečenstvo;Podstatné meno
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
sa;Zvratné zámeno;sa;Zvratné zámeno
vstúpi;Sloveso;vstúpi;Sloveso
do;Predložka;do;Predložka
nezaujímavého;Prídavné meno;nezaujímavého;Prídavné meno
a;Spojka;a;Spojka
nudného;Prídavné meno;nudného;Prídavné meno
sveta;Podstatné meno;sveta;Podstatné meno
.;Interpunkcia;.;Interpunkcia
„;Interpunkcia;„;Interpunkcia
Ypsilon;Podstatné meno;Ypsilon;Podstatné meno
ako;Spojka;ako;Spojka
hláska;Podstatné meno;hláska;Podstatné meno
nie;Častica;nie;Častica
je;Sloveso;je;Sloveso
funkčný;Prídavné meno;funkčný;Prídavné meno
a;Spojka;a;Spojka
v;Predložka;v;Predložka
slovenskom;Prídavné meno;slovenskom;Prídavné meno
jazyku;Podstatné meno;jazyku;Podstatné meno
takej;Zámeno;takej;Zámeno
hlásky;Podstatné meno;hlásky;Podstatné meno
niet;Sloveso;niet;Sloveso
.;Interpunkcia;.;Interpunkcia
Ale;Spojka;Ale;Častica
takto;Zámeno;takto;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
hovorí;Sloveso;hovorí;Sloveso
v;Predložka;v;Predložka
Mikuláši;Podstatné meno;Mikuláši;Podstatné meno
!;Interpunkcia;!;Interpunkcia
Ukazuje;Sloveso;Ukazuje;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
teda;Častica;teda;Častica
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
tým;Zámeno;tým;Zámeno
stredoslovenským;Prídavné meno;stredoslovenským;Prídavné meno
nárečím;Podstatné meno;nárečím;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorÉ;Zámeno;ktorÉ;Zámeno
Štúrovci;Podstatné meno;Štúrovci;Podstatné meno
povýšili;Sloveso;povýšili;Sloveso
na;Predložka;na;Predložka
spisovný;Prídavné meno;spisovný;Prídavné meno
JAZYK;Podstatné meno;JAZYK;Podstatné meno
,;Interpunkcia;,;Interpunkcia
bol;Sloveso;bol;Sloveso
prestížny;Prídavné meno;prestížny;Prídavné meno
liptovský;Prídavné meno;liptovský;Prídavné meno
mestský;Prídavné meno;mestský;Prídavné meno
jazyk;Podstatné meno;jazyk;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Presvedčil;Sloveso;Presvedčil;Sloveso
Záborského;Podstatné meno;Záborského;Podstatné meno
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
správna;Prídavné meno;správna;Prídavné meno
slovenská;Prídavné meno;slovenská;Prídavné meno
výslovnosť;Podstatné meno;výslovnosť;Podstatné meno
je;Sloveso;je;Sloveso
„;Interpunkcia;„;Interpunkcia
ľist;Podstatné meno;ľist;Citový výraz
“;Interpunkcia;“;Interpunkcia
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
lete;Podstatné meno;lete;Podstatné meno
1948;Číslica;1948;Číslica
v;Predložka;v;Predložka
Prahe;Podstatné meno;Prahe;Podstatné meno
zažiadal;Sloveso;zažiadal;Sloveso
o;Predložka;o;Predložka
zahraničné;Prídavné meno;zahraničné;Prídavné meno
štipendium;Podstatné meno;štipendium;Podstatné meno
.;Interpunkcia;.;Interpunkcia
VEĽMI;Príslovka;VEĽMI;Príslovka
KOMPLIKOVANOU;Prídavné meno;KOMPLIKOVANOU;Prídavné meno
ZHODOU;Podstatné meno;ZHODOU;Podstatné meno
OKOLNOSTÍ;Podstatné meno;OKOLNOSTÍ;Podstatné meno
HO;Zámeno;HO;Zámeno
PO;Predložka;PO;Predložka
ROKU;Podstatné meno;ROKU;Podstatné meno
dostal;Sloveso;dostal;Sloveso
a;Spojka;a;Spojka
odišiel;Sloveso;odišiel;Sloveso
NA;Predložka;NA;Predložka
ROK;Podstatné meno;ROK;Podstatné meno
do;Predložka;do;Predložka
Nórska;Podstatné meno;Nórska;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Keď;Spojka;Keď;Spojka
sa;Zvratné zámeno;sa;Zvratné zámeno
začal;Sloveso;začal;Sloveso
semester;Podstatné meno;semester;Podstatné meno
,;Interpunkcia;,;Interpunkcia
pustil;Sloveso;pustil;Sloveso
som;Sloveso;som;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
pod;Predložka;pod;Predložka
vedením;Podstatné meno;vedením;Podstatné meno
profesora;Podstatné meno;profesora;Podstatné meno
SommerfelTa;Podstatné meno;SommerfelTa;Podstatné meno
do;Predložka;do;Predložka
čítania;Podstatné meno;čítania;Podstatné meno
textov;Podstatné meno;textov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Rozprávanie;Podstatné meno;Rozprávanie;Podstatné meno
Ľubomíra;Podstatné meno;Ľubomíra;Podstatné meno
Ďuroviča;Podstatné meno;Ďuroviča;Podstatné meno
PRIPRAVILA;Sloveso;PRIPRAVILA;Sloveso
Kveta;Podstatné meno;Kveta;Podstatné meno
Škvarková;Podstatné meno;Škvarková;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Protiprávna;Prídavné meno;Protiprávna;Prídavné meno
vojna;Podstatné meno;vojna;Podstatné meno
v;Predložka;v;Predložka
Iraku;Podstatné meno;Iraku;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorú;Zámeno;ktorú;Zámeno
rozpútala;Sloveso;rozpútala;Sloveso
nesvätá;Prídavné meno;nesvätá;Prídavné meno
aliancia;Podstatné meno;aliancia;Podstatné meno
náboženských;Prídavné meno;náboženských;Prídavné meno
fundamentalistov;Podstatné meno;fundamentalistov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
megalománov;Podstatné meno;megalománov;Podstatné meno
a;Spojka;a;Spojka
kšeftárov;Podstatné meno;kšeftárov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
je;Sloveso;je;Sloveso
cynickým;Prídavné meno;cynickým;Prídavné meno
výsmechom;Podstatné meno;výsmechom;Podstatné meno
všetkých;Zámeno;všetkých;Zámeno
hodnôt;Podstatné meno;hodnôt;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
naša;Zámeno;naša;Zámeno
západná;Prídavné meno;západná;Prídavné meno
civilizácia;Podstatné meno;civilizácia;Podstatné meno
pokladá;Sloveso;pokladá;Sloveso
za;Predložka;za;Predložka
nedotknuteľné;Prídavné meno;nedotknuteľné;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Po;Predložka;Po;Predložka
ukončení;Podstatné meno;ukončení;Podstatné meno
tejto;Zámeno;tejto;Zámeno
vojny;Podstatné meno;vojny;Podstatné meno
nádejou;Podstatné meno;nádejou;Podstatné meno
sveta;Podstatné meno;sveta;Podstatné meno
je;Sloveso;je;Sloveso
zmena;Podstatné meno;zmena;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Koruna;Podstatné meno;Koruna;Podstatné meno
Sv;Značky;Sv;Značky
.;Interpunkcia;.;Interpunkcia
Štefana;Podstatné meno;Štefana;Podstatné meno
a;Spojka;a;Spojka
ostrihomský;Prídavné meno;ostrihomský;Prídavné meno
Primas;Citový výraz;Primas;Citový výraz
Hungariae;Citový výraz;Hungariae;Citový výraz
sa;Zvratné zámeno;sa;Zvratné zámeno
stali;Sloveso;stali;Sloveso
symbolom;Podstatné meno;symbolom;Podstatné meno
Uhorského;Prídavné meno;Uhorského;Prídavné meno
štátu;Podstatné meno;štátu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Boja;Podstatné meno;Boja;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorého;Zámeno;ktorého;Zámeno
medze;Podstatné meno;medze;Podstatné meno
určovala;Sloveso;určovala;Sloveso
Zlatá;Prídavné meno;Zlatá;Prídavné meno
bulla;Podstatné meno;bulla;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Náš;Zámeno;Náš;Zámeno
dnešný;Prídavné meno;dnešný;Prídavné meno
spisovný;Prídavné meno;spisovný;Prídavné meno
jazyk;Podstatné meno;jazyk;Podstatné meno
je;Sloveso;je;Sloveso
skutočným;Prídavné meno;skutočným;Prídavné meno
kompromisom;Podstatné meno;kompromisom;Podstatné meno
medzi;Predložka;medzi;Predložka
radikálnou;Prídavné meno;radikálnou;Prídavné meno
normou;Podstatné meno;normou;Podstatné meno
štúrovcov;Podstatné meno;štúrovcov;Podstatné meno
a;Spojka;a;Spojka
požiadavkami;Podstatné meno;požiadavkami;Podstatné meno
bernolákovcov;Podstatné meno;bernolákovcov;Podstatné meno
i;Spojka;i;Spojka
tradíciou;Podstatné meno;tradíciou;Podstatné meno
českou;Prídavné meno;českou;Prídavné meno
či;Spojka;či;Spojka
československou;Prídavné meno;československou;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Starú;Prídavné meno;Starú;Prídavné meno
meravú;Prídavné meno;meravú;Prídavné meno
nekompromisnosť;Podstatné meno;nekompromisnosť;Podstatné meno
a;Spojka;a;Spojka
nekomunikatívnosť;Podstatné meno;nekomunikatívnosť;Podstatné meno
oživila;Sloveso;oživila;Sloveso
idea;Podstatné meno;idea;Podstatné meno
odtrhnutia;Podstatné meno;odtrhnutia;Podstatné meno
Slovenska;Podstatné meno;Slovenska;Podstatné meno
od;Predložka;od;Predložka
tisícročného;Prídavné meno;tisícročného;Prídavné meno
Uhorska;Podstatné meno;Uhorska;Podstatné meno
a;Spojka;a;Spojka
najmä;Častica;najmä;Častica
štátneho;Prídavné meno;štátneho;Prídavné meno
spojenia;Podstatné meno;spojenia;Podstatné meno
s;Predložka;s;Predložka
Čechmi;Podstatné meno;Čechmi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Takže;Častica;Takže;Častica
nacionalisticko;Neurčiteľný slovný druh;nacionalisticko;Neurčiteľný slovný druh
-;Interpunkcia;-;Interpunkcia
sociálny;Prídavné meno;sociálny;Prídavné meno
populizmus;Podstatné meno;populizmus;Podstatné meno
Mečiarov;Prídavné meno;Mečiarov;Prídavné meno
je;Sloveso;je;Sloveso
,;Interpunkcia;,;Interpunkcia
povedal;Sloveso;povedal;Sloveso
by;Kondicionálová morféma;by;Kondicionálová morféma
som;Sloveso;som;Sloveso
,;Interpunkcia;,;Interpunkcia
prirodzeným;Prídavné meno;prirodzeným;Prídavné meno
plodom;Podstatné meno;plodom;Podstatné meno
stáročného;Prídavné meno;stáročného;Prídavné meno
vývinu;Podstatné meno;vývinu;Podstatné meno
slovenskej;Prídavné meno;slovenskej;Prídavné meno
spoločnosti;Podstatné meno;spoločnosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ľubomír;Podstatné meno;Ľubomír;Podstatné meno
Ďurovič;Podstatné meno;Ďurovič;Podstatné meno
Pre;Predložka;Pre;Predložka
časopis;Podstatné meno;časopis;Podstatné meno
Záhorského;Prídavné meno;Záhorského;Prídavné meno
múzea;Podstatné meno;múzea;Podstatné meno
v;Predložka;v;Predložka
Skalici;Podstatné meno;Skalici;Podstatné meno
„;Interpunkcia;„;Interpunkcia
Záhorie;Podstatné meno;Záhorie;Podstatné meno
“;Interpunkcia;;
Výstava;Podstatné meno;Výstava;Podstatné meno
vzorného;Prídavné meno;vzorného;Prídavné meno
balenia;Podstatné meno;balenia;Podstatné meno
potravín;Podstatné meno;potravín;Podstatné meno
v;Predložka;v;Predložka
Skalici;Podstatné meno;Skalici;Podstatné meno
Nemôžem;Sloveso;Nemôžem;Sloveso
pritom;Príslovka;pritom;Príslovka
nespomenúť;Sloveso;nespomenúť;Sloveso
ešte;Častica;ešte;Častica
jednu;Číslovka;jednu;Číslovka
vec;Podstatné meno;vec;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Kto;Zámeno;Kto;Zámeno
by;Kondicionálová morféma;by;Kondicionálová morféma
to;Zámeno;to;Zámeno
kupoval;Sloveso;kupoval;Sloveso
?;Interpunkcia;?;Interpunkcia
!;Interpunkcia;!;Interpunkcia
A;Spojka;A;Spojka
obchody;Podstatné meno;obchody;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
chcú;Sloveso;chcú;Sloveso
predávať;Sloveso;predávať;Sloveso
zaručene;Príslovka;zaručene;Príslovka
čerstvý;Prídavné meno;čerstvý;Prídavné meno
,;Interpunkcia;,;Interpunkcia
v;Predložka;v;Predložka
noci;Podstatné meno;noci;Podstatné meno
upečený;Príčastie - Sloveso;upečený;Príčastie - Sloveso
a;Spojka;a;Spojka
nezabalený;Príčastie - Sloveso;nezabalený;Príčastie - Sloveso
